reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R05452(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.835938	1	1	1	0.87234	0.808219	0.802817	0.78125	0.747826
R05452/6.2.1A2/;	150/6.2.1A2;	0.823077	1	1	1	0.87234	0.786667	0.780822	0.765306	0.735043
R05452/6.2.1A2/;	150/6.2.1A2;	0.823077	1	1	1	0.87234	0.786667	0.780822	0.765306	0.735043
R05452(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.821705	1	1	1	0.87234	0.808219	0.802817	0.78125	0.689076
R01598(r)/6.2.1A2(rev)/6.2.1.15;	150/6.2.1A2(rev);	0.79802	1	1	1	0.911111	0.826087	0.728571	0.715789	0.655172
R02539(r)/6.2.1A2(rev)/6.2.1.30;	150/6.2.1A2(rev);	0.787072	1	1	1	0.955556	0.859155	0.684211	0.676471	0.647541
R01598/6.2.1A2/6.2.1.15;	150/6.2.1A2;	0.785575	1	1	1	0.911111	0.802817	0.708333	0.701031	0.644068
R01598(r)/6.2.1A2(rev)/6.2.1.15;	150/6.2.1A2(rev);	0.78389	1	1	1	0.911111	0.826087	0.728571	0.715789	0.6
R02539/6.2.1A2/6.2.1.30;	150/6.2.1A2;	0.775281	1	1	1	0.955556	0.835616	0.666667	0.663462	0.637097
R02539/6.2.1A2/6.2.1.30;	150/6.2.1A2;	0.775281	1	1	1	0.955556	0.835616	0.666667	0.663462	0.637097
R02539(r)/6.2.1A2(rev)/6.2.1.30;	150/6.2.1A2(rev);	0.773585	1	1	1	0.955556	0.859155	0.684211	0.676471	0.595238
R02699(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.769517	1	1	1	0.955556	0.859155	0.684211	0.650943	0.607692
R01176(r)/6.2.1A2(rev)/6.2.1.2;	150/6.2.1A2(rev);	0.759443	1	1	1	0.911111	0.797101	0.642857	0.642105	0.614035
R02699/6.2.1A2/;	150/6.2.1A2;	0.758242	1	1	1	0.955556	0.835616	0.666667	0.638889	0.598485
R02699(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.756458	1	1	1	0.955556	0.859155	0.684211	0.650943	0.559701
R04030(r)/6.2.1A2(rev)/6.2.1.26;	150/6.2.1A2(rev);	0.755597	1	1	1	0.911111	0.802817	0.671053	0.653846	0.6
R01280(r)/6.2.1A2(rev)/6.2.1.3;	150/6.2.1A2(rev);	0.752896	1	1	1	0.911111	0.826087	0.680556	0.613861	0.586777
R07887(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.752896	1	1	1	0.911111	0.826087	0.680556	0.613861	0.586777
R03209(r)/6.2.1A2(rev)/6.2.1.14;	150/6.2.1A2(rev);	0.75	1	1	1	0.911111	0.826087	0.680556	0.613861	0.577236
R09279(r)/6.2.1A2(rev)/6.2.1.40;	150/6.2.1A2(rev);	0.747554	1	1	1	0.911111	0.774648	0.608108	0.635417	0.608696
R01176/6.2.1A2/6.2.1.2;	150/6.2.1A2;	0.747554	1	1	1	0.911111	0.774648	0.625	0.628866	0.603448
R06944(r)/6.2.1A2(rev)/;	150/6.2.1A2(rev);	0.747126	1	1	1	0.911111	0.826087	0.680556	0.601942	0.577236
R01357(r)/6.2.1A2(rev)/6.2.1.16;	150/6.2.1A2(rev);	0.746094	1	1	1	0.87234	0.753425	0.633803	0.635417	0.608696
R01176(r)/6.2.1A2(rev)/6.2.1.2;	150/6.2.1A2(rev);	0.745562	1	1	1	0.911111	0.797101	0.642857	0.642105	0.559322
R04030/6.2.1A2/6.2.1.26;	150/6.2.1A2;	0.744485	1	1	1	0.911111	0.780822	0.653846	0.641509	0.590909
R04030/6.2.1A2/6.2.1.26;	150/6.2.1A2;	0.744485	1	1	1	0.911111	0.780822	0.653846	0.641509	0.590909
R04030(r)/6.2.1A2(rev)/6.2.1.26;	150/6.2.1A2(rev);	0.742593	1	1	1	0.911111	0.802817	0.671053	0.653846	0.552239
R00925(r)/6.2.1A2(rev)/6.2.1.1,6.2.1.17;	150/6.2.1A2(rev);	0.741551	1	1	1	0.866667	0.73913	0.628571	0.631579	0.605263
R01280/6.2.1A2/6.2.1.3;	150/6.2.1A2;	0.741445	1	1	1	0.911111	0.802817	0.662162	0.601942	0.577236
R07887/6.2.1A2/;	150/6.2.1A2;	0.741445	1	1	1	0.911111	0.802817	0.662162	0.601942	0.577236
R01280(r)/6.2.1A2(rev)/6.2.1.3;	150/6.2.1A2(rev);	0.739464	1	1	1	0.911111	0.826087	0.680556	0.613861	0.536
