RPAIR,Score,EC,KO
RP00366,0.939,1.5.1.1 1.5.1.21,K13609
RP00243,0.774,1.5.3.7,K00306
RP02577,0.734,1.4.3.3,K00273
RP03851,0.645,1.4.3.3,K00273
RP01387,0.625,5.1.1.4,K01777
RP09096,0.581,,K16021
RP00228,0.575,1.5.1.2 1.5.99.8,K00286 K00318 K13821
RP02920,0.552,5.1.1.8,K12658
RP02750,0.541,4.2.1.10,K03785 K03786 K13830 K13832
RP00150,0.527,1.5.-.- 1.5.1.2,K00286 K11394
RP14116,0.413,2.6.1.86,K13063
RP13001,0.375,2.2.1.9,K02551
RP01712,0.371,5.4.4.2,K01851 K02361 K02552 K14759
RP11658,0.349,4.2.1.100,K07537
RP11404,0.342,1.3.1.82,K15091
RP03730,0.335,5.1.3.19,K01794
RP13065,0.325,4.2.99.20,K08680 K14759
RP11798,0.324,1.3.-.-,K04117
RP11797,0.300,4.2.1.-,K07534
RP01710,0.289,4.2.3.5,K01736
