MetaCyc Rxn	Euclidean distance to query
R02658	0.05320042993315221
R02865	0.05501534021875213
R01901	0.05646549511858604
R12695	0.05691871072438686
R12746	0.0578774483713854
R03014	0.05934045271483366
R02430	0.06075110795714375
R11803	0.061979092538605236
R02136	0.062068836144222025
R01980	0.06285963272465074
R01600	0.066350104237395
R00299	0.066350104237395
R01050	0.06694396723092742
R12940	0.06701302327013313
R00725	0.06868386027301374
R02849	0.06868386027301374
R01327	0.06868386027301374
R08232	0.06992460182386794
R11183	0.0703771967441083
R03315	0.07081667594643677
R00866	0.07148021951933342
R01441	0.07253425622458279
ALLOSE-KINASE-RXN	0.07370788467806252
R02071	0.07395575902730267
R02324	0.07419746702218656
R11024	0.07433349396635165
RHAMNULOKIN-RXN	0.074439077869574
R10970	0.0790767244824812
R12792	0.07932771638068532
R01967	0.0802001998938034
RXN-8443	0.08074844802241529
BETA-GLUCOSIDE-KINASE-RXN_f	0.08095839403418537
BETA-GLUCOSIDE-KINASE-RXN_r	0.08095839403418537
RIBOSYLNICOTINAMIDE-KINASE-RXN	0.08232634057798197
RXN-19372	0.08247519211936796
DEHYDDEOXGALACTKIN-RXN	0.08279052320633752
DEOXYGLUCONOKIN-RXN	0.08279052320633752
RXN0-6541	0.08300600166825556
R01909	0.08385445659061412
RXN0-4621	0.08506747323893898
RXN-19750	0.08559894949996076
GLUCONOKIN-RXN	0.08632448205293179
RXN-18660	0.08676469734094033
R12755	0.08679591994865425
RXN-19915	0.08716326005154247
SEDOHEPTULOKINASE-RXN	0.08785154607484284
NANK-RXN	0.08809970048331019
RXN-14223	0.08860694951824184
6-PHOSPHOFRUCTO-2-KINASE-RXN	0.0893643434266063
R03018	0.08943284281053254
RXN-15793	0.08947613891142457
KETOHEXOKINASE-RXN	0.09021058009166878
PSEUDOURIDINE-KINASE-RXN	0.09076525010653591
ADENYLYLSULFKIN-RXN	0.0918276420057446
FRUCTOKINASE-RXN	0.09224923979918256
RXN-15343_f	0.09236911287299159
RXN-15343_r	0.09236911287299159
RXN0-6564	0.09309925894526423
2.7.1.157-RXN	0.09401835526056855
RXN-9297_f	0.09401835526056855
RXN-9297_r	0.09401835526056855
RXN-18662	0.09401835526056855
RXN-18597	0.09405546505931646
RXN-18596	0.09405546505931646
R12344	0.09506925553994383
R08217	0.09512962204586971
HEXOKINASE-RXN	0.09513723047447759
SHIKIMATE-KINASE-RXN	0.09531623826210565
R13189	0.0956959266699393
N-ACYLMANNOSAMINE-KINASE-RXN_f	0.09613798919268458
N-ACYLMANNOSAMINE-KINASE-RXN_r	0.09613798919268458
DEHYDOGLUCONOKINASE-RXN	0.09636332439200156
N-ACETYLGLUCOSAMINE-KINASE-RXN	0.09642985966800667
RXN-13547	0.09642985966800667
GLUCURONOKINASE-RXN	0.0966300985994505
GALACTURONOKINASE-RXN	0.0966300985994505
RXN-18663	0.09697316210289793
RXN-18478	0.09750435492375635
RXN0-704	0.0975832541297725
PANTOTHENATE-KIN-RXN	0.09761751164010386
L-ARABINOKINASE-RXN	0.09768682329056433
RXN-18594	0.09784054665828705
RXN-18595	0.09784054665828705
RXN-20942	0.09891609728145295
PANTETHEINE-KINASE-RXN	0.09948757542178066
R02971	0.09961606258560288
RXN-16279_f	0.09990416668426672
RXN-16279_r	0.09990416668426672
R03944	0.1002169121184519
1PFRUCTPHOSN-RXN	0.1003147240222044
RIBOFLAVINKIN-RXN	0.10058236755165499
RXN-9144	0.10073538393837381
