MetaCyc Rxn	Euclidean distance to query
R12468	0.0053593887755470524
RXN-20241	0.017538364763325306
RXN-20242	0.017916771492266816
RXN-15064	0.0276970956685594
RXN-16253	0.03177409741399414
RXN-15954	0.0320780678269374
RXN-17206	0.0752397320104011
R07175	0.07536711180671503
COA-DISULFIDE-REDUCTASE-NADH-RXN_f	0.07802099132108749
COA-DISULFIDE-REDUCTASE-NADH-RXN_r	0.07802099132108749
R08808	0.07815083385813225
RXN-17308	0.07869714398846829
2.3.1.176-RXN	0.07968971279283633
R08807	0.0816635867434675
RXN-13648	0.08286233341021
3.4.17.14-RXN	0.08319252240905423
RXN-16456	0.08404839323247149
RXN-21295	0.08404839323247149
COBINPGUANYLYLTRANS-RXN	0.08453519887570624
RXN-9850	0.08500086163191657
R13391	0.0860218289038772
RXN-11224	0.08711316302265117
RXN-11225	0.08772717698505392
RXN-12706	0.08908954409668839
RXN-21335	0.09030028389731125
RXN-11223	0.09146700171103198
BAI3OXO-OXRED-RXN	0.09164278970470142
RXN-17645_f	0.09186148538515841
RXN-17645_r	0.09186148538515841
RXN-21344	0.09263401809821344
RXN-15521	0.09372452810640163
3.4.24.32-RXN	0.0940799063850539
RXN-17402	0.0953250130276937
RXN-11351	0.09617465709405758
BADEL4OXRED-RXN_f	0.09685397506887874
BADEL4OXRED-RXN_r	0.09685397506887874
RXN-17400	0.09688727392406304
RXN-17416	0.09688727392406304
RXN-16650	0.09774252744995976
RXN-16571	0.09911422254241158
TEICHOICSYN8-RXN	0.10053151092828869
RXN-18030	0.10259287147758342
LIPIDADISACCHARIDESYNTH-RXN	0.10373132343375263
R07250	0.10418725216264678
RXN-15680	0.10459426234111208
R07989	0.1050537713056492
3.4.21.54-RXN	0.10618865340957637
3.4.23.15-RXN	0.10618865340957637
R05113	0.10702828682263248
RXN-13276	0.10751080690097935
RXN-20785	0.10789976819573963
RXN0-7342	0.10823804611887813
FTRMBARK-RXN_f	0.10881954363923689
FTRMBARK-RXN_r	0.10881954363923689
MTDMBARK-RXN_f	0.10891701436866819
MTDMBARK-RXN_r	0.10891701436866819
2.3.1.159-RXN	0.10967672555346429
RXN-5462	0.10978694871640345
R12348	0.11047398196233492
R11995	0.11082938459779872
R10234	0.11087842949772776
RXN-8357	0.11117857357599577
RXN0-5225	0.11178785025694234
R08765	0.11234310640046537
R09068	0.11235810419786754
RXN-16407	0.11269217449429322
RXN-16596	0.11276094055418631
R02447	0.11336847123940878
R02505	0.11345978495259959
2.4.1.88-RXN	0.11357948432035615
RXN-21103	0.11401875965059383
RXN-17067	0.11419275427444822
R04648	0.11423805341365999
RXN-19336	0.11430680009571935
RXN-19335	0.11456009761645586
RXN-19333	0.11473932012297486
RXN-11788	0.11476704286149078
RXN-12819	0.11517536559449047
R05117	0.11536450542716829
RXN-14355	0.11558179855013034
R11555	0.11572203207680772
RXN-9618	0.11581299390169378
RXN-12686	0.11587533487135518
GALACTOSIDE-2-L-FUCOSYLTRANSFERASE-RXN	0.11662423797460905
RXN-11975	0.11666593999208144
R04632	0.11689005419107033
2.4.1.86-RXN	0.11698359730538309
RXN-11077	0.11698565317929044
R10901	0.11715554851177745
RXN-13958	0.1174498620824853
RXN-11468	0.1177076568878488
RXN-16903_f	0.11782154411997862
RXN-16903_r	0.11782154411997862
RXN-16570	0.11782154411997862
RXN-15021	0.11853459246739718
RXN-11171	0.11881996149337509
RXN0-7341	0.11892848330413423
R12474	0.11920931877345373
RXN-17257	0.11941762729816102
RXN-15681	0.11984361161144153
RXN-12668	0.12034379115469108
RXN-5464	0.12044353281950665
RXN-15105	0.12060626809984253
RXN-11790	0.1206121426272347
RXN-15055	0.12074093744151386
RXN-15332	0.12121492894183857
RXN-18300	0.12137489758948379
R11584	0.12142285594580968
RXN-18273	0.12150436540042509
NARINGENIN-CHALCONE-SYNTHASE-RXN	0.12155445684565436
RXN-7645	0.12227312502026483
RXN-14558_f	0.12227501233687758
