MetaCyc Rxn	Euclidean distance to query
2-OH-6-OXOHEPTA-2-4-DIENOATE-HYDR-RXN	0.04910333347837557
3.7.1.9-RXN	0.06183338811434803
RXN-668	0.06676043882890226
R05364	0.06676043882890226
RXN-12070	0.07039204556876916
R06789	0.07039204556876916
RXN-11543	0.07066345583946979
R608-RXN	0.07472830005785423
RXN-14999	0.07795720628186414
RXN-19263	0.07929584604817652
RXN-21078	0.07973077556565551
R03367	0.07973077556565551
RXN-801	0.07974588320166558
BIPHENYL-23-DIOL-12-DIOXYGENASE-RXN	0.08186257699982416
RXN-624	0.08239329636121404
R07311	0.08239329636121404
RXN-10118	0.08309771414973963
RXN-803	0.08484465851629194
RXN-16813	0.08540011932522514
4.1.2.34-RXN_f	0.08622335916314869
4.1.2.34-RXN_r	0.08622335916314869
R07713	0.08622335916314869
R06923	0.0875110189611105
3.7.1.8-RXN	0.08763578729238759
RXN-9870	0.08843845570417873
3.5.5.5-RXN_f	0.08848067349693242
3.5.5.5-RXN_r	0.08848067349693242
RXN-8089	0.08883995204310036
RXN-16807	0.08897819807999094
RXN-8836	0.08929841396819181
RXN-13171	0.08938406486038046
R581-RXN	0.09012413225867066
RXN-12354	0.090288886531303
R04257	0.09059725683448232
RXN66-569	0.09071402426373869
1.13.11.9-RXN	0.09071683088922938
RXN-9861_f	0.09074659016677725
RXN-9861_r	0.09074659016677725
RXN-8612	0.0907702729054632
RXN-11542	0.0914675896822681
1.2.3.14-RXN	0.09183054781569201
CHLOROCATDIOXY-RXN	0.091953643310433
RXN-10419	0.09230849623829654
RXNN-386_f	0.09264267153908105
RXNN-386_r	0.09264267153908105
RXN-12073	0.09280702339124672
R06788	0.09280702339124672
1.13.11.38-RXN	0.09323096203086699
RXN-20763	0.09338751740217008
RXN-9860	0.09343512633289443
CATECHOL-23-DIOXYGENASE-RXN	0.09348224131499375
RXN-17343	0.09393081916960162
R362-RXN	0.0944876878665542
RXN-14987	0.09484414774204143
RXN-19271	0.0949590417217929
RXN-10119	0.09547044510449831
RXN-8832	0.09547164934885938
RXN-10121	0.09593769786398172
RXN-10120	0.09593769786398172
R09184	0.09602090895953254
R03365	0.09611048568140847
RXN-18527	0.09631144820737257
R08384	0.0964327670651063
RXN-10246	0.0966291247751431
R06160	0.09664750629974025
CATECHOL-2-3-DIOXYGENASE-RXN	0.09691884156841826
R06886	0.09704627363908856
RXN-20042	0.09709571192577589
RXN-9869	0.0977045577925608
R05865	0.09815662772407488
R04602	0.09827787337652572
R06840	0.09829725847510394
RXN-15547	0.09876545951695587
RXN0-275	0.09916637048871892
R08115	0.09962132462180578
RXN-9884	0.09971508188118784
MHPCHYDROL-RXN	0.09977324027485698
INDOLE-3-ACETALDEHYDE-OXIDASE-RXN	0.09982550416322393
RXN-9855	0.09984733423762375
RXN-13090	0.09990941842550356
RXN-8846	0.10002377536860427
RXN-17556	0.10021422132580408
1.13.11.6-RXN	0.10029651145191966
RXN-12240	0.1004458066092927
R05299	0.10060771342417436
HYDROXYMANDELONITRILE-LYASE-RXN	0.10061079843076662
RXN-13370	0.1008779527112965
R10109	0.1008779527112965
RXN-1404	0.10097468285694339
RXN-20092	0.10105030128474553
PHENYLPYRUVATE-TAUTOMERASE-RXN_f	0.10131344588413901
PHENYLPYRUVATE-TAUTOMERASE-RXN_r	0.10131344588413901
CATECHOL-12-DIOXYGENASE-RXN	0.10140129678833841
RXN-8835	0.1014513948784071
RXN-9888	0.10151120492461088
AMINOBENZOATE-DECARBOXYLASE-RXN	0.10182498530085476
R01860	0.10182498530085476
RXN-17352	0.10193206657820376
R12541	0.10198076281588458
