MetaCyc Rxn	Euclidean distance to query
R03562	0.025089528338132414
R07089	0.03650377598608183
R08684	0.0366559335159662
R01415	0.03713709323186593
R02528	0.03826025957216305
R01299	0.03909305363091269
R01488	0.04007496078188294
R00205	0.04010304123508766
R13286	0.040621984965364205
R00146	0.04126054840463037
R02600	0.041721417278993
R02577	0.042643666915679994
R10704	0.043815202714170484
R05433	0.04453487758110519
R13148	0.04460827991024714
R04883	0.04521911787726146
R03545	0.04772152794327099
R10982	0.04784574756607297
R08999	0.04848169121235584
R13263	0.0487826070732805
R13031	0.050688708757822214
R06622	0.051555532918368556
R07440	0.05378934985445773
R03583	0.05403819447820835
R00980	0.057920361764439016
R04199	0.06015264353754311
R09818	0.06041919007438982
R13267	0.0625636210140921
R07970	0.0625701110273423
R12512	0.06267482476978802
R07960	0.06425009004889604
R05701	0.065674878091383
R03054	0.06586334999573257
R12877	0.06597387457414419
R02999	0.06633725648093344
R04279	0.06677689994938966
R09242	0.06736779164782504
R01431	0.0683967386051799
R01759	0.0683967386051799
R09390	0.06938275396597142
R12885	0.07023132603193119
R07974	0.07095531575239829
R03114	0.07574050192170649
R11032	0.0765891088728472
RXN-19394	0.07758875418881775
RXN-17712	0.07807581267857429
R06420	0.07881965632300598
R06419	0.07881965632300598
RXN-19392	0.0790285734129307
R12013	0.0790816445181136
RXN1G01-63	0.07913914276794967
R06571	0.07935532577197905
R08294	0.07955182512941657
RXN-19393	0.0802569385066018
R11776	0.08044510642214277
R08083	0.08059609090270756
RXN-19113	0.08075731693945698
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	0.0809668077523247
R07001	0.08105315628336808
R07000	0.08105315628336808
RXN-18711	0.08166584286192315
RXN-8847	0.0816850512992609
R09987	0.08259364926727891
RXN66-81	0.08295304578491254
RXN-9866	0.08449107053762778
RXN-19114	0.08463473746497721
R00216	0.0846451519157021
RXN-8014	0.08494752035644702
R11107	0.08499771808445211
RXN-19063	0.08502751114376361
RXN-13129	0.08510333790918198
RXN-19061	0.08540457090344138
RXN-14054_f	0.08569033044273575
RXN-14054_r	0.08569033044273575
RXN-14162	0.08576704306014714
RXN0-5387	0.08599702862022744
RXN0-5141	0.08609851535245841
RXN-10717	0.0862545010784541
1.1.1.191-RXN_f	0.0862545010784541
1.1.1.191-RXN_r	0.0862545010784541
RXN-1102	0.08628756277405801
RXNDQC-2	0.08653332410949673
RXN-9564	0.08662720970144347
R5-RXN_f	0.08720493680747406
R5-RXN_r	0.08720493680747406
RXN-12898_f	0.08728575780140747
RXN-12898_r	0.08728575780140747
R11232	0.08826698163232867
RXN-21017	0.08870892859565006
R06891	0.08908998712110536
RXN-12182_f	0.0891112434349907
RXN-12182_r	0.0891112434349907
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN_f	0.08989493902336702
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN_r	0.08989493902336702
RXN-19391	0.08990135783569211
RXN-16304	0.09010305214536891
R05684	0.09048400353568829
RXN-9435	0.09053699774774401
RXN-9395	0.09053699774774401
RXN-9431	0.09053699774774401
RXN-9396	0.09053699774774401
RXN-15485	0.09074281333317237
RXN-9567	0.0908457102536595
RXN-19112	0.09123947932946795
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_f	0.09136151610756442
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN_r	0.09136151610756442
RXN-15484	0.09166205624261156
RXN-17143	0.09174402738320886
RXN0-4022	0.09176221131728679
RXN-18459	0.09189522521262533
RXN-11394	0.09190087314275783
RXN-9442	0.0920066957808938
RXN-9440	0.0920066957808938
RXN-9441	0.0920066957808938
1.14.13.8-RXN	0.09210110923897037
RXN-18720	0.092111618219202
RXN-18328_f	0.0921378296051942
RXN-18328_r	0.0921378296051942
RXN-2602_f	0.09219874630989229
RXN-2602_r	0.09219874630989229
RXN-12654	0.09224439659109887
RXN-18329_f	0.0922490555109152
RXN-18329_r	0.0922490555109152
R09932	0.09247814252944453
ACETOOHBUTREDUCTOISOM-RXN	0.09254063253119658
RXN-9408	0.09269751176439209
1.3.1.2-RXN_f	0.0927443500211498
1.3.1.2-RXN_r	0.0927443500211498
2-NITROPHENOL-2-MONOOXYGENASE-RXN	0.09295537863037834
R02516	0.09306769147995125
RXN-13089	0.09306988910584313
R05352	0.09315423306526661
R10217	0.09328159813815834
RXN-9565	0.0933388631498682
R12265	0.09343444660492815
R02611	0.0938736533315451
RXN-1125	0.093994137237516
RXN-16681	0.09417763562233503
R02383	0.09418176773008664
RXN-10450	0.09434545073432381
RXN-5161	0.09453234458916188
NITRIC-OXIDE-SYNTHASE-RXN	0.09467654020773607
RXN-16267	0.09497403830592292
RXN0-1941	0.0951116231607953
RXN-19438	0.09515487651812891
R03792	0.09518428484939731
RXN-10980_f	0.0952295251651162
