MetaCyc Rxn	Euclidean distance to query
RXN-13695	0.07678887883368772
R11543	0.08928613465024068
R06073	0.09140447241025623
R04474	0.09590415689438679
R10870	0.09950717461534599
R03742	0.10111752530762544
R10784	0.10261624542817434
RXN-14021	0.10299361585922748
R08694	0.10373130549569569
R06142	0.10442245913833435
RXN-21244	0.10480660077355998
RXN-21215	0.10551661420393203
RXN-11569	0.10673758383119115
RXN-17079	0.10733103304912274
RXN-12404	0.10825256040720398
R13178	0.10894161783069808
RXN-8677	0.11019306832104288
R08462	0.1102699180751482
R02361	0.11047039826666441
QUERCITRINASE-RXN	0.11093901753368231
2.3.1.72-RXN	0.11161696913628726
RXN1QP9-73	0.11163659445250558
R01316	0.11238730132820571
R12602	0.11254419141647222
R10494	0.11301722754412538
R03706	0.11313275975706591
OLIGOGALACTURONIDE-LYASE-RXN	0.11358543113595009
RXN-18661	0.11363961932801654
R10247	0.11367502156101914
RXN-16250	0.1141001287444226
RXN-18068	0.11413868848704546
RXN-11459	0.11463231745161197
RIBOSYLHOMOCYSTEINASE-RXN	0.11483542449260477
SEDOBISALDOL-RXN_f	0.11495407999893084
SEDOBISALDOL-RXN_r	0.11495407999893084
RXN-18071	0.11517040236161717
RXN0-5226	0.11574409732335013
RXN-16484	0.11651360559130597
RXN-10053	0.11655004983382647
RXN-16487	0.11664698052801188
R01321	0.11669110957062029
R12927	0.11675134727978405
3.2.1.18-RXN	0.11684797047132027
R00022	0.11737506232893347
RXN-17701	0.11737592672703516
R09673	0.11754283214138378
RXN-15298	0.11754455057544358
RXN-13137	0.11764191768372118
2.3.1.103-RXN	0.11767827788718589
R00063	0.11767827788718589
RXN0-4641_f	0.11779260977669831
RXN0-4641_r	0.11779260977669831
RXN-13603	0.1178452318292105
RXN-16086	0.11794082206063834
RXN-8763	0.11856903412006055
CHOLOYLGLYCINE-HYDROLASE-RXN	0.11884202727143608
RXN-17406	0.11892299921434354
RXN-16511	0.11905328738649816
ISOMALTULOSE-SYNTHASE-RXN_f	0.11909170281257818
ISOMALTULOSE-SYNTHASE-RXN_r	0.11909170281257818
R03803	0.12002494985924782
RXN-18226	0.12005893512648849
RXN-9992	0.12045692614145645
RXN-18222_f	0.12050721026628505
RXN-18222_r	0.12050721026628505
RXN-9991	0.1205842140441755
TROPINESTERASE-RXN	0.12059853181973704
TAGAALDOL-RXN	0.12078672899493188
F16ALDOLASE-RXN_f	0.12078672899493188
F16ALDOLASE-RXN_r	0.12078672899493188
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	0.12086327363705116
R02769	0.12087353887220317
RXN-12178	0.12127183566810798
RXN-16485	0.12127183566810798
RXN-16510	0.1214589321915935
RXN-9588	0.12155548049115632
2.3.1.98-RXN	0.12185403755303316
RXN-9485	0.12188483180047816
RXN-16509	0.1219580698320569
2.3.1.91-RXN	0.12206878158253068
R12390	0.12223823671921112
RXN-8801	0.1223370761432264
RXN-14421	0.12235605140909926
RXN-18763	0.12244206207139756
RXN-19792	0.12248694711785602
RXN-8342	0.1224999716384271
R00118	0.12256325967588588
RXN-9988	0.12257782616256287
12-ALPHA-L-FUCOSIDASE-RXN	0.1226204670577267
R02027	0.12273133061119289
R02595	0.12282055567012995
