MetaCyc Rxn	Euclidean distance to query
R11457	0.027502672922250268
R10203	0.03132857614269899
R05218	0.0342783820052121
R09936	0.050686232719699666
R12617	0.07219797442331202
R12618	0.0727049082434151
R12022	0.0766272318349966
R11106	0.07771090068681025
R00181	0.07809535684133447
RXN-16870	0.08029869157862624
R02974	0.0824869038028668
RXN-10056	0.0841307606351044
R02485	0.08458376543825455
R11393	0.08504416770177221
R12619	0.08568272992371344
URATE-OXIDASE-RXN	0.08641496234496059
RXN-16869	0.08911695739910863
R00310	0.09029943000670068
R06971	0.0927706810537469
RXN-19838	0.0946968763984067
RXN-19841	0.0946968763984067
ARYLFORMAMIDASE-RXN	0.09479831364570984
RXN-12213	0.09657694335123031
R01676	0.09683628230444638
R02287	0.09699612706811982
RXN-10058	0.09724336326980049
R08293	0.09803766418198347
RIBOFLAVINSYNDEAM-RXN	0.09849988752287678
RXN-15568	0.09897815429493796
XANTHINE-OXIDASE-RXN	0.09911546879235753
RXN-14910	0.09927344539267001
RXN-11455_f	0.09974607350389436
RXN-11455_r	0.09974607350389436
RXN18C3-61	0.09975799694710785
RXN-10035	0.09979426593050983
RXN-15261	0.09990572465221577
RXN-21374	0.10004671301376274
R05573	0.10021591911023568
R05565	0.10027365343096149
RXN0-6708	0.10034574862956389
R05568	0.10085403560797825
4.99.1.7-RXN	0.10096773756441449
R08512	0.10243593499491065
CYTIDEAM-RXN	0.10269446391713598
R02107	0.10273535940731714
RXN-12159	0.1031875950195156
R04093	0.10322182128695909
R08318	0.10337200876666146
BLASTICIDIN-S-DEAMINASE-RXN_f	0.10389735462045237
BLASTICIDIN-S-DEAMINASE-RXN_r	0.10389735462045237
RXN-18848	0.10402871899883803
RXN-12612	0.10411219247101886
R11313	0.10411219247101886
3.5.1.91-RXN	0.10416706158412095
RXN-21206	0.10427817124199376
R122-RXN	0.10430194697245186
RXN-12730	0.10448838825296958
RXN-10890	0.10448838825296958
R12989	0.10515395229573403
RXN-11318	0.10534326354509001
R123-RXN	0.10582111436698616
R312-RXN	0.10600786144855821
R12924	0.10676326217166814
RXN-13558	0.10709203766646307
RXN-14174	0.10715918262772336
RXN-16459	0.1076532801139389
RXN-14206	0.10774803898941035
RXN-16312	0.10791479870962574
R11971	0.1081261255393616
2.1.1.90-RXN	0.10817890346530792
RXN-14129	0.10855368221719293
R12291	0.10864846220811629
R06967	0.108869655891583
R01989	0.10898626088054122
R12164	0.10900291101207797
RXN-7567	0.10905341130580347
CYTDEAM-RXN	0.1091237089870134
RXN-16912	0.10921690046177951
RXN-8015	0.10940014499533093
R08341	0.10954138235233192
R12506	0.10974428522905308
3.8.1.7-RXN	0.10974944695105847
R04405	0.10980293945058482
R11329	0.109846084676493
RXN0-743	0.10985589138777019
INDOLE-23-DIOXYGENASE-RXN	0.10987236625700811
R08060	0.1100820921571268
3.5.1.79-RXN	0.11010897001467844
R01686	0.11043758666020881
R03983	0.11051628584348004
R07405	0.1109271193405672
RXN-17125	0.11106825366923144
R07295	0.11118698674654144
R04101	0.11126223188210652
RXN-18225	0.11145637403045491
RXN-8017	0.1114829227195523
RXN-15016	0.11148582139987763
RXN-12515	0.1115365278560511
RXN-11099	0.11197301669111155
4.2.1.103-RXN	0.11204418651808074
RXN-19528	0.11237784417198367
R08579	0.1125867633407884
DIMETHYLARGININASE-RXN	0.1126313769422153
PROTOHEMEFERROCHELAT-RXN_f	0.1128203825306263
PROTOHEMEFERROCHELAT-RXN_r	0.1128203825306263
RXN-9736	0.11304215025938243
RXN-14197	0.11324266953090925
LINA2-RXN	0.1138228462694201
R05385	0.11433278330382536
RXN-18342	0.11452842150361894
RXN-18721	0.11453428213116819
RXN-13973	0.11453732036702591
RXN-18221	0.11465706527880476
R02925	0.11468899742262859
R08347	0.1147359242388049
RXN0-7143	0.1149794900854887
R13379	0.1150708943750841
RXN-19837	0.11508136561972655
ADDALT-RXN	0.11509595787304497
R07794	0.11513473252294203
SUCCARGDIHYDRO-RXN	0.11533173426121629
R05424	0.1153691925768488
R00119	0.1153809988970233
RXN-19600	0.11538450084516967
3.5.3.22-RXN	0.1154229896531683
ARYL-ACYLAMIDASE-RXN	0.11561537398203707
GART-RXN_f	0.115678501753388
GART-RXN_r	0.115678501753388
R02285	0.1159610235576019
RXN-21232	0.1162476620743043
RXN-17518	0.11625699060442683
RXN-12364	0.11659622399709435
RXN-20725	0.11668768013211714
RXN-15684	0.11712288244958974
R01884	0.11713757105478964
R06886	0.11722263904821643
RXN-18936	0.11734090958652675
RXN-14118	0.11739637261085417
DDT-DEHYDROCHLORINASE-RXN_f	0.1174104143447001
DDT-DEHYDROCHLORINASE-RXN_r	0.1174104143447001
R04522	0.1174104143447001
RXN-10785	0.1174628371832319
R04857	0.11750510318561666
R01376	0.11753705359549246
RXN-19328	0.11770025716083607
RXNQT-4363	0.11772734748180763
FORMYLTHFDEFORMYL-RXN	0.11779738807721903
R10466	0.11798642927163114
PENICILLIN-AMIDASE-RXN	0.11843308301093687
RXN-12026	0.11845747172151551
3.1.1.56-RXN	0.11850512257076469
RXN-21242	0.11852291720407435
R04159	0.11856320181467235
CREATININE-DEAMINASE-RXN	0.11862019842973713
GUANIDINOBUTYRASE-RXN	0.11876552199398653
RXN0-2382	0.11878913399631987
R00944	0.11887422652014835
R04722	0.11903888134968464
RXN-19352	0.1191294657035795
RXN-12025	0.11917775438076361
R02621	0.11922668747734295
R12787	0.11927511290404781
R11946	0.11928304075658572
R13185	0.11946061368668148
MANDELONITRILE-LYASE-RXN	0.11948476414991223
R10015	0.1195043733217759
R12930	0.11958329454391436
R10001	0.11965266990787164
RXN-15578_f	0.11966191155900824
RXN-15578_r	0.11966191155900824
R09782	0.11969390060813907
RXN-18397	0.11975026947865496
RXN-20062	0.11984775497501211
R07386	0.11993930499740392
RXN-10711	0.12015699460910104
R04384	0.12021135565302853
R313-RXN	0.12021201977515221
R10915	0.12026352202373948
R02338	0.12051161843471746
L-PIPECOLATE-OXIDASE-RXN	0.12064216394393244
RXN-9641	0.12068511510458764
R11639	0.12068511510458764
RXN-20731	0.12070782040787244
R09992	0.12074491203164903
R06132	0.12087600201927576
RXN-1401	0.12088640287606062
R06940	0.1209180968175827
R11878	0.12095898395824456
THIOSULFATE-SULFURTRANSFERASE-RXN	0.12098096262081869
R06028	0.12107739809536747
RXN-13067	0.12116749254156278
RXN-7733	0.12122295620445886
RXN-12613	0.12123639337313541
GDPKIN-RXN	0.12133817948974066
R08295	0.1214366866090237
R310-RXN	0.1216239148542509
RXN-10852	0.12163029463676718
R08287	0.12165986477835282
R07872	0.12210685836154499
RXN-20092	0.12230306157305644
R11560	0.1224223203395028
2.8.1.5-RXN_f	0.12254073532036752
2.8.1.5-RXN_r	0.12254073532036752
R12426	0.12262655728328628
RXN-21220	0.12267787299676026
3.4.22.40-RXN	0.12267787299676026
RXN-21219	0.12267787299676026
RXN-18933	0.12277356723707906
R07688	0.12280971924849711
RXN-11067	0.12285865859880063
RXN-11751_f	0.12300734818864921
RXN-11751_r	0.12300734818864921
LINA1-RXN	0.12301328384423889
RXN-20065	0.12313302860037896
RXNN-404	0.12336146343557482
METHENYLTHFCYCLOHYDRO-RXN_f	0.12349096337917857
METHENYLTHFCYCLOHYDRO-RXN_r	0.12349096337917857
RXN-12536	0.12353540879159675
RXN-16743	0.12357720238959005
R05552	0.12361344535026197
RXN-17198	0.12368626929787589
RXN-1404	0.12375501253709933
R11921	0.1237892861782896
R08324	0.12385552591641032
RXN-8136	0.12413738039719609
RXN-8137	0.12413738039719609
RXN-17605_f	0.12435668638803335
RXN-17605_r	0.12435668638803335
1.8.3.5-RXN	0.12450034041408932
R08276	0.12453582704501594
R04721	0.12461460308641643
R00057	0.1246412593877568
RXN-10840	0.12466794605533264
CREATININASE-RXN_f	0.12473092833309672
CREATININASE-RXN_r	0.12473092833309672
RXN-11761	0.1249048915769616
RXN-19573	0.12499449517170055
RXN-5081	0.12512187571577885
RXN-11753_f	0.1252273084917147
RXN-11753_r	0.1252273084917147
RXN-18228	0.12535709795388567
R02863	0.12542077749589056
RXN-18223	0.12547057195408193
NMNAMIDOHYDRO-RXN	0.12569358526371985
R02322	0.12569358526371985
BIOTINIDASE-RXN	0.12592530256928952
RXN66-62	0.12613546298374123
3.4.23.38-RXN	0.12615637232149815
3.4.23.39-RXN	0.12615637232149815
RXN-8911	0.12617081480032757
RXN-8016	0.12618147615709674
RXN-10642	0.12622274490687907
R07300	0.12622462496268716
OHMETHYLBILANESYN-RXN	0.12634302810313597
DIISOPROPYL-FLUOROPHOSPHATASE-RXN	0.12634603441640196
R13247	0.1263596100947794
ARGININE-DEIMINASE-RXN_f	0.1263774983245835
ARGININE-DEIMINASE-RXN_r	0.1263774983245835
4-CHLOROBENZOATE-DEHALOGENASE-RXN	0.1263780297965418
3.8.1.8-RXN	0.12649648803635824
RXN-14695	0.12661111179996506
RXN1G-874	0.12662504658749787
RXN-8829	0.1266416850629364
R01494	0.12664190332141217
NICOTINE-DEHYDROGENASE-RXN	0.12669204628856723
RXN0-5409	0.12674151724180116
R04257	0.12689037054710084
RXN-13340	0.12694907138146957
RXN-17615	0.12699755462330004
GUANIDINOPROPIONASE-RXN_f	0.1271220315259766
