RPAIR,Score,EC,KO
RP13323,0.625,4.2.1.126,K07106
RP01309,0.551,3.2.1.22,K01189 K07406 K07407
RP03140,0.466,3.2.1.21,K01188 K05349 K05350
RP04558,0.457,3.2.1.21,K01188 K05349 K05350
RP15828,0.457,3.2.1.21,K01188 K05349 K05350
RP15827,0.438,3.2.1.21,K01188 K05349 K05350
RP02607,0.431,3.2.1.22,K01189 K07406 K07407
RP01541,0.395,3.2.1.31,K01195 K14756
RP15157,0.350,3.2.1.169,K15719
RP15155,0.348,3.2.1.169,K15719
RP02557,0.270,2.1.1.102,K15995
RP01554,0.268,3.2.1.45 3.2.1.62,K01201 K17108
RP01557,0.268,3.2.1.46 3.2.1.62,K01202
RP05620,0.259,2.1.1.239,K13320
RP02556,0.249,2.1.1.101,K15996
RP02307,0.238,3.2.1.118 3.2.1.21,K01188 K05349 K05350 K13032
RP05115,0.235,2.1.1.254,K14369
RP05596,0.227,,K13320
RP15817,0.227,3.2.1.21,K01188 K05349 K05350
RP01435,0.222,3.2.1.22,K01189 K07406 K07407
RP01307,0.222,3.2.1.22,K01189 K07406 K07407
RP01713,0.222,3.2.1.10,K01182 K01203
RP04108,0.221,3.2.1.22,K01189 K07406 K07407
RP02660,0.214,3.2.1.117 3.2.1.21,K01188 K05349 K05350 K13031
RP01034,0.213,2.5.1.7,K00790
RP05108,0.210,2.1.1.254,K14369
RP05636,0.197,2.1.1.-,K14374
RP05638,0.197,2.1.1.-,K14374
RP01308,0.194,3.2.1.22,K01189 K07406 K07407
RP03249,0.193,3.2.1.26,K01193
