RPAIR,Score,EC,KO
RP12780,0.202,1.11.1.21 1.11.1.6,K03781 K03782
RP15759,0.201,1.14.13.163 3.7.1.-,K15359
RP14698,0.190,2.5.1.77,K11780 K11781
RP00543,0.163,1.14.12.1,K00529 K05599 K05600 K05710 K11311 K16319 K16320
RP01248,0.138,1.14.12.13,K08686
RP00586,0.131,4.1.99.1 4.2.1.122 4.2.1.20,K01667 K01695 K01696 K06001
RP15250,0.128,2.1.1.163,K03183
RP01377,0.122,4.1.1.61,K01612
RP01123,0.121,4.1.1.46,K14333
RP02140,0.121,4.1.2.8 4.2.1.20,K01695 K01696 K06001 K13222
RP11173,0.120,2.5.1.-,K09833
RP09555,0.119,,K12705
RP01069,0.118,4.1.99.2,K01668
RP11614,0.111,4.1.1.-,K03182 K03186
RP04981,0.110,4.1.1.55,K04102
RP09220,0.107,,K12707
RP02273,0.107,1.13.11.27,K00457
RP14261,0.107,2.5.1.93,K13565
RP01649,0.105,4.1.1.55,K04102
RP14551,0.103,,K15063
RP07157,0.103,4.2.1.20,K01694 K01695 K01696 K06001
RP04608,0.103,2.5.1.- 2.5.1.39,K03179 K06125
RP13793,0.101,1.14.21.-,K13389
RP09166,0.098,2.5.1.-,K06125
RP05020,0.098,1.14.12.22,K15751 K15752 K15753
RP03120,0.096,4.1.1.48,K01609 K01656 K13498 K13501
RP12024,0.094,2.1.1.-,K12502
RP09497,0.093,2.1.1.-,K15963
RP01970,0.093,2.1.1.148 2.1.1.45,K00560 K03465 K13998
RP05213,0.088,2.5.1.-,K03179
RP11929,0.088,2.1.1.95,K05928
RP10981,0.083,2.5.1.39,K06125
RP11400,0.080,2.1.1.95,K05928
RP13775,0.079,2.5.1.-,K12501
RP14595,0.076,2.4.1.-,K15936
RP14289,0.073,2.1.1.-,K13604
RP04595,0.072,4.1.1.-,K03182 K03186
RP02677,0.070,2.1.1.37,K00558 K17398 K17399
RP15738,0.066,4.3.99.3,K10026
RP01260,0.066,3.2.-.- 4.2.1.70,K01718 K16329 K16330
