,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,98.900,P13033,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli (strain K12) OX=83333,1,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,1.0,0.0,1.00000,1.0,-1,1.000000,31.8,26.8,20.6,24.8,45357.24,6.0442,39.141,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
2,98.900,P13035,Aerobic glycerol-3-phosphate dehydrogenase,Escherichia coli (strain K12) OX=83333,1,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,1.0,0.0,1.00000,1.0,-1,1.000000,34.0,23.1,22.5,23.7,56750.54,7.4922,45.509,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
3,98.900,P0A9C0,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,Escherichia coli (strain K12) OX=83333,1,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,1.0,0.0,1.00000,1.0,-1,1.000000,36.9,28.1,19.2,18.8,58958.25,6.6214,44.465,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
4,97.700,C4ZU83,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,31.8,26.8,20.6,24.8,45357.24,6.0442,39.141,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
5,97.700,B1X8D6,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli (strain K12 / DH10B) OX=316385,2,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,31.8,26.8,20.6,24.8,45357.24,6.0442,39.141,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
6,96.700,A8A2A7,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli O9:H4 (strain HS) OX=331112,3,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,30.5,27.5,21.3,24.6,45324.16,5.9942,39.141,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
7,96.700,P0A9C1,Anaerobic glycerol-3-phosphate dehydrogenase subunit A,Escherichia coli O157:H7 OX=83334,3,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,36.9,28.1,19.2,18.8,58958.25,6.6214,44.465,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
8,96.700,B6I7H1,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli (strain SE11) OX=409438,3,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,31.8,26.8,20.6,24.8,45415.27,5.8319,39.379,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
9,96.700,B7NN59,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057,3,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,31.8,27.3,20.6,24.3,45329.22,5.6012,38.902,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
10,96.700,Q8FFN4,Anaerobic glycerol-3-phosphate dehydrogenase subunit B,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3,MNXR165992,MNXR106713_0.7905694150420948_1.0|MNXR123236_0.5698924731182795_1.0|MNXR143954_0.5656565656565656_1.0|MNXR182683_0.5396811194265355_1.0,1.1.5.3,3.0,0.0,1.00000,1.0,-1,1.000000,29.8,28.5,20.3,25.3,45398.33,5.8304,38.902,*C1=C(*)C(=O)C(*)=C(*)C1=O.O=P([O-])([O-])OC[C@H](O)CO>>*c1c(*)c(O)c(*)c(*)c1O.O=C(CO)COP(=O)([O-])[O-],O=P([O-])([O-])OC[C@H](O)CO.[*]C1=C([*])C(=O)C([*])=C([*])C1=O>>O=C(CO)COP(=O)([O-])[O-].[*]c1c([*])c(O)c([*])c([*])c1O
