,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,98.9,P0A9T0,D-3-phosphoglycerate dehydrogenase,Escherichia coli (strain K12) OX=83333,1.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,46.7,26.6,9.6,21.1,44175.78,6.3238,42.195,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
2,96.7,P0A9T2,D-3-phosphoglycerate dehydrogenase,Escherichia coli O157:H7 OX=83334,3.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,3.0,0.0,1.0,1.0,1,1.0,46.7,26.6,9.6,21.1,44175.78,6.3238,42.195,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
3,93.7,P0A9T3,D-3-phosphoglycerate dehydrogenase,Shigella flexneri OX=623,6.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,3.0,0.0,1.0,1.0,1,1.0,46.7,26.6,9.6,21.1,44175.78,6.3238,42.195,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
4,88.7,P43885,D-3-phosphoglycerate dehydrogenase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,3.0,0.0,1.0,1.0,1,1.0,47.7,26.6,9.6,20.1,44665.22,6.3807,44.390,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
5,84.9,P13715,L-lactate dehydrogenase,Thermus aquaticus OX=271,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,45.2,29.9,7.8,22.4,33210.16,6.5302,37.419,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
6,84.9,A9BGZ9,L-lactate dehydrogenase,Petrotoga mobilis (strain DSM 10674 / SJ95) OX=403833,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,38.5,34.4,16.2,16.5,33346.30,5.7799,45.277,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
7,84.9,P00343,L-lactate dehydrogenase,Lactobacillus casei OX=1582,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,43.9,31.6,9.7,20.0,35530.56,5.0846,44.479,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
8,84.9,P00344,L-lactate dehydrogenase,Geobacillus stearothermophilus OX=1422,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,39.9,35.2,12.0,18.3,34862.81,5.6257,40.379,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
9,84.9,P56511,L-lactate dehydrogenase,Lactiplantibacillus pentosus OX=1589,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,38.2,34.9,12.5,19.7,34219.84,4.6319,43.438,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
10,84.9,P14561,L-lactate dehydrogenase 1,Peribacillus psychrosaccharolyticus OX=1407,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,40.4,28.8,14.2,21.9,35249.22,4.7971,43.711,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
11,84.9,P16115,L-lactate dehydrogenase,Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274,15.0,MNXR111769,-,1.1.1.27;1.1.1.272;1.1.1.95;1.1.99.2,1.0,0.0,1.0,1.0,1,1.0,46.5,26.4,15.2,17.2,34994.43,7.1657,43.260,O=C([O-])CCC(=O)C(=O)[O-]>>O=C([O-])CC[C@H](O)C(=O)[O-],NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=C([O-])CCC(O)C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[H+].NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
