,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,72.308500,P17854,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli (strain K12) OX=83333,1.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,1.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27975.83,5.4352,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
2,71.108500,B1XDH5,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27975.83,5.4352,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
3,71.108500,C4ZZR6,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27975.83,5.4352,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
4,70.108500,Q1R7T6,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli (strain UTI89 / UPEC) OX=364106,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.2,18.9,22.4,20.6,28002.90,5.7205,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
5,70.108500,A1AEU8,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli O1:K1 / APEC OX=405955,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.2,18.9,22.4,20.6,28002.90,5.7205,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
6,70.108500,B7MKM9,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.2,18.9,22.4,20.6,28002.90,5.7205,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
7,70.108500,B7N6Z6,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27975.83,5.4352,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
8,70.108500,Q8FEI9,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27974.84,5.7205,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
9,70.108500,Q0TEA4,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,18.4,22.4,20.6,27974.84,5.7205,46.311,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
10,70.108500,B7LEI1,Phosphoadenosine 5'-phosphosulfate reductase,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR145907,MNXR145903_0.4558112849295592_0.9999999999999999|MNXR145904_0.45319548728044284_0.9999999999999999|MNXR145905_0.45319548728044284_0.9999999999999999|MNXR145906_0.45319548728044284_0.9999999999999999|MNXR173985_0.45319548728044284_0.9999999999999999,1.8.4.8,3.0,0.0,0.46817,1.000000,1,0.734085,45.6,17.5,22.4,21.5,27972.78,5.4162,46.721,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCOS(=O)(=O)[O-].[H+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O.O=C([O-])C[C@H]1CCC(=O)[C@H]1C/C=C\CCO,[*]C(=O)C(CS)NC(=O)C([*])CS.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OS(=O)(=O)[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O>>O=S([O-])[O-].[*]C(=O)C1CSSCC([*])C(=O)N1.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O
