,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,87.421246,P0AG40,Bifunctional riboflavin kinase/FMN adenylyltransferase,Escherichia coli (strain K12) OX=83333,1.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,1.0,0.0,0.78803,0.982395,1,0.885213,45.1,23.6,14.1,22.6,34734.27,9.6784,41.853,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
2,85.221246,P0AG42,Bifunctional riboflavin kinase/FMN adenylyltransferase,Escherichia coli O157:H7 OX=83334,3.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,45.1,23.6,14.1,22.6,34734.27,9.6784,41.853,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
3,85.221246,P0AG41,Bifunctional riboflavin kinase/FMN adenylyltransferase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,45.1,23.6,14.1,22.6,34734.27,9.6784,41.853,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
4,82.221246,P0AG43,Bifunctional riboflavin kinase/FMN adenylyltransferase,Shigella flexneri OX=623,6.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,45.1,23.6,14.1,22.6,34734.27,9.6784,41.853,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
5,78.221246,Q8K9Z1,Bifunctional riboflavin kinase/FMN adenylyltransferase,Buchnera aphidicola subsp. Schizaphis graminum (strain Sg) OX=198804,10.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,36.8,31.8,23.0,13.9,36138.87,10.7535,49.038,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
6,78.221246,P57250,Bifunctional riboflavin kinase/FMN adenylyltransferase,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain APS) OX=107806,10.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,27.3,38.0,24.2,15.8,36417.97,10.8086,47.923,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
7,77.221246,P44957,Bifunctional riboflavin kinase/FMN adenylyltransferase,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421,11.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,49.3,19.5,17.8,18.8,35120.75,10.1485,45.455,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
8,77.221246,P22990,Bifunctional riboflavin kinase/FMN adenylyltransferase,Pseudomonas fluorescens OX=294,11.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,40.0,26.8,16.6,22.0,33897.66,8.3792,41.801,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
9,73.421246,Q59263,Bifunctional riboflavin kinase/FMN adenylyltransferase,Corynebacterium ammoniagenes OX=1697,15.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,1.0,0.0,0.78803,0.982395,1,0.885213,41.6,29.8,8.1,25.5,36843.50,4.5941,43.491,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
10,73.221246,P75587,Bifunctional riboflavin kinase/FMN adenylyltransferase,Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) OX=272634,15.0,MNXR173020,MNXR192639_0.7722172858926093_0.6425140675704477|MNXR183845_0.7394772262827841_0.6425140675704477,2.7.7.2,3.0,0.0,0.78803,0.982395,1,0.885213,17.8,36.4,25.3,26.9,30434.77,9.3249,45.725,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[H+]>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cc2nc3c(O)nc(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=N)nc4O)[C@H](O)[C@@H]3O)c2cc1C.O=P([O-])([O-])OP(=O)([O-])O>>Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.[H+].Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1
