,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,87.2285,P40714,Sucrose-6-phosphate hydrolase,Escherichia coli OX=562,2.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,25.2,19.3,28.2,30.8,54362.86,5.8744,44.864,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
2,87.2285,P16553,Raffinose invertase,Escherichia coli OX=562,2.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,24.1,22.4,30.7,26.3,54327.28,6.1146,43.277,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
3,82.4285,P27217,Sucrose-6-phosphate hydrolase,Klebsiella pneumoniae OX=573,7.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,20.0,23.3,32.0,28.2,52707.90,6.0782,39.485,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
4,81.2285,P37075,Sucrose-6-phosphate hydrolase,Salmonella typhimurium OX=90371,8.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,23.6,20.7,31.6,27.8,52588.55,5.0671,40.343,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
5,79.2285,Q56660,Probable sucrose-6-phosphate hydrolase,Vibrio cholerae OX=666 PE=3 SV=1,10.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,25.5,20.8,26.8,30.0,62334.49,5.9916,46.154,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
6,78.3285,P13394,Sucrose-6-phosphate hydrolase,Vibrio alginolyticus OX=663,11.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,2.0,0.0,0.79057,1.0,1,0.895285,30.3,22.0,27.1,23.9,55656.86,5.5249,48.347,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
7,78.2285,A1STJ9,Probable sucrose-6-phosphate hydrolase,Psychromonas ingrahamii (strain 37) OX=357804,11.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,24.0,23.6,30.4,25.0,62259.11,4.9326,48.440,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
8,78.2285,A5EZZ8,Probable sucrose-6-phosphate hydrolase,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395) OX=345073,11.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,28.3,19.2,24.9,30.6,62312.39,5.7588,46.154,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
9,76.2285,Q9KLT6,Probable sucrose-6-phosphate hydrolase,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277,13.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,3.0,0.0,0.79057,1.0,1,0.895285,25.0,21.1,26.9,30.1,62512.66,5.5839,45.803,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
10,75.4285,Q09122,Sucrose-6-phosphate hydrolase (Fragment),Fusobacterium mortiferum OX=850 PE=1 SV=1,14.0,MNXR153572,MNXR179287_0.7905694150420948_0.9999999999999999|MNXR180355_0.7905694150420948_0.9999999999999999|MNXR166925_0.7905694150420948_0.8934105953253724,3.2.1.26,1.0,0.0,0.79057,1.0,1,0.895285,117.6,35.3,5.9,35.3,4158.29,9.1011,54.545,O=P([O-])([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[H]O[H],O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>O=P([O-])([O-])OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO
