,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,P68767,Cytosol aminopeptidase,Escherichia coli (strain K12) OX=83333,1.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,1.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
2,NaN,P68768,Cytosol aminopeptidase,Escherichia coli O157:H7 OX=83334,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
3,NaN,A1AJG3,Probable cytosol aminopeptidase,Escherichia coli O1:K1 / APEC OX=405955,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
4,NaN,Q1R8K9,Peptidase B,Escherichia coli (strain UTI89 / UPEC) OX=364106,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.7,26.8,19.0,21.4,46231.20,5.4783,43.091,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
5,NaN,Q0TEW2,Peptidase B,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.5,27.0,19.0,21.4,46227.21,5.4783,42.857,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
6,NaN,Q0T9D1,Probable cytosol aminopeptidase,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
7,NaN,B7MI07,Peptidase B,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.7,26.8,19.0,21.4,46231.20,5.4783,43.091,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
8,NaN,B1IWD8,Peptidase B,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,37.0,26.3,19.0,21.7,46210.15,5.4783,43.326,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
9,NaN,B7LCX0,Probable cytosol aminopeptidase,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
10,NaN,B1ISB1,Probable cytosol aminopeptidase,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805,3.0,MNXR149049,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.11.5;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[*]SC[C@H]([NH3+])C(=O)[O-].[NH3+]CC(=O)[O-]
