,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,74.557741,P04693,Aromatic-amino-acid aminotransferase,Escherichia coli (strain K12) OX=83333,1.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,1.0,0.0,0.69231,0.820845,1,0.756576,47.8,23.4,15.2,17.8,43537.81,5.1375,39.043,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
2,74.557741,P06986,Histidinol-phosphate aminotransferase,Escherichia coli (strain K12) OX=83333,1.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,1.0,0.0,0.69231,0.820845,1,0.756576,42.9,25.0,21.5,15.3,39360.14,4.7240,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
3,73.357741,C4ZSB0,Histidinol-phosphate aminotransferase,Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496,2.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,42.9,25.0,21.5,15.3,39360.14,4.7240,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
4,73.357741,B1X6V8,Histidinol-phosphate aminotransferase,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,42.9,25.0,21.5,15.3,39360.14,4.7240,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
5,72.357741,B7NC61,Histidinol-phosphate aminotransferase,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,41.5,24.7,21.5,17.1,39452.21,4.7240,42.135,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
6,72.357741,B7NQG9,Histidinol-phosphate aminotransferase,Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,39.7,26.2,21.8,17.1,39418.22,4.7194,42.135,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
7,72.357741,A8A1P5,Histidinol-phosphate aminotransferase,Escherichia coli O9:H4 (strain HS) OX=331112,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,41.8,26.5,21.5,15.0,39349.16,4.8804,42.135,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
8,72.357741,Q9S5G6,Histidinol-phosphate aminotransferase,Escherichia coli O157:H7 OX=83334,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,43.5,24.1,20.6,16.5,39388.19,4.7286,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
9,72.357741,P0AB82,Branched-chain-amino-acid aminotransferase,Escherichia coli O157:H7 OX=83334,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,36.2,27.6,18.4,23.2,34093.65,5.6240,42.395,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
10,72.357741,B7MDH5,Histidinol-phosphate aminotransferase,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,43.5,23.8,20.9,16.5,39402.22,4.7286,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
11,72.357741,Q8FG51,Histidinol-phosphate aminotransferase,Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310,3.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,41.8,26.2,22.1,14.7,39365.17,4.6532,41.854,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
12,69.357741,Q83KJ6,Histidinol-phosphate aminotransferase,Shigella flexneri OX=623,6.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,43.8,24.1,20.6,16.2,39361.16,4.7286,42.135,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
13,68.357741,A8AEK3,Histidinol-phosphate aminotransferase,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,37.3,23.0,21.9,22.4,39777.45,4.7188,43.733,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
14,68.357741,Q3Z0G4,Histidinol-phosphate aminotransferase,Shigella sonnei (strain Ss046) OX=300269,7.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,40.0,25.3,21.8,17.6,39377.12,4.7892,42.416,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
15,67.357741,A9ML15,Histidinol-phosphate aminotransferase,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980) OX=41514,8.0,MNXR146599,-,2.6.1.1;2.6.1.27;2.6.1.42;2.6.1.5;2.6.1.57;2.6.1.9,3.0,0.0,0.69231,0.820845,1,0.756576,38.8,25.7,21.3,19.0,39819.61,5.2583,42.618,CSCCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]>>CSCC[C@H]([NH3+])C(=O)[O-].O=C([O-])C(=O)Cc1c[nH]c2ccccc12,O=C([O-])C(=O)Cc1c[nH]c2ccccc12.[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-]>>O=C([O-])CCC(=O)C(=O)[O-].[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-]
