,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,94.108,P0AFI7,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli (strain K12) OX=83333,1.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,1.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
2,94.108,P46883,Primary amine oxidase,Escherichia coli (strain K12) OX=83333,1.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,1.0,0.0,0.90416,1.0,1,0.95208,31.0,26.6,19.0,25.5,84378.66,5.7133,45.178,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
3,92.908,B1XFV0,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
4,91.908,B7L5J1,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli (strain 55989 / EAEC) OX=585055,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,45.0,13.4,21.3,28.2,25559.18,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
5,91.908,B7NTZ4,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O7:K1 (strain IAI39 / ExPEC) OX=585057,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,43.6,13.4,22.8,28.2,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
6,91.908,B7M9Z2,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O45:K1 (strain S88 / ExPEC) OX=585035,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,43.6,13.4,23.3,27.7,25603.19,9.3362,50.459,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
7,91.908,Q0THJ0,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,43.6,13.4,23.3,27.7,25603.19,9.3362,50.459,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
8,91.908,B7NB92,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
9,91.908,B1IQB6,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805,3.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
10,90.908,B5Z472,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Escherichia coli O157:H7 (strain EC4115 / EHEC) OX=444450,4.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.4,23.3,28.7,25561.15,9.5982,50.459,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
11,88.108,P49250,Primary amine oxidase,Klebsiella aerogenes OX=548,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,1.0,0.0,0.90416,1.0,1,0.95208,31.3,24.9,19.6,26.4,83576.58,5.5901,45.166,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
12,87.908,Q320Z5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shigella boydii serotype 4 (strain Sb227) OX=300268,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
13,87.908,B2U2D8,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shigella boydii serotype 18 (strain CDC 3083-94 / BS512) OX=344609,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,45.0,13.4,21.3,28.2,25559.18,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
14,87.908,A8AH19,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696) OX=290338,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,35.6,17.8,25.7,28.7,25559.12,9.6255,49.541,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
15,87.908,Q32FD5,Pyridoxine/pyridoxamine 5'-phosphate oxidase,Shigella dysenteriae serotype 1 (strain Sd197) OX=300267,7.0,MNXR104952,-,1.4.3.21;1.4.3.22;1.4.3.4;1.4.3.5;1.4.3.6;1.5.3.17,3.0,0.0,0.90416,1.0,1,0.95208,42.6,13.9,22.8,28.7,25545.15,9.5982,50.000,OO>>O=C([O-])CCc1c[nH]c2ccccc12.O=O,O=O.[NH3+]CCc1c[nH]c2ccccc12>>[NH4+].O=CCc1c[nH]c2ccccc12.OO
