,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,NaN,P37095,Peptidase B,Escherichia coli (strain K12) OX=83333,1.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,1.0,0.0,0.79057,NaN,1,0.790569,36.5,26.5,19.7,21.2,46180.17,5.6975,43.091,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
2,NaN,B1XEN9,Probable cytosol aminopeptidase,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
3,NaN,B1XAZ8,Peptidase B,Escherichia coli (strain K12 / DH10B) OX=316385,2.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.5,26.5,19.7,21.2,46180.17,5.6975,43.091,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
4,NaN,P58473,Peptidase B,Escherichia coli O157:H7 OX=83334,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.0,26.3,18.7,22.9,46256.18,5.4783,43.794,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
5,NaN,B7NGJ2,Probable cytosol aminopeptidase,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
6,NaN,B7M9L9,Probable cytosol aminopeptidase,Escherichia coli O8 (strain IAI1) OX=585034,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
7,NaN,B1ISB1,Probable cytosol aminopeptidase,Escherichia coli (strain ATCC 8739 / DSM 1576 / NBRC 3972 / NCIMB 8545 / WDCM 00012 / Crooks) OX=481805,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,40.7,25.3,16.6,20.7,54879.81,7.2492,43.738,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
8,NaN,Q0TEW2,Peptidase B,Escherichia coli O6:K15:H31 (strain 536 / UPEC) OX=362663,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.5,27.0,19.0,21.4,46227.21,5.4783,42.857,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
9,NaN,B7N6B0,Peptidase B,Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC) OX=585056,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,36.0,26.5,19.7,21.7,46236.13,5.2986,43.560,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
10,NaN,A8A329,Peptidase B,Escherichia coli O9:H4 (strain HS) OX=331112,3.0,MNXR149048,-,3.4.11.1;3.4.11.2;3.4.11.23;3.4.13.-,3.0,0.0,0.79057,NaN,1,0.790569,37.0,26.3,19.0,21.7,46210.15,5.4783,43.326,*SC[C@H](N)C(=O)O.[NH3+]CC(=O)[O-]>>*SC[C@H]([NH3+])C(=O)NCC(=O)[O-].[H]O[H],[*]SC[C@H]([NH3+])C(=O)NCC(=O)[O-]>>[NH3+]CC(=O)[O-].[*]SC[C@H](N)C(=O)O
