,Score,Seq. ID,Description,Organism Source,Tax. distance,Rxn. ID,Rxn. ID - additional,EC Number,Uniprot protein evidence,Consv. Score,Rxn Sim.,Rxn Sim RF.,Direction Used,Combined score,% helices,% sheets,% turns,% coils,Mol. Weight,Isoelec. Point,Polar %,Query,Hit
1,16.938379,Q76MR7,Baicalein 7-O-glucuronosyltransferase,Scutellaria baicalensis OX=65409,29.0,MNXR112948,-,2.4.1.253,1.0,0.0,0.54238,0.378388,1,0.460386,40.7,24.9,16.9,21.2,48653.84,6.3605,43.537,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.O=c1cc(-c2ccccc2)oc2cc([O-])c(O)c(O)c12>>O=C([O-])[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
2,NaN,Q10941,Putative UDP-glucuronosyltransferase ugt-46,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,1.0,0.0,0.79057,NaN,1,0.790569,42.5,22.1,18.8,19.6,60204.12,7.3064,46.704,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
3,NaN,A8WLF6,Putative UDP-glucuronosyltransferase ugt-47,Caenorhabditis briggsae OX=6238,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,3.0,0.0,0.79057,NaN,1,0.790569,35.2,25.8,19.0,23.1,60621.03,6.7939,43.097,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
4,NaN,Q22180,Putative UDP-glucuronosyltransferase ugt-55,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,3.0,0.0,0.79057,NaN,1,0.790569,44.4,25.6,16.1,17.1,58929.26,8.6622,48.438,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
5,NaN,Q21706,Putative UDP-glucuronosyltransferase ugt-47,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,1.0,0.0,0.79057,NaN,1,0.790569,39.8,25.4,18.3,19.6,61448.89,7.2104,44.216,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
6,NaN,Q20086,Putative UDP-glucuronosyltransferase ugt-58,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,3.0,0.0,0.79057,NaN,1,0.790569,27.5,31.5,21.9,22.2,61143.15,8.1329,44.653,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
7,NaN,Q22181,Putative UDP-glucuronosyltransferase ugt-56,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,3.0,0.0,0.79057,NaN,1,0.790569,41.3,25.0,15.6,21.3,59283.73,8.2993,45.802,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
8,NaN,Q22295,Putative UDP-glucuronosyltransferase ugt-50,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,1.0,0.0,0.79057,NaN,1,0.790569,45.0,29.0,14.0,15.2,60285.58,7.2006,46.463,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
9,NaN,P34317,Putative UDP-glucuronosyltransferase ugt-60,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,3.0,0.0,0.79057,NaN,1,0.790569,49.3,26.3,8.6,19.1,57727.27,7.4956,43.195,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
10,NaN,Q18081,Putative UDP-glucuronosyltransferase ugt-48,Caenorhabditis elegans OX=6239,26.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,1.0,0.0,0.79057,NaN,1,0.790569,42.9,22.7,16.9,20.6,59627.23,8.0680,46.008,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
11,NaN,Q8GWB7,Inositol phosphorylceramide glucuronosyltransferase 1,Arabidopsis thaliana OX=3702,29.0,MNXR132597,MNXR164290_0.774908880036638_0.7562692094822191|MNXR154864_0.7743635977145689_0.5983775478061607|MNXR118198_0.5701795917194002_0.5092377258911625|MNXR129979_0.5164125941099017_nan|MNXR118638_0.5161954740145867_nan|MNXR130461_0.516031092709208_nan|MNXR130575_0.5158027493308962_nan|MNXR133101_0.512980744198527_nan|MNXR133622_0.5127059798645166_nan|MNXR133124_0.5122111726373744_nan|MNXR132263_0.5118870599933334_nan|MNXR130510_0.5114420941133864_nan|MNXR132325_0.5100574172694723_nan|MNXR132327_0.5073750134241185_nan|MNXR116407_0.5434726810768662_0.3942918658612714|MNXR116408_0.5421778351067676_0.3942918658612714|MNXR172964_0.5343138080610167_0.37838758312631293|MNXR134070_0.5376764067576143_0.36015018132288934,2.4.1.17,1.0,0.0,0.79057,NaN,1,0.790569,36.9,29.2,19.6,17.5,60010.94,9.1382,40.037,C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O[C@H]3[C@H](O)[C@@H](C(=O)[O-])O[C@@H](O)[C@@H]3O)c(CCC(=O)[O-])c2C)NC1=O.O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O.O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O.C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)[O-])c(CCC(=O)[O-])c2C)NC1=O>>O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
