RPAIR,Score,EC,KO
RP02039,1.000,3.5.1.81,K06015
RP15387,0.676,3.5.1.-,K15784
RP01042,0.610,2.3.1.35 3.5.1.14 3.5.1.16,K00620 K01438 K14677
RP01331,0.575,6.3.2.4,K01921
RP14066,0.575,,K03823
RP00425,0.561,3.5.1.15,K01437
RP14349,0.538,3.5.1.16,K01438
RP04458,0.529,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP14076,0.526,2.3.1.183,K03823 K12915
RP02446,0.500,3.5.1.47,K05823
RP03793,0.424,2.3.2.2,K00681
RP00611,0.424,2.3.2.2 2.3.2.4,K00681 K00682
RP00279,0.420,6.3.2.11,K14755
RP01172,0.417,6.3.2.11,K14755
RP00423,0.417,2.1.3.2,K00608 K00609 K00610 K11540 K11541
RP02199,0.394,3.5.3.9,K02083
RP01162,0.376,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP00824,0.368,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP04560,0.352,3.4.11.1 3.4.11.2 3.4.11.23 3.4.13.-,K01255 K01256 K01270 K07751 K11140 K11142 K15428
RP04539,0.350,2.3.2.2,K00681
RP03587,0.350,2.3.2.2,K00681
RP00881,0.335,3.5.1.96,K05526
RP02448,0.333,3.5.1.18,K01439
RP01130,0.327,2.3.1.109,K00673
RP01597,0.312,3.5.1.59,K08687
RP00508,0.312,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP15337,0.307,6.3.2.-,K05827
RP00245,0.307,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP14069,0.302,,K12911 K12912 K12913
