RPAIR,Score,EC,KO
RP01787,0.049,2.2.1.2,K00616 K13810
RP13558,0.038,4.2.3.124,K13546
RP15837,0.038,2.2.1.11,K16305
RP10987,0.032,,K12449
RP01154,0.030,5.3.1.5,K01805
RP13341,0.029,2.3.1.94,K10817
RP01891,0.029,5.3.1.12,K01812
RP01545,0.029,5.3.1.12,K01812
RP01736,0.028,5.3.1.4,K01804
RP01508,0.028,5.3.1.5,K01805
RP02454,0.028,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.028,5.3.1.26,K01819
RP01780,0.028,5.3.1.8,K01809 K15916 K16011
RP02940,0.028,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.028,5.3.1.6,K01808
RP12912,0.027,,K16007
RP09093,0.027,,K16020
RP02749,0.026,4.2.3.4,K01735 K13829 K13830
RP05496,0.024,4.2.3.18,K12927
RP01159,0.023,5.1.3.18,K10046
RP10933,0.022,5.5.1.4,K01858
RP13643,0.021,1.1.1.- 5.1.3.-,K12451
RP05296,0.021,1.1.1.271,K02377
RP09296,0.020,,K12710 K12716
RP05664,0.019,5.1.3.13,K01790
RP14200,0.019,1.1.1.-,K12451
RP09043,0.019,1.14.13.22,K03379
RP02055,0.017,1.14.13.22,K03379
RP05599,0.017,2.1.1.-,K13317
RP10990,0.016,1.1.1.305,K10011
RP15190,0.016,4.2.1.115,K15894
RP05266,0.016,,K03335
RP15613,0.015,5.3.99.-,K06606
RP14605,0.015,1.14.13.-,K15966
