RPAIR,Score,EC,KO
RP05467,0.067,4.2.3.20,K15096
RP01909,0.067,4.2.3.16,K15088
RP05585,0.065,4.2.3.108,K07385
RP15063,0.065,4.2.3.55,K15794
RP15287,0.064,4.2.3.38,K14177
RP15054,0.064,4.2.3.40,K15795
RP11144,0.062,4.2.3.22,K10187 K15803
RP15747,0.057,4.2.3.130,K16188
RP11141,0.053,4.2.3.24,K14178
RP02120,0.052,4.2.3.13,K14183
RP15066,0.052,4.2.3.67,K15809
RP13558,0.044,4.2.3.124,K13546
RP14367,0.039,4.2.3.35,K14046
RP14360,0.039,4.2.3.44,K14042
RP05499,0.038,4.2.3.32,K14041
RP14369,0.038,4.2.3.28,K14036
RP15547,0.036,4.2.3.103,K16082
RP04693,0.036,4.2.3.19,K04121
RP11877,0.036,,K12928
RP14366,0.036,4.2.3.34,K14045
RP11878,0.036,,K12928
RP11876,0.035,4.2.3.42,K12928
RP14364,0.034,4.2.3.33,K14044
RP10678,0.023,4.3.3.6,K06215 K08681
RP05617,0.022,,K16008
