RPAIR,Score,EC,KO
RP01159,0.060,5.1.3.18,K10046
RP02087,0.058,5.3.99.5,K01832
RP14864,0.058,4.1.99.16,K10187
RP13643,0.053,1.1.1.- 5.1.3.-,K12451
RP15452,0.053,5.3.3.18,K15866
RP05296,0.053,1.1.1.271,K02377
RP05664,0.049,5.1.3.13,K01790
RP14200,0.049,1.1.1.-,K12451
RP05266,0.047,,K03335
RP05499,0.047,4.2.3.32,K14041
RP02152,0.046,4.2.2.2 4.2.2.9,K01728
RP13558,0.046,4.2.3.124,K13546
RP10987,0.046,,K12449
RP10990,0.045,1.1.1.305,K10011
RP09043,0.044,1.14.13.22,K03379
RP14720,0.044,1.14.14.1,K07411
RP05496,0.044,4.2.3.18,K12927
RP11877,0.044,,K12928
RP14366,0.044,4.2.3.34,K14045
RP14722,0.043,1.14.14.1,K07409
RP14723,0.043,1.14.14.1,K07409 K07411 K07424
RP14369,0.043,4.2.3.28,K14036
RP15190,0.043,4.2.1.115,K15894
RP02055,0.041,1.14.13.22,K03379
RP13890,0.040,4.3.1.-,K13309
RP00554,0.038,1.3.2.3 1.3.3.12,K00225 K05276
RP15844,0.038,1.1.3.8,K00103
RP05592,0.037,,K13314 K16435
RP05605,0.036,,K13322
RP09457,0.035,,K16436
RP14116,0.033,2.6.1.86,K13063
RP01025,0.032,1.1.3.8,K00103
RP01711,0.032,5.4.99.5,K01850 K04092 K04093 K04516 K06208 K06209 K13853 K14170 K14187
RP11338,0.031,1.14.11.31,K14976
RP09599,0.029,1.1.1.288,K09841
RP03084,0.029,4.1.1.44,K01607 K14727
RP11762,0.028,1.14.-.-,K12640
RP13886,0.027,1.14.14.-,K12640
RP13885,0.027,1.14.14.-,K12640
RP14605,0.024,1.14.13.-,K15966
RP11730,0.023,5.3.99.8,K14593
RP05322,0.022,1.14.13.70,K05917
RP13719,0.022,1.1.1.181,K12408
RP13718,0.022,1.1.1.181,K12408
RP03893,0.022,1.1.1.181,K12408
RP13728,0.022,1.1.1.181,K12408
RP14036,0.022,1.1.1.181,K12408
RP01348,0.021,1.13.99.1,K00469
RP00422,0.021,1.1.1.145 5.3.3.1,K00070 K01822
RP05247,0.021,1.14.13.70,K05917
RP00776,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00472,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00494,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00661,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00795,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00386,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP00731,0.020,1.1.1.145 5.3.3.1,K00070 K01822
RP01523,0.020,1.1.1.145 1.1.3.6 5.3.3.1,K03333 K16045
RP12008,0.020,1.1.1.170,K07748
