Reaction name,SIMMER pred
R02679,1.5.1;1.14.13;1.1.1
R12787,
R11161,3.5.1;3.5.4
R03787,1.14.13
R09760,2.5.1
R10111,1.13.11
R03809,1.14.11
R09719,
R08574,2.7.1
R10972,3.1.4;3.1.3
R01775,1.3.1;1.1.1
R02506,1.2.1
R04907,1.4.3
R10143,1.14.11;1.14.20
R10771,2.3.1
R13220,1.3.1;1.1.1
R04304,1.14.13;1.1.1
R04649,3.5.1;2.4.1
R09891,4.2.3
R02450,1.2.1
R09522,1.14.13;1.1.1
R02623,2.1.1
R09810,1.13.11
R10186,3.6.1
R04457,
R11279,2.7.1
R10004,4.2.3
R04965,1.13.11
R00821,4.1.1
R03612,
R12747,3.6.1;2.7.1
R06451,2.4.1
R12050,4.2.3
R05681,1.1.1
R00075,2.5.1
R03530,2.7.4
R12011,2.1.1
R09558,4.2.3
R02762,1.14.12;1.1.1
R04018,2.4.1
R00364,
R03033,4.2.1;5.3.1
R10695,3.5.4
R10932,2.6.1
R04425,4.1.3;4.2.1
R08111,1.14.12;1.3.1;1.1.1
R00943,6.3.4
R09070,1.1.1
R07176,2.1.3
R02257,1.2.1;1.1.1
R10660,
R06437,5.1.3
R06931,1.3.1;1.1.1
R12332,3.5.2;3.5.1
R06865,
R13309,5.3.99
R13260,
R07782,3.5.99;3.5.1
R12124,
R12761,5.3.1;4.2.1
R09148,1.14.12;1.1.1
R06414,2.3.1
R01293,1.14.13;1.14.12;1.1.1
R09952,5.1.3
R02562,1.14.19;1.1.1
R01560,3.5.4
R02341,3.2.2
R00911,3.4.13;3.5.1
R04957,3.1.1
R00366,1.4.3
R13002,2.4.1
R04242,3.4.17
R12938,5.4.4
R02322,3.5.1
R09823,2.1.1
R08235,
R07459,
R13022,1.14.13;1.1.1
R07751,1.5.1;1.1.1
R06279,2.1.3;2.5.1
R11786,3.1.3;3.1.7
R03251,1.3.1;1.1.1
R01181,5.4.99
R01340,
R09771,3.1.3
R12952,1.3.1
R05081,5.3.1
R00709,1.1.1
R01717,5.3.2
R06804,2.4.2;2.4.1
R08174,2.3.1
R11330,5.1.3
R02834,1.1.1
R11265,1.1.1
R00346,4.1.1
R07150,1.1.1
R01151,1.4.3
R07256,3.2.1
R04277,3.1.1
R02732,2.7.1
R00245,1.2.1;1.14.13;1.1.1
R12388,2.4.1
R03051,1.3.1;1.1.1
R10840,
R01582,2.6.1
R08648,4.1.1
R07640,2.7.7
R04920,4.1.2
R02330,3.6.1
R05380,4.2.1
R12665,5.3.1;4.2.1
R12269,4.2.3
R04354,2.4.1
R09427,2.4.1
R10395,4.2.1
R01142,1.14.13;1.17.1;1.1.1
R02830,1.14.12;1.1.1
R13248,
R10466,3.5.3
R13044,
R08266,1.7.1;1.5.1;1.1.1
R10937,4.2.3
R10452,2.1.1
R02544,1.3.1;1.1.1
R05175,5.1.3
R12208,3.2.1
R12443,2.1.1
R11282,2.4.1
R07639,5.3.3
R02896,1.1.1
R04697,1.14.13;1.1.1
R10597,
R01787,1.1.1
R00275,1.13.11
R10799,1.3.1;1.5.1;1.1.1
R00896,2.6.1
R12666,2.1.1
R02691,2.4.1
R02189,3.1.3
R07665,1.14.13;1.14.12;1.1.1
R10640,2.8.3
R06878,4.5.1
R09371,2.1.1
R12615,1.14.11
R06690,1.14.13;1.1.1
R01353,2.7.4;2.7.1
R08952,2.5.1
R08164,2.4.1
R06270,
R02673,
R06405,4.2.1
R06278,1.13.11
R02571,2.3.1
R04106,1.8.1;1.1.1
R09644,
R03410,2.1.1
R06927,1.14.12;1.1.1
R12823,2.4.1;2.5.1
R08836,1.13.11
R09227,1.14.12;1.3.1;1.1.1
R09534,2.4.1
R01660,3.1.3
R08306,1.1.1
R02122,3.6.1
R12249,3.1.1
R02389,2.4.1
R06185,
R07168,1.5.1
R12141,1.3.1;1.1.1
R00334,2.7.7;2.7.4;2.7.1
R12023,5.4.99
R12851,4.3.2
R04205,2.3.1
R13048,3.1.7
R09737,2.1.1
R06142,
R02971,2.7.1
R04372,3.1.3
R02132,1.4.3
R07321,5.3.99
R12454,
R03409,2.7.7
R00469,3.5.1
R11849,4.2.3
R10608,3.2.2
R03681,2.4.1
R00772,5.3.1
R00700,1.14.13;1.14.12;1.1.1
R10001,
R10357,1.14.13;1.1.1
R05134,3.2.1
R12867,
R06863,5.3.1
R00640,1.3.3;1.1.3
R02013,4.2.3
R13196,5.5.1
R04444,1.3.1;1.1.1
R12362,1.3.1;1.1.1
R05318,5.1.3
R01886,
R09764,
R01457,1.3.1;1.14.13;1.1.1
R10677,6.3.2
R03291,1.5.1;1.1.1
R01576,4.1.99;4.1.2
R07495,1.1.1
R08693,5.1.3
R04880,1.14.12;1.1.1
R00617,2.7.4;6.3.5
R02585,3.1.6;3.1.8
R00927,2.3.1
R03558,2.4.1
R04534,1.5.1;1.1.1
R01358,2.3.1
R08108,1.14.12;1.3.1;1.1.1
R05374,
R03746,2.1.1
R09384,2.7.7;2.4.1
R07524,2.1.1
R02817,3.1.4
R06876,4.5.1
R06417,1.1.1
R05234,1.14.12;1.1.1
R11284,3.2.1
R03246,1.13.11
R02135,3.1.3;3.1.4
