RPAIR,Score,EC,KO
RP13033,0.375,1.17.3.2,K00106
RP13056,0.312,1.1.1.205,K00088
RP01682,0.294,3.5.4.3,K01487
RP01384,0.293,3.5.4.2,K01486
RP00573,0.287,6.3.5.2,K01951
RP13247,0.284,6.3.5.2,K01951
RP03973,0.283,3.5.4.17 3.5.4.6,K01490
RP02305,0.281,3.5.4.4,K01488
RP00380,0.280,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP01594,0.279,3.5.4.4,K01488
RP01321,0.273,1.1.1.205,K00088
RP00569,0.268,1.17.1.4 1.17.3.2,K00087 K00106 K11177 K11178 K13479 K13480 K13481 K13482 K13483
RP12176,0.266,1.17.3.2,K00106
RP16141,0.265,3.5.4.34,K15440
RP16138,0.265,3.5.4.33,K11991
RP12175,0.264,1.17.3.2,K00106
RP01325,0.260,6.3.4.4,K01939
RP11719,0.260,1.17.3.2,K00106
RP11918,0.258,1.14.14.1 1.17.3.2,K00106 K07409 K07411
RP14696,0.150,2.5.1.77,K11780 K11781
RP02125,0.113,3.5.4.13,K01494
