RPAIR,Score,EC,KO
RP01119,0.840,1.13.11.1,K03381
RP12230,0.831,1.13.11.1,K03381
RP09299,0.831,1.13.11.1,K03381
RP03687,0.789,1.13.11.37,K04098
RP12233,0.762,1.13.11.1,K03381
RP03888,0.762,1.13.11.1,K03381
RP04901,0.762,1.13.11.1,K03381
RP05013,0.682,1.13.11.-,K15247
RP03164,0.632,1.13.11.57 1.13.11.8,K04099 K04100 K04101
RP05015,0.622,1.13.11.-,K15253
RP01645,0.586,1.13.11.3,K00448 K00449
RP09586,0.547,1.13.11.1,K03381
RP11407,0.412,1.13.11.2,K00446
RP14380,0.402,1.13.11.1,K03381
RP01118,0.257,1.13.11.2,K00446
RP03507,0.257,1.13.11.37,K04098
