RPAIR,Score,EC,KO
RP02645,0.101,1.14.12.12,K14578 K14579 K14580 K14581
RP09615,0.099,1.14.12.12,K14578 K14579 K14580 K14581
RP09630,0.098,1.14.12.12,K14578 K14579 K14580 K14581
RP10130,0.098,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP10131,0.098,1.14.14.1,K07408 K07409 K07412 K07415 K07416 K07420
RP11424,0.098,1.14.12.12,K14578 K14579 K14580 K14581
RP10225,0.093,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP10224,0.092,1.14.14.1,K07408 K07409 K07412 K07415 K07416
RP00265,0.082,1.14.12.18,K00529 K05710 K08689 K15750
RP11674,0.080,1.14.12.18,K00529 K05710 K08689 K15750
RP05467,0.079,4.2.3.20,K15096
RP01909,0.079,4.2.3.16,K15088
RP05585,0.074,4.2.3.108,K07385
RP15063,0.074,4.2.3.55,K15794
RP05033,0.072,1.14.12.12,K14578 K14579 K14580 K14581
RP15287,0.072,4.2.3.38,K14177
RP15054,0.072,4.2.3.40,K15795
RP11933,0.070,1.14.12.12,K14578 K14579 K14580 K14581
RP05425,0.070,1.13.11.-,K11943 K11944
RP11144,0.070,4.2.3.22,K10187 K15803
RP10201,0.069,1.14.14.1,K07412 K07415
RP03158,0.069,1.14.12.3,K00529 K03268 K05710 K16268
RP10200,0.069,1.14.14.1,K07412 K07415
RP03174,0.068,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.067,1.14.12.-,K00529 K05710 K14748 K14749
RP10228,0.067,1.14.14.1,K07415
RP09352,0.064,1.14.12.19,K00529 K05708 K05709 K05710
RP09186,0.064,1.14.12.19,K00529 K05708 K05709 K05710
RP05039,0.064,1.14.12.-,K15248 K15249 K15250 K15251
RP05353,0.061,4.2.3.119,K07384
RP15747,0.057,4.2.3.130,K16188
RP04847,0.057,1.14.12.-,K00529 K05710 K10619 K16303
RP15453,0.056,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP14735,0.055,1.14.14.1,K07410
RP11693,0.054,1.14.12.-,K14599 K14600
RP13549,0.054,1.14.-.-,K11785
RP15048,0.053,4.2.3.76,K15806
RP11141,0.052,4.2.3.24,K14178
RP00847,0.051,1.14.12.10,K05549 K05550 K05784
RP02120,0.050,4.2.3.13,K14183
RP05038,0.050,1.14.12.-,K05549 K05550 K05784
RP11392,0.050,1.14.12.10,K05549 K05550 K05784
RP05272,0.050,1.14.12.-,K05549 K05550 K05784
RP11394,0.050,1.14.12.10,K05549 K05550 K05784
RP14597,0.049,,K15930
RP11395,0.049,1.14.12.10,K05549 K05550 K05784
RP15066,0.049,4.2.3.67,K15809
RP00828,0.049,1.14.12.-,K05549 K05550 K05784
RP11397,0.049,1.14.12.10,K05549 K05550 K05784
RP15691,0.049,4.1.1.90,K10106
RP01643,0.047,4.2.1.118,K09483 K15652
RP09095,0.047,4.2.1.144,K16016
RP03242,0.047,1.14.12.7,K07519
RP11393,0.047,1.14.12.10,K05549 K05550 K05784
RP14832,0.046,4.2.1.-,K05554
RP04742,0.046,4.1.1.90,K10106
RP14660,0.045,,K15928
RP10198,0.043,1.14.14.1,K07408 K07410 K07413 K07424
RP14400,0.042,1.14.12.12,K14578 K14579 K14580 K14581
RP09303,0.042,2.5.1.-,K02548
RP10197,0.041,1.14.14.1,K07408 K07410 K07413 K07424
RP01215,0.041,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP14835,0.040,4.2.1.-,K15884
RP14448,0.040,1.14.-.-,K14252
RP14838,0.039,4.2.1.-,K15884
RP05075,0.038,1.14.-.-,K14252
RP01465,0.037,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01056,0.037,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP03656,0.036,4.2.1.113,K02549 K14759
RP15738,0.035,4.3.99.3,K10026
RP11248,0.034,4.2.1.105,K13258
RP11818,0.034,4.2.1.105,K13258
RP03909,0.033,1.14.11.19,K05277
RP09388,0.033,4.2.1.105,K13258
RP14659,0.033,,K15928
RP04643,0.033,1.14.11.19,K05277
RP03686,0.033,1.14.13.38,K14256
RP04334,0.032,1.14.21.4,K13391
RP14454,0.032,1.14.13.38,K14256
RP00722,0.032,1.14.13.40,K09461
RP04644,0.031,1.14.11.19,K05277
RP14369,0.031,4.2.3.28,K14036
