RPAIR,Score,EC,KO
RP00399,0.594,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP14679,0.538,2.7.7.72,K00974 K07558
RP14681,0.522,2.7.7.72,K00974 K07558
RP14683,0.490,2.7.7.72,K00974 K07558
RP15600,0.460,2.7.1.175,K16146
RP01313,0.424,2.7.7.43,K00983
RP03845,0.424,2.7.7.43,K00983
RP15479,0.407,2.7.7.81,K15899
RP01765,0.367,2.7.8.11,K00999
RP01349,0.363,3.1.3.25,K01092 K10047 K15759
RP00521,0.363,3.1.3.25,K01092 K10047 K15759
RP01350,0.363,3.1.3.25,K01092 K10047 K15759
RP02947,0.354,3.1.3.64,K01108
RP03003,0.352,2.7.1.65,K04339
RP00667,0.344,2.7.1.137 3.1.3.64,K00914 K01108 K02649
RP01302,0.343,2.7.1.6,K00849
RP00303,0.343,2.7.1.41 3.1.3.10,K01085 K05344
RP11347,0.343,3.1.3.-,K10047
RP02804,0.332,2.7.1.52 2.7.1.69,K02771 K05305 K11194 K11195 K11196
RP03010,0.331,3.1.3.57,K01107 K15422
RP14118,0.330,2.7.1.162,K13059
RP09105,0.328,,K16017
RP02980,0.325,2.7.1.67,K00888 K13711
RP14232,0.325,3.1.3.88,K13555
RP15308,0.321,2.7.1.168,K07031
RP05253,0.321,2.7.1.167,K03272
RP13557,0.312,2.4.1.17 3.2.1.-,K00699
RP15445,0.312,3.6.1.57,K15897
RP04013,0.310,3.1.3.66,K01109
RP03041,0.302,3.1.3.57,K01107 K15422
RP05392,0.294,2.7.1.150,K00921
RP09363,0.290,2.7.8.20,K01002
RP00343,0.289,2.7.1.69 3.1.3.12,K01087 K02777 K02817 K02818 K02819 K16055
RP00703,0.289,2.7.1.69,K02786 K02787 K02788
RP03737,0.289,2.7.1.69,K02777 K02790 K02791
RP03011,0.284,3.1.3.56,K01106
RP03773,0.284,2.7.1.100,K00899
RP01732,0.283,2.7.1.46,K12446
RP03083,0.280,2.7.1.68 3.1.3.36,K00889 K01099 K13712
RP05383,0.280,2.7.1.154 3.1.3.64,K00923 K01108 K02649
RP00645,0.270,2.7.1.23 3.1.3.-,K00858
RP11501,0.264,3.1.3.66,K01109
RP05393,0.264,2.7.1.149 3.1.3.78,K00920 K13084 K13085
RP02160,0.243,3.1.3.6,K08693
RP01814,0.243,3.1.3.6,K08693
RP13086,0.237,2.7.1.164,K10837
RP03043,0.233,2.7.1.159,K00913
RP01596,0.231,3.1.3.6,K08693
RP01255,0.230,2.7.6.1,K00948
RP00403,0.230,2.7.1.105 3.1.3.46,K00900 K01103 K14634
RP00678,0.230,2.7.1.127 3.1.3.62,K00911 K03103
RP00677,0.230,2.7.1.159 3.1.3.56,K00913 K01106
RP04189,0.230,2.7.1.153 3.1.3.67,K00922 K01110 K02649
RP15428,0.230,3.1.3.86,K03084 K15909
RP02000,0.229,3.1.3.6,K08693
RP12764,0.228,2.7.1.69,K02808 K02809 K02810
RP02189,0.228,2.7.1.71,K00891 K13829 K13830
RP14172,0.227,3.1.3.79,K13086
RP04532,0.216,2.7.1.25,K00860 K00955 K13811
RP00446,0.214,2.7.1.25 3.1.3.7,K00860 K00955 K01082 K13811 K15422 K15759
RP04823,0.209,2.7.8.26,K02233
RP03722,0.202,2.7.1.24,K00859 K02318
RP05390,0.188,2.7.1.151,K00328 K00915
RP03093,0.185,2.7.1.134,K00913
RP05391,0.185,2.7.1.151,K00328 K00915
RP05043,0.179,3.1.7.2,K01139
