RPAIR,Score,EC,KO
RP00722,0.092,1.14.13.40,K09461
RP01643,0.073,4.2.1.118,K09483 K15652
RP09095,0.073,4.2.1.144,K16016
RP03300,0.073,5.3.3.12,K01827
RP02595,0.072,4.2.1.49,K01712
RP00623,0.063,1.3.1.43 1.3.1.78 1.3.1.79,K00220 K15226 K15227
RP00334,0.063,1.3.1.12 1.3.1.13,K00210 K00211 K00220 K04517 K14187
RP01056,0.063,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01465,0.063,4.2.1.51 4.2.1.91,K01713 K04518 K05359 K14170
RP01215,0.063,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP14832,0.062,4.2.1.-,K05554
RP15719,0.060,2.1.1.-,K12502
RP11369,0.058,,K09879
RP14835,0.056,4.2.1.-,K15884
RP14838,0.055,4.2.1.-,K15884
RP11370,0.053,,K09879
RP12045,0.052,,K09879
RP11571,0.050,,K09879
RP11334,0.049,1.3.1.19,K16269
RP14660,0.048,,K15928
RP12130,0.044,1.3.-.-,K14601
RP01909,0.043,4.2.3.16,K15088
RP05467,0.043,4.2.3.20,K15096
RP14448,0.043,1.14.-.-,K14252
RP05585,0.041,4.2.3.108,K07385
RP15064,0.041,4.2.3.60,K15802
RP11143,0.041,4.2.3.75,K10187 K15803
RP15063,0.041,4.2.3.55,K15794
RP15287,0.040,4.2.3.38,K14177
RP15054,0.040,4.2.3.40,K15795
RP15053,0.040,4.2.3.59,K15796
RP12985,0.040,4.2.3.56,K14186
RP02830,0.040,2.1.1.107,K00589 K02302 K02303 K02496 K13542 K13543
RP12980,0.039,4.2.3.- 4.2.3.104,K14184
RP11144,0.039,4.2.3.22,K10187 K15803
RP04334,0.039,1.14.21.4,K13391
RP05354,0.037,4.2.3.120,K07384
RP05075,0.036,1.14.-.-,K14252
RP05353,0.036,4.2.3.119,K07384
RP15747,0.035,4.2.3.130,K16188
RP01947,0.034,4.2.3.8,K12929
RP01904,0.034,4.2.3.10,K15097
RP12984,0.034,4.1.99.16 4.2.3.22,K10187
RP12978,0.033,4.2.3.57,K14184 K15808
RP13638,0.033,4.2.3.73,K14181
RP14980,0.033,4.2.3.61,K15804
RP02118,0.033,4.2.3.9,K14180
RP15048,0.032,4.2.3.76,K15806
RP02146,0.032,1.14.14.1,K07434
RP11141,0.032,4.2.3.24,K14178
RP12730,0.032,1.14.14.1,K07434
RP02117,0.032,4.2.3.6,K12249
RP02120,0.031,4.2.3.13,K14183
RP15066,0.031,4.2.3.67,K15809
RP09032,0.031,4.2.3.21,K14182
RP05498,0.030,4.2.3.32,K14041
RP02565,0.030,1.3.1.96 2.5.1.21,K00801
RP15377,0.029,2.5.1.96,K10208
RP05497,0.029,4.2.3.32,K14041
