RPAIR,Score,EC,KO
RP00273,0.693,6.3.1.5 6.3.5.1,K01916 K01950
RP05184,0.440,3.5.1.4,K01426
RP01397,0.428,3.5.1.19,K01440 K08281
RP04241,0.414,6.3.2.6,K01587 K01923 K13713
RP01502,0.314,3.5.1.32,K01451
RP03842,0.273,6.3.5.6,K02433 K02434 K02435
RP03523,0.272,6.3.5.7,K02433 K02434 K02435 K03330 K09482
RP09168,0.267,1.13.11.41,K05913
RP01499,0.255,6.2.1.25,K04105 K04110
RP02829,0.236,6.3.2.8,K01924
RP03551,0.235,6.2.1.33,K14417
RP00483,0.235,3.1.2.23 6.2.1.27,K01075 K04105
RP11396,0.235,6.2.1.33,K14417
RP02347,0.234,3.7.1.8,K10222
RP01212,0.234,6.2.1.32,K08295
RP02495,0.232,6.3.2.9,K01925
RP02499,0.219,6.3.2.7,K05362
RP04958,0.218,3.7.1.8,K10222
RP04960,0.216,3.7.1.8,K10222
RP04969,0.216,3.7.1.-,K15756
RP02061,0.209,6.3.2.12 6.3.2.17,K01930 K11754
