RPAIR,Score,EC,KO
RP10228,0.049,1.14.14.1,K07415
RP03918,0.047,4.2.3.12,K01737
RP01643,0.047,4.2.1.118,K09483 K15652
RP10201,0.046,1.14.14.1,K07412 K07415
RP10200,0.046,1.14.14.1,K07412 K07415
RP14031,0.043,4.1.99.-,K11782
RP15453,0.043,1.14.13.149,K02609 K02610 K02611 K02612 K02613
RP04844,0.041,1.3.1.-,K15237 K15238
RP15287,0.040,4.2.3.38,K14177
RP09095,0.040,4.2.1.144,K16016
RP01114,0.039,1.3.1.19,K16269
RP03714,0.039,1.3.1.19,K16269
RP13549,0.038,1.14.-.-,K11785
RP04951,0.038,1.3.1.19,K16269
RP09313,0.038,1.3.1.87,K05711
RP09576,0.038,1.3.1.87,K05711
RP01561,0.037,1.3.1.28,K00216
RP05004,0.037,1.3.1.-,K15252
RP14832,0.037,4.2.1.-,K05554
RP03158,0.037,1.14.12.3,K00529 K03268 K05710 K16268
RP03174,0.037,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.037,1.14.12.-,K00529 K05710 K14748 K14749
RP09186,0.036,1.14.12.19,K00529 K05708 K05709 K05710
RP09352,0.036,1.14.12.19,K00529 K05708 K05709 K05710
RP05039,0.036,1.14.12.-,K15248 K15249 K15250 K15251
RP04841,0.035,1.3.1.56,K08690
RP15747,0.035,4.2.3.130,K16188
RP04842,0.035,1.3.1.58,K10620
RP04843,0.035,1.3.1.56,K08690
RP01973,0.034,1.14.13.113 1.7.3.3,K00365 K16838 K16839
RP00847,0.034,1.14.12.10,K05549 K05550 K05784
RP01115,0.034,1.3.1.25,K05783
RP14835,0.034,4.2.1.-,K15884
RP11392,0.034,1.14.12.10,K05549 K05550 K05784
RP05038,0.034,1.14.12.-,K05549 K05550 K05784
RP05272,0.034,1.14.12.-,K05549 K05550 K05784
RP11394,0.034,1.14.12.10,K05549 K05550 K05784
RP00265,0.034,1.14.12.18,K00529 K05710 K08689 K15750
RP04916,0.033,1.3.1.68,K05783
RP12231,0.033,1.3.1.25,K05783
RP04911,0.033,1.3.1.-,K05783
RP11395,0.033,1.14.12.10,K05549 K05550 K05784
RP12234,0.033,1.3.1.25,K05783
RP00828,0.033,1.14.12.-,K05549 K05550 K05784
RP11397,0.033,1.14.12.10,K05549 K05550 K05784
RP04847,0.033,1.14.12.-,K00529 K05710 K10619 K16303
RP12235,0.033,1.3.1.25,K05783
RP00829,0.033,1.3.1.67,K05783
RP11674,0.033,1.14.12.18,K00529 K05710 K08689 K15750
RP14838,0.033,4.2.1.-,K15884
