Reaction name,SIMMER pred
34212,1.1.1
46769,1.14.19
17990,2.7.11;2.7.1
15558,7.3.2;7.2.2
81272,4.1.1
36660,3.1.1
23805,5.4.2
14470,1.2.1;1.14.13
23645,1.14.14
16902,2.3.1
10345,2.3.1
74536,2.3.1
30704,4.1.1
46001,2.5.1
46269,1.14.19
10157,1.14.14
67005,3.6.1
55665,1.14.99
12754,1.1.1
45913,1.3.1
34040,2.6.1
27326,1.14.14
39904,
46253,1.14.19
23261,1.1.1
17398,1.3.1;1.1.1
10953,2.3.1
20154,2.7.1
50397,2.3.1
15238,1.18.1
16662,2.5.1;2.1.1
19122,7.3.2;7.2.2
42333,6.3.2
44345,6.3.2
23113,4.1.1
17990,2.7.11;2.7.1
14530,2.7.7
51701,2.1.1
29592,1.1.1
20857,3.5.1
14046,4.1.1
16254,1.3.1
30428,4.2.3
17294,1.3.1
12417,5.3.3
63441,2.7.7
33372,2.7.1
57805,1.14.12
31916,2.7.1
18246,2.7.1
51597,1.14.15
21157,3.1.3
14114,3.1.3
72700,1.3.1
20250,5.1.3;5.1.1
44365,2.7.1
10821,5.1.3;5.1.1
25270,2.1.1
18402,1.14.14
59469,3.4.19
16530,2.7.7;2.8.2
20218,
23257,2.5.1
42969,2.1.1
58893,2.8.2
20538,3.1.4
17990,2.7.11;2.7.1
11345,2.7.7;2.4.1
59329,3.1.1
10237,2.4.1
32400,1.1.1
10781,1.1.1
12838,2.7.2;2.7.1
44581,4.1.1;1.14.15
23149,2.7.2
56589,5.1.3;5.1.1
15458,1.3.1
29596,1.2.1
10781,1.1.1
38216,1.1.1
28031,1.17.4
19630,1.1.1
15026,2.1.1
65741,1.14.11
51577,2.4.1
36644,2.1.1
45205,2.1.1;2.5.1
23221,6.2.1
48681,1.1.1
70068,1.14.14
17990,2.7.11;2.7.1
54049,4.2.3
55925,1.14.14
10421,2.6.1
82176,2.1.1
23433,1.14.14
59157,6.2.1
20130,3.2.2
22781,1.13.11
17990,2.7.11;2.7.1
28652,1.13.11
11709,1.5.1;1.14.13
13722,5.4.4
11837,2.4.3;2.4.1
56517,1.3.3
34460,4.2.3
35092,6.4.1;6.3.2
16670,1.17.1;1.14.13
11721,6.3.4;6.3.1
20929,1.8.4
20190,1.14.12;1.8.1
13186,4.1.1
43721,2.1.1
25095,2.7.4
52565,5.3.1
56853,2.1.1
27983,6.4.1
81520,1.1.1
58169,4.2.3
27338,1.14.15
59829,2.5.1
58117,2.4.1
28523,3.1.3
81240,
15670,2.7.1
12898,1.14.14
32428,
46609,2.7.11;2.7.1
54653,4.2.1;5.5.1;4.2.3
20134,1.1.1
11457,2.4.1
20498,2.3.1
52885,1.7.1
18886,1.1.1
56001,3.2.1
20258,1.3.1;1.1.1
11901,1.1.1
34640,1.3.1;1.14.13
42513,3.5.1
36988,2.4.2
42921,2.1.1
51117,2.1.1
82464,1.14.19;1.1.1;1.14.13
24679,
68993,1.3.1;1.14.13
12181,2.1.1
56685,5.3.3
74276,2.3.1
25238,2.7.4
49653,1.14.13
10221,6.1.1
33220,1.14.14
68561,1.2.1;1.1.1
14306,6.1.1
52645,3.1.1
15326,2.3.1
33508,
52265,2.1.1
31508,
16766,1.1.1
55269,
12465,2.4.1
50005,1.14.13;1.1.1
22501,2.3.1
71736,2.8.3
33040,1.14.15
46513,1.14.18;1.13.11
11189,
23013,2.8.4;2.1.1
36052,3.2.1
51865,2.5.1
18874,2.6.1
34396,5.4.3
17074,2.3.1
18322,2.6.1
56285,1.1.1
15774,2.7.1
54361,4.1.1
23561,2.7.8
14650,2.4.1
12630,1.14.11
13830,1.1.1
11901,1.1.1
46913,3.1.1
42985,4.2.3
20490,2.3.2
22617,1.21.3
20985,3.1.4
11993,1.5.99
34496,1.13.11
54029,1.14.14
25626,
51765,2.5.1
26181,3.5.1
34044,2.4.1
12369,
48877,3.2.1
30456,5.2.1
62085,2.7.1;3.6.1
22681,3.5.4
22733,4.1.1
17990,2.7.11;2.7.1
14874,1.2.1
14270,1.6.5
13770,1.1.1
23033,6.3.4
20769,4.1.1
24193,1.1.1
22205,1.6.5;1.14.13
42845,2.3.1
16430,6.3.2
43633,3.1.1;2.3.2
17990,2.7.11;2.7.1
30956,1.3.99
28107,1.1.1
22573,
34500,1.14.15
11741,1.8.1
45029,1.3.8
11821,2.4.2
29780,7.3.2;7.2.2
37944,4.2.1;1.13.11
52661,6.2.1
24161,
65849,1.3.99
32932,2.7.8
69397,2.3.1
14506,1.11.1
11989,2.1.1
32176,2.4.1
18674,2.7.11;2.7.1
22637,3.6.1
49569,
11409,
36216,2.7.8
82312,6.3.2
31384,5.4.99
26519,4.2.1
63137,2.7.8;2.5.1
30808,1.5.1;1.1.1
57801,1.14.12
12453,2.7.1
12798,1.14.11
26153,
25242,2.6.3;2.6.1
25392,1.21.1;1.3.1
10393,1.1.1;1.14.13
23513,2.4.1
19110,
46609,2.7.11;2.7.1
33256,2.1.1
23085,
35588,3.1.3
56349,1.7.1
13530,4.2.1
77968,4.2.3;2.5.1
10765,1.14.20;1.14.11
18570,
37052,
82196,2.1.4
16954,2.6.1
30312,1.14.13
28243,1.14.19;1.14.14
13794,5.4.99;4.1.3
22761,1.13.12
35788,2.4.1
31460,4.4.1
52129,3.6.1
63877,1.14.11
68633,1.16.1;1.18.1
15586,1.3.99;1.13.11
23661,
23965,1.14.13
54497,4.2.3
30700,2.6.1
59221,1.13.11
16422,
46609,2.7.11;2.7.1
32624,1.1.1
58177,
22565,1.3.1
72284,2.1.1
40732,3.2.1
18322,2.6.1
15714,2.3.1
68825,4.2.3
26555,
36544,3.5.1
22629,6.3.4;6.3.2
65617,1.17.99
46609,2.7.11;2.7.1
38216,1.1.1
28932,5.3.2
55389,1.1.99
36416,2.1.1
21837,4.2.1
32708,4.2.3
18738,6.3.1
32068,1.17.3
81284,1.14.15
