reactionID,predictions
R03123,1.1.1;1.3.1;2.3.1;1.8.1
R09929,1.1.1;1.3.1;1.16.1;1.8.1
R07336,4.1.1;2.7.11;2.7.8;2.2.1
R01252,1.14.13;1.6.3;1.14.14;5.4.4
R12785,1.2.1;1.1.1;1.3.1;1.5.1
R01281,2.8.3;2.1.3;2.3.1;3.2.2
R10356,1.14.13;1.6.3;1.14.14;1.1.1
R01943,2.3.1;6.2.1;2.7.1;2.7.7
R02295,2.4.2;3.2.2;3.5.4;2.4.1
R10451,2.1.1;2.3.1;2.5.1;2.3.3
R12658,1.6.3;1.14.18;1.14.13;1.10.3
R07498,1.1.1;1.3.1;1.8.1;2.3.1
R08597,5.1.3;5.1.99;-;2.4.2
R00331,2.7.4;3.6.1;2.7.1;5.1.99
R06757,2.5.1;5.3.99;4.4.1;2.2.1
R11537,2.7.1;2.3.1;3.1.3;3.6.1
R08533,2.4.1;2.4.2;3.6.1;3.1.3
R00656,4.1.1;2.7.11;2.7.8;3.7.1
R11798,2.1.1;2.5.1;2.3.3;4.4.1
R04359,2.4.1;2.4.2;2.7.8;3.6.1
R11026,1.5.1;1.3.1;1.8.1;1.2.1
R09757,2.4.1;2.4.2;2.7.8;2.7.7
R02003,2.5.1;5.3.99;4.4.1;2.2.1
R08396,2.5.1;3.1.7;4.2.3;3.1.3
R05312,1.3.1;1.1.1;1.8.1;1.5.1
R01730,1.1.1;1.3.1;1.8.1;2.3.1
R08694,3.2.1;3.1.1;4.2.2;3.1.2
R11672,4.3.1;4.1.99;4.4.1;5.4.4
R11409,2.6.1;1.4.99;2.7.2;2.3.1
R13377,1.8.1;1.1.1;1.3.1;1.16.1
R12942,3.5.1;3.4.19;3.2.2;2.7.2
R03778,2.3.1;2.8.3;3.1.2;1.2.4
R05394,5.5.1;1.21.3;5.3.3;1.1.3
R03854,4.1.1;4.4.1;2.7.11;2.7.8
R12974,3.1.1;2.3.1;3.1.2;3.5.1
R03031,5.3.3;2.5.1;1.1.1;1.3.1
R03738,3.4.19;4.2.2;3.5.1;5.4.99
R05092,4.2.3;5.5.1;3.1.7;3.1.3
R00828,1.14.13;1.6.3;1.7.1;1.14.14
R02670,7.1.1;1.10.3;1.14.18;1.7.5
R04557,1.6.3;1.14.13;1.16.1;1.8.1
R12348,2.3.1;3.1.1;3.1.2;2.8.3
R07727,1.7.1;1.6.2;1.7.2;1.17.3
R07014,3.3.2;1.13.11;3.7.1;5.4.4
R08633,4.3.1;4.1.99;4.4.1;4.5.1
R10408,4.3.1;4.4.1;4.3.2;5.1.1
R05030,3.2.2;3.5.1;2.4.2;2.4.1
R02093,2.7.1;2.7.4;2.7.6;3.6.1
R09574,2.5.1;5.3.99;5.5.1;5.3.3
R06158,4.1.2;2.4.2;5.3.1;3.6.1
R11218,2.1.1;2.5.1;2.3.3;2.3.1
R01294,1.1.1;1.3.1;1.2.1;1.8.1
R07165,1.4.1;1.5.1;1.1.1;1.3.1
R08738,2.3.1;1.1.1;1.3.1;2.7.1
R09660,3.5.4;2.4.2;3.5.99;1.5.99
R06634,1.1.99;2.6.1;1.4.99;1.1.5
R09625,5.5.1;4.2.3;5.3.3;3.1.3
R03511,1.2.4;1.8.1;4.4.1;2.3.1
R12577,2.3.1;3.1.1;1.1.1;4.4.1
R04208,2.7.1;2.7.4;2.7.6;2.4.2
R07405,5.4.99;5.4.3;5.4.1;5.4.2
R02355,1.14.13;1.6.3;1.14.14;1.14.18
R05642,5.1.2;5.2.1;5.1.3;-
R01113,2.3.2;3.6.5;6.3.1;4.3.3
R00627,2.3.1;3.1.1;3.1.2;1.1.1
R07221,1.17.3;1.7.1;1.2.3;1.17.1
R00197,1.1.2;1.1.99;1.1.5;1.7.2
R06683,1.14.13;1.6.3;1.14.14;1.1.1
R08227,3.5.2;1.3.3;1.3.99;1.3.5
R01902,2.7.1;2.7.4;2.7.6;2.4.2
R06467,1.14.13;1.6.3;1.1.1;1.3.1
R02173,1.4.3;1.1.3;1.5.3;1.21.3
R08990,1.14.13;1.14.14;1.6.3;5.4.4
R04567,2.3.1;3.1.2;3.1.1;2.8.3
R09555,1.14.13;1.6.3;1.14.12;1.5.1
R08681,5.4.4;1.14.14;4.99.1;4.4.1
R12501,1.14.11;6.3.4;6.4.1;2.7.2
R11823,4.2.3;5.5.1;3.1.3;3.1.7
R01251,1.7.1;1.6.2;1.8.1;1.5.1
R01248,1.7.1;1.8.1;1.6.2;1.1.1
R02179,2.4.1;2.7.8;2.4.2;3.2.1
R06885,4.2.1;4.4.1;5.4.4;1.14.14
R11947,1.8.4;1.8.1;1.11.1;4.4.1
R07149,1.8.1;1.16.1;1.8.4;1.1.1
R05506,2.3.1;3.1.1;3.1.2;4.2.1
R01061,1.1.1;1.3.1;1.2.1;1.5.1
R12515,3.1.1;2.3.1;3.1.2;3.5.1
R04756,5.3.3;1.1.1;5.5.1;4.2.1
R07633,4.4.1;4.1.99;4.3.1;4.5.1
R01993,3.5.2;1.3.3;3.5.3;3.4.19
R09600,5.1.3;-;1.1.1;5.3.1
R03693,4.2.1;4.4.1;5.4.4;1.14.14
R03461,4.1.1;3.7.1;2.7.11;2.5.1
R07479,3.6.1;3.1.3;2.7.1;3.6.5
R03668,3.1.2;2.3.1;2.8.3;3.1.1
R12816,2.4.1;3.2.1;3.6.1;3.1.3
R04378,2.4.1;2.4.2;3.2.2;2.7.8
R12807,2.4.1;2.3.2;3.2.1;2.7.8
R01754,2.7.1;2.7.6;2.4.2;2.7.7
R03799,2.5.1;4.4.1;5.3.99;2.2.1
R00472,2.3.1;3.1.1;3.1.2;4.2.1
R06809,2.8.2;2.7.1;3.1.6;3.1.3
R04273,5.1.99;5.1.3;1.7.2;3.5.3
R02979,1.3.1;1.14.13;1.5.1;1.1.1
R04951,3.4.13;3.4.11;3.4.19;3.5.1
R00012,3.2.1;5.1.3;2.4.1;3.6.1
R07906,2.1.1;2.5.1;2.3.3;2.3.1
R13108,1.1.3;1.21.3;1.1.5;1.1.99
R00837,3.2.1;5.1.3;2.4.1;5.4.1
R05150,1.3.1;1.8.1;1.5.1;1.1.1
R10545,3.1.1;2.3.1;3.1.2;3.5.1
R09416,1.14.13;1.6.3;1.14.18;1.10.3
R08367,2.7.1;2.7.6;3.1.3;3.6.1
R10832,2.4.1;2.4.2;3.6.1;3.1.3
R05277,2.7.3;3.9.1;2.7.1;2.7.6
R08219,3.1.4;5.4.2;3.6.1;3.1.6
R02167,3.1.3;3.6.1;3.1.7;4.2.3
R05063,2.3.1;4.2.1;2.8.3;3.1.2
R00732,1.8.1;1.3.1;2.4.2;1.1.1
R05574,3.5.4;2.4.2;3.5.99;3.8.1
R04920,2.7.1;2.7.8;2.3.1;2.4.1
R09299,2.7.1;3.1.3;3.6.1;4.99.1
R08521,3.5.2;1.3.3;1.21.3;1.3.7
R05061,2.3.1;3.1.1;3.1.2;1.1.1
R12527,3.2.1;2.4.1;5.1.3;3.6.1
R09689,5.4.99;5.5.1;4.2.3;2.5.1
R05594,4.1.99;4.4.1;3.5.99;4.5.1
R09560,1.4.3;1.13.12;1.8.3;1.1.3
R08255,3.1.1;2.3.1;3.1.2;3.5.1
R11290,1.1.1;1.3.1;2.3.1;1.8.1
R02260,1.8.1;1.1.1;1.3.1;1.16.1
R02465,4.2.2;3.2.1;2.4.1;4.3.3
R10207,1.1.3;1.14.18;1.10.3;1.11.1
