reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R00944/3.5.1A1/3.5.1.10;	464/3.5.1A1;	0.978571	0.625	0.75	0.916667	1	1	1	1	1
R00944(r)/3.5.1A1(rev)/3.5.1.10;	464/3.5.1A1;	0.658683	0.625	0.555556	0.533333	0.583333	0.588235	0.68	0.725	0.666667
R08295(r)/3.5.1A1(rev)/3.1.1.1;	464/3.5.1A1;	0.222222	0.625	0.4	0.333333	0.37037	0.314286	0.26	0.178082	0.0970874
R08295(r)/3.5.1A1(rev)/3.1.1.1;	464/3.5.1A1;	0.222222	0.625	0.4	0.333333	0.37037	0.314286	0.26	0.178082	0.0970874
R08300(r)/3.5.1A1(rev)/3.1.1.1;	464/3.5.1A1;	0.215116	0.625	0.4	0.333333	0.344828	0.268293	0.236364	0.186667	0.101852
R08300(r)/3.5.1A1(rev)/3.1.1.1;	464/3.5.1A1;	0.215116	0.625	0.4	0.333333	0.344828	0.268293	0.236364	0.186667	0.101852
R01655(r)/3.5.4A2(rev)/3.5.4.9;	464/3.5.1A1;	0.210723	0.307692	0.375	0.322581	0.245614	0.202247	0.189781	0.210256	0.189394
R01655/3.5.4A2/3.5.4.9;	464/3.5.1A1;	0.191411	0.307692	0.294118	0.28125	0.224138	0.175824	0.172662	0.19797	0.171642
R00988/3.5.1A4/3.5.1.9;	464/3.5.1A1;	0.186207	0.625	0.5	0.5	0.473684	0.290323	0.204545	0.112676	0.0412371
R00988/3.5.1A1/3.5.1.9;	464/3.5.1A1;	0.186207	0.625	0.5	0.5	0.473684	0.290323	0.204545	0.112676	0.0412371
R04113(r)/3.5.1A1(rev)/3.5.1.72;	464/3.5.1A1;	0.184019	0.625	0.4	0.3	0.3	0.261905	0.212121	0.145631	0.0895522
R04113(r)/3.5.1A1(rev)/3.5.1.72;	464/3.5.1A1;	0.184019	0.625	0.4	0.3	0.3	0.261905	0.212121	0.145631	0.0895522
R04113(r)/3.5.1A1(rev)/3.5.1.72;	464/3.5.1A1;	0.184019	0.625	0.4	0.3	0.3	0.261905	0.212121	0.145631	0.0895522
R01959/3.5.1A4/3.5.1.9;	464/3.5.1A1;	0.177632	0.625	0.5	0.5	0.473684	0.290323	0.195652	0.105263	0.0384615
R01959/3.5.1A1/3.5.1.9;	464/3.5.1A1;	0.177632	0.625	0.5	0.5	0.473684	0.290323	0.195652	0.105263	0.0384615
R04911/3.5.1A1/3.5.1.9;	464/3.5.1A1;	0.173077	0.625	0.5	0.5	0.473684	0.290323	0.18	0.102564	0.0377358
R04911/3.5.1A4/3.5.1.9;	464/3.5.1A1;	0.173077	0.625	0.5	0.5	0.473684	0.290323	0.18	0.102564	0.0377358
R00988/3.5.1A1/3.5.1.9;	464/3.5.1A1;	0.170068	0.625	0.5	0.5	0.333333	0.25	0.177778	0.112676	0.0412371
R00988/3.5.1A4/3.5.1.9;	464/3.5.1A1;	0.170068	0.625	0.5	0.5	0.333333	0.25	0.177778	0.112676	0.0412371
R01862/3.5.1A1/3.5.1.13;	464/3.5.1A1;	0.169492	0.625	0.4	0.375	0.35	0.275862	0.181818	0.112676	0.0412371
R01862/3.5.1A4/3.5.1.13;	464/3.5.1A1;	0.169492	0.625	0.4	0.375	0.35	0.275862	0.181818	0.112676	0.0412371
