RPAIR,Score,EC,KO
RP00007,1.000,1.1.1.- 1.2.1.10 1.2.1.18 1.2.1.27 1.2.7.- 1.2.7.1 2.1.1.258 2.3.-.- 2.3.1.- 2.3.1.1 2.3.1.102 2.3.1.107 2.3.1.12 2.3.1.150 2.3.1.157 2.3.1.16 2.3.1.160 2.3.1.162 2.3.1.167 2.3.1.169 2.3.1.175 2.3.1.178 2.3.1.180 2.3.1.182 2.3.1.183 2.3.1.201 2.3.1.202 2.3.1.203 2.3.1.29 2.3.1.30 2.3.1.31 2.3.1.38 2.3.1.4 2.3.1.5 2.3.1.54 2.3.1.57 2.3.1.6 2.3.1.67 2.3.1.7 2.3.1.8 2.3.1.85 2.3.1.86 2.3.1.87 2.3.1.89 2.3.1.9 2.3.3.- 2.3.3.1 2.3.3.10 2.3.3.13 2.3.3.14 2.3.3.3 2.3.3.8 2.3.3.9 3.1.2.1 6.2.1.1 6.2.1.13,K00132 K00140 K00169 K00170 K00171 K00172 K00193 K00194 K00197 K00618 K00619 K00620 K00621 K00622 K00623 K00624 K00625 K00626 K00627 K00632 K00639 K00640 K00641 K00648 K00656 K00657 K00665 K00668 K00669 K01067 K01638 K01641 K01647 K01648 K01649 K01655 K01895 K01905 K02594 K03737 K03823 K03896 K04020 K04021 K04042 K04072 K04073 K05551 K05552 K05553 K05822 K06718 K07508 K07509 K07513 K09011 K10977 K11067 K11533 K12632 K12694 K12698 K12699 K12747 K12910 K12923 K12926 K13018 K13393 K13510 K13512 K13519 K13788 K14138 K14681 K14682 K15023 K15024 K15230 K15231 K15741 K15742 K15896 K15913 K16023 K17054
RP14799,0.867,2.3.1.24,K04709
RP00019,0.867,2.3.1.- 2.3.1.121 2.3.1.15 2.3.1.16 2.3.1.164 2.3.1.198 2.3.1.199 2.3.1.20 2.3.1.23 2.3.1.24 2.3.1.26 2.3.1.42 2.3.1.51 2.3.1.63 2.3.1.75 2.3.1.76,K00629 K00630 K00631 K00635 K00637 K00649 K00655 K03621 K04709 K04710 K07508 K07509 K08591 K10203 K10205 K10244 K10245 K10246 K10247 K10248 K10249 K10250 K10852 K11155 K11156 K11160 K13506 K13507 K13508 K13509 K13510 K13511 K13512 K13513 K13514 K13515 K13516 K13517 K13519 K13523 K14456 K14674 K15397 K15406
RP00034,0.722,1.2.1.27 1.2.7.1 1.2.7.2 2.3.1.- 2.3.1.222 2.3.1.54 2.3.1.8 2.3.1.94 2.3.3.5 6.2.1.1 6.2.1.13 6.2.1.17,K00140 K00169 K00170 K00171 K00172 K00625 K00656 K01659 K01895 K01905 K01908 K10817 K13788 K13922 K13923 K15024 K15880 K15881 K15882
RP02355,0.672,1.2.1.- 3.1.2.2,K01068 K13356 K17360
RP00484,0.629,3.1.2.4 6.2.1.- 6.2.1.36,K05605 K14469 K15018
RP00093,0.629,1.2.1.10 1.2.1.57 2.3.1.- 2.3.1.16 2.3.1.19 2.3.1.9 6.2.1.2,K00132 K00626 K00632 K00634 K01896 K04072 K04073 K05551 K05552 K05553 K07508 K07509 K07513 K15880 K15881 K15882
RP00174,0.553,6.2.1.16,K01907
RP14553,0.549,6.2.1.-,K14466 K14467
RP12676,0.549,2.3.1.-,K03821
RP00843,0.513,2.3.1.-,K14245 K14246 K14247
RP00556,0.476,1.2.7.7 2.3.1.168,K00186 K00187 K00188 K00189 K09699 K14371 K16036
RP10342,0.470,2.3.1.16,K00632 K07508 K07509 K07513
RP04666,0.453,3.1.2.4,K05605
RP10631,0.453,1.2.7.7 2.3.1.168,K00186 K00187 K00188 K00189 K09699
RP00248,0.448,1.2.7.7 2.3.1.168,K00186 K00187 K00188 K00189 K09699
RP00051,0.448,1.2.1.- 1.2.1.18 1.2.1.75 2.3.1.- 2.3.1.115 2.3.1.146 2.3.1.159 2.3.1.170 2.3.1.171 2.3.1.172 2.3.1.211 2.3.1.214 2.3.1.39 2.3.1.74 2.3.1.85 2.3.1.86 2.3.1.95,K00140 K00645 K00660 K00665 K00668 K05551 K05552 K05553 K08243 K12644 K12931 K12932 K12934 K12935 K13231 K13232 K13264 K13935 K14245 K14246 K14247 K14371 K14468 K15017 K15880 K15881 K15882 K15988 K16000 K16001 K16002 K16003 K16007 K16424 K16425 K16426 K17212
RP00035,0.429,1.2.1.76 1.2.4.2 1.2.7.3 1.8.1.4 2.3.1.- 2.3.1.109 2.3.1.117 2.3.1.16 2.3.1.174 2.3.1.37 2.3.1.46 2.3.1.61 6.2.1.4 6.2.1.5,K00164 K00174 K00175 K00176 K00177 K00382 K00632 K00643 K00651 K00658 K00673 K00674 K01899 K01900 K01902 K01903 K02615 K07508 K07509 K07513 K07823 K15038
RP12278,0.415,2.3.1.16,K00632
RP00103,0.406,1.2.4.2 1.8.1.4 2.3.1.- 2.3.1.61,K00164 K00658
RP00669,0.402,1.2.1.18,K00140
RP00213,0.390,6.2.1.5,K01902 K01903
RP01388,0.390,6.2.1.9,K08692 K14067 K14451
RP03836,0.370,2.3.1.93,K13610
RP12521,0.364,2.3.1.179 2.3.1.180 2.3.1.38 2.3.1.41 2.3.1.85 2.3.1.86,K00647 K00648 K00665 K00667 K00668 K09458 K11533
RP00651,0.351,2.3.1.47 6.2.1.14,K00652 K01906
RP03401,0.339,2.3.1.16,K00632 K07508 K07509 K07513
RP10637,0.331,6.2.1.-,K13776
RP12279,0.312,2.3.1.16,K00632
