reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R04307(r)/1.1.1A1(rev)/1.1.1.226;	267/1.1.1A1(rev);	0.72	0.647059	0.73913	0.815789	0.8	0.698925	0.709677	0.69697	0.710145
R02229/1.1.1A1(rev)/1.1.1.163,1.1.1.245;	267/1.1.1A1(rev);	0.705882	0.647059	0.73913	0.815789	0.793103	0.678161	0.689655	0.672131	0.701493
R10981(r)/1.1.1A1(rev)/;	267/1.1.1A1(rev);	0.692174	0.625	0.714286	0.794118	0.740741	0.662651	0.675676	0.672131	0.701493
R05686(r)/1.1.1A2(rev)/1.1.1.265;	267/1.1.1A1(rev);	0.688928	0.625	0.714286	0.8	0.740741	0.654321	0.666667	0.666667	0.701493
R05685(r)/1.1.1A1(rev)/1.1.1.265;	267/1.1.1A1(rev);	0.688928	0.625	0.714286	0.8	0.740741	0.654321	0.666667	0.666667	0.701493
R03545/1.1.1A2(rev)/;	267/1.1.1A1(rev);	0.687279	0.625	0.714286	0.794118	0.735849	0.65	0.666667	0.666667	0.701493
R03544/1.1.1A1(rev)/;	267/1.1.1A1(rev);	0.687279	0.625	0.714286	0.794118	0.735849	0.65	0.666667	0.666667	0.701493
R02553(r)/1.1.1A1(rev)/1.1.1.163;	267/1.1.1A1(rev);	0.686441	0.647059	0.73913	0.815789	0.758621	0.636364	0.642857	0.666667	0.701493
R02377(r)/1.1.1A1(rev)/1.1.1.202;	267/1.1.1A1(rev);	0.685613	0.625	0.714286	0.787879	0.730769	0.64557	0.666667	0.666667	0.701493
R01550/1.1.1A2(rev)/1.1.1.80;	267/1.1.1A1(rev);	0.683186	0.647059	0.714286	0.794118	0.692308	0.64557	0.666667	0.666667	0.701493
R10703(r)/1.1.1A1(rev)/;	267/1.1.1A1(rev);	0.683186	0.647059	0.714286	0.794118	0.692308	0.64557	0.666667	0.666667	0.701493
R02343(r)/1.1.1A1(rev)/;	267/1.1.1A1(rev);	0.682292	0.647059	0.73913	0.763158	0.684211	0.64557	0.666667	0.666667	0.701493
R02855(r)/1.1.1A1(rev)/1.1.1.303;	267/1.1.1A1(rev);	0.682292	0.647059	0.73913	0.763158	0.684211	0.64557	0.666667	0.666667	0.701493
R09078/1.1.1A1(rev)/1.1.1.304;	267/1.1.1A1(rev);	0.682292	0.647059	0.73913	0.763158	0.684211	0.64557	0.666667	0.666667	0.701493
R02856(r)/1.1.1A2(rev)/;	267/1.1.1A1(rev);	0.682292	0.647059	0.73913	0.763158	0.684211	0.64557	0.666667	0.666667	0.701493
R10718/1.1.1A1(rev)/;	267/1.1.1A1(rev);	0.681898	0.625	0.727273	0.75	0.703704	0.64557	0.666667	0.666667	0.701493
R02528/1.1.1A2(rev)/;	267/1.1.1A1(rev);	0.681898	0.625	0.727273	0.75	0.703704	0.64557	0.666667	0.666667	0.701493
R03278(r)/1.1.1A1(rev)/1.1.1.174;	267/1.1.1A1(rev);	0.681745	0.647059	0.75	0.780488	0.71875	0.648352	0.666667	0.650794	0.691176
R03119(r)/1.1.1A1(rev)/1.1.1.202;	267/1.1.1A1(rev);	0.681338	0.625	0.714286	0.742857	0.735849	0.62963	0.666667	0.666667	0.701493
