RPAIR,Score,EC,KO
RP12134,0.440,2.8.3.8,K01034 K01035
RP00479,0.382,3.1.2.4 6.2.1.- 6.2.1.36,K05605 K14469 K15018
RP00206,0.382,2.8.3.8 6.2.1.2,K01034 K01035 K01896
RP04667,0.371,3.1.2.4,K05605
RP04939,0.360,6.2.1.-,K14466 K14467
RP12225,0.355,6.2.1.-,K13776
RP00117,0.344,2.8.3.1 6.2.1.13,K01026 K01905
RP00378,0.342,2.8.3.- 6.2.1.9,K08692 K14067 K14451 K14471 K14472
RP03620,0.302,2.8.3.12,K01039 K01040
RP02845,0.290,6.2.1.14,K01906
RP00032,0.273,2.8.3.- 2.8.3.15 2.8.3.5 2.8.3.6 6.2.1.4 6.2.1.5,K01027 K01028 K01029 K01031 K01032 K01899 K01900 K01902 K01903 K07543 K07544 K14471 K14472 K15569 K15570
RP00026,0.267,2.8.3.1 2.8.3.12 2.8.3.8 3.1.2.1 6.2.1.1 6.2.1.13,K01026 K01034 K01035 K01039 K01040 K01067 K01895 K01905
RP00562,0.264,6.2.1.18,K15232 K15233
RP00085,0.253,2.8.3.5 2.8.3.8 6.2.1.16,K01027 K01028 K01029 K01034 K01035 K01907
RP11525,0.229,6.2.1.-,K10526
RP03655,0.202,6.2.1.26,K01911 K14760
RP11586,0.201,2.8.3.17,K13607
RP06172,0.200,2.3.3.9,K01638
RP13038,0.196,3.1.2.2,K01068 K17360
RP13081,0.193,3.1.2.2,K01068 K17360
RP01485,0.192,6.2.1.20,K01909 K05939
RP14244,0.191,6.2.1.39,K13559
RP10732,0.187,2.3.1.182,K09011
RP01727,0.186,3.1.2.6,K01069
RP05100,0.184,2.8.3.12,K01039 K01040
RP13018,0.179,3.1.2.2,K01068 K17360
RP13039,0.171,3.1.2.2,K01068
RP01625,0.170,3.1.2.2,K01068
RP05064,0.164,6.2.1.-,K14747
RP13563,0.161,2.3.3.-,K15741
RP14064,0.160,,K12910
RP02286,0.159,3.1.2.- 6.2.1.30,K01912 K02614
RP09317,0.153,6.2.1.28 6.2.1.7,K08748
RP15565,0.153,6.2.1.7,K08748
RP13572,0.153,2.3.3.-,K15741
RP06484,0.153,2.3.3.13,K01649
RP06370,0.150,2.3.3.5,K01659
RP13082,0.148,3.1.2.2,K01068
RP13581,0.147,2.3.3.-,K15742
RP12987,0.144,3.1.2.2,K01068 K17360
RP11597,0.144,3.1.2.-,K10781
RP02663,0.141,6.2.1.31,K16876
RP13590,0.141,2.3.3.-,K15742
RP16066,0.140,,K16880
RP15564,0.140,6.2.1.7,K08748
RP04226,0.140,6.2.1.7,K08748
RP13599,0.134,2.3.3.-,K15742
RP05880,0.134,2.3.3.1 2.3.3.3 2.3.3.8,K01647 K01648 K15230 K15231
