RPAIR,Score,EC,KO
RP03893,0.706,1.1.1.181,K12408
RP14036,0.706,1.1.1.181,K12408
RP13728,0.706,1.1.1.181,K12408
RP13718,0.705,1.1.1.181,K12408
RP13719,0.705,1.1.1.181,K12408
RP00422,0.695,1.1.1.145 5.3.3.1,K00070 K01822
RP05322,0.685,1.14.13.70,K05917
RP01523,0.681,1.1.1.145 1.1.3.6 5.3.3.1,K03333 K16045
RP00472,0.680,1.1.1.145 5.3.3.1,K00070 K01822
RP00776,0.678,1.1.1.145 5.3.3.1,K00070 K01822
RP05247,0.678,1.14.13.70,K05917
RP00661,0.677,1.1.1.145 5.3.3.1,K00070 K01822
RP00795,0.676,1.1.1.145 5.3.3.1,K00070 K01822
RP00386,0.673,1.1.1.145 5.3.3.1,K00070 K01822
RP00731,0.673,1.1.1.145 5.3.3.1,K00070 K01822
RP00494,0.672,1.1.1.145 5.3.3.1,K00070 K01822
RP11762,0.652,1.14.-.-,K12640
RP13886,0.641,1.14.14.-,K12640
RP13885,0.641,1.14.14.-,K12640
RP11277,0.580,,K14939
RP09441,0.575,,K12918
RP03397,0.570,5.5.1.9,K08246
RP09261,0.569,1.14.11.12,K05282
RP09440,0.554,1.14.11.12,K05282
RP12125,0.530,3.7.1.12,K02189 K13541
RP09369,0.518,1.14.13.79,K04123
RP15858,0.510,1.14.13.79,K04123
RP12008,0.476,1.1.1.170,K07748
RP11856,0.475,2.1.1.132,K02191 K03399
RP14864,0.412,4.1.99.16,K10187
RP11605,0.405,5.4.1.2,K06042
RP04781,0.396,5.4.1.2,K06042
RP04749,0.379,2.1.1.132,K00595
RP11855,0.370,2.1.1.195,K02188
RP02087,0.297,5.3.99.5,K01832
RP04783,0.285,2.1.1.131,K05934 K13540 K13541
RP14366,0.283,4.2.3.34,K14045
RP11877,0.283,,K12928
RP11878,0.283,,K12928
RP11876,0.281,4.2.3.42,K12928
RP11852,0.278,2.1.1.271,K05936
RP14364,0.277,4.2.3.33,K14044
RP11851,0.251,2.1.1.131,K05934 K13540 K13541
RP15674,0.250,,K16037
RP05499,0.245,4.2.3.32,K14041
RP15547,0.236,4.2.3.103,K16082
RP04693,0.236,4.2.3.19,K04121
RP14369,0.235,4.2.3.28,K14036
RP14360,0.235,4.2.3.44,K14042
RP14367,0.235,4.2.3.35,K14046
RP05496,0.233,4.2.3.18,K12927
RP11603,0.231,1.14.13.83,K02229
