RPAIR,Score,EC,KO
RP02000,1.000,3.1.3.6,K08693
RP01596,0.955,3.1.3.6,K08693
RP02160,0.890,3.1.3.6,K08693
RP01814,0.879,3.1.3.6,K08693
RP04532,0.803,2.7.1.25,K00860 K00955 K13811
RP00446,0.787,2.7.1.25 3.1.3.7,K00860 K00955 K01082 K13811 K15422 K15759
RP03722,0.702,2.7.1.24,K00859 K02318
RP03773,0.507,2.7.1.100,K00899
RP05043,0.504,3.1.7.2,K01139
RP11347,0.491,3.1.3.-,K10047
RP00303,0.491,2.7.1.41 3.1.3.10,K01085 K05344
RP01302,0.491,2.7.1.6,K00849
RP02804,0.488,2.7.1.52 2.7.1.69,K02771 K05305 K11194 K11195 K11196
RP01732,0.486,2.7.1.46,K12446
RP02189,0.450,2.7.1.71,K00891 K13829 K13830
RP00894,0.446,2.7.6.5,K00951 K07816
RP15308,0.445,2.7.1.168,K07031
RP05253,0.445,2.7.1.167,K03272
RP14118,0.441,2.7.1.162,K13059
RP03003,0.439,2.7.1.65,K04339
RP00403,0.434,2.7.1.105 3.1.3.46,K00900 K01103 K14634
RP15600,0.427,2.7.1.175,K16146
RP01350,0.425,3.1.3.25,K01092 K10047 K15759
RP00521,0.425,3.1.3.25,K01092 K10047 K15759
RP01349,0.425,3.1.3.25,K01092 K10047 K15759
RP02947,0.416,3.1.3.64,K01108
RP00645,0.400,2.7.1.23 3.1.3.-,K00858
RP00667,0.400,2.7.1.137 3.1.3.64,K00914 K01108 K02649
RP03010,0.399,3.1.3.57,K01107 K15422
RP02980,0.388,2.7.1.67,K00888 K13711
RP14681,0.368,2.7.7.72,K00974 K07558
RP04013,0.362,3.1.3.66,K01109
RP03041,0.357,3.1.3.57,K01107 K15422
RP00399,0.339,2.7.1.72 3.1.3.39,K04342 K04343 K12570
RP03011,0.325,3.1.3.56,K01106
RP05392,0.324,2.7.1.150,K00921
RP03083,0.317,2.7.1.68 3.1.3.36,K00889 K01099 K13712
RP05383,0.317,2.7.1.154 3.1.3.64,K00923 K01108 K02649
RP11501,0.310,3.1.3.66,K01109
RP05393,0.310,2.7.1.149 3.1.3.78,K00920 K13084 K13085
