reaction_id,Prediction
10045,1.1.1;1.4.1;1.17.1;1.3.1;1.18.1
10049,2.5.1;2.3.1;2.1.1;3.1.1;4.4.1
10113,3.13.1;3.13.2;4.4.1;2.1.1;2.3.1
10121,3.5.4;3.5.99;3.2.2;4.3.3;1.17.3
10125,1.14.13;1.1.1;1.6.3;1.17.1;1.14.19
10193,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
10197,4.1.3;4.2.1;3.7.1;5.3.3;2.6.1
10261,3.6.1;3.6.5;3.6.4;5.6.2;6.3.5
10265,5.1.3;3.2.1;5.3.1;2.4.1;5.4.2
10317,1.14.11;4.1.1;1.13.11;1.14.20;2.6.1
10373,1.2.1;2.3.1;1.1.1;1.8.1;6.2.1
10417,5.2.1;5.4.99;2.8.3;5.5.1;1.3.1
10449,1.14.20;1.14.19;1.14.11;1.21.3;1.13.12
10473,4.1.3;5.4.99;4.2.1;4.1.2;5.5.1
10605,3.1.4;2.7.8;2.7.1;3.6.1;2.4.3
10705,6.1.1;3.6.1;6.3.2;2.7.4;6.2.1
10713,1.13.12;3.5.1;4.1.1;3.5.2;3.4.13
10717,5.4.2;5.3.1;5.4.99;4.2.3;2.7.1
10793,4.1.1;5.4.99;1.17.98;2.7.1;1.13.12
10821,4.2.1;5.2.1;5.1.2;2.8.3;1.1.1
10869,2.3.1;2.3.2;6.2.1;2.8.3;2.3.3
10901,2.6.1;4.3.2;4.1.3;5.4.3;1.4.3
11017,4.2.1;4.3.2;5.1.99;3.2.1;3.5.3
11029,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
11029,2.7.1;2.7.4;2.7.6;2.7.11;6.5.1
11153,1.3.1;2.3.1;1.1.1;1.14.12;1.14.13
11161,2.6.1;1.14.11;4.1.1;5.4.3;1.4.3
11193,3.8.1;3.2.1;4.2.1;3.1.1;3.1.4
11193,3.8.1;3.2.1;4.2.1;3.1.1;3.1.4
11213,1.13.11;1.14.99;1.3.3;4.1.99;1.10.3
11229,1.1.1;1.3.1;1.17.1;1.5.1;1.14.13
11285,1.1.1;1.4.1;1.17.1;1.12.1;1.18.1
11341,4.1.1;1.14.11;2.6.1;1.13.12;1.14.20
11345,2.7.7;2.7.4;2.7.8;2.4.99;5.1.3
11413,2.7.1;2.7.4;2.7.11;2.7.6;2.7.8
11417,2.3.1;3.2.1;5.4.99;5.3.1;5.4.2
11441,1.14.13;1.6.3;1.14.19;1.17.1;1.14.12
11545,3.5.1;4.2.1;6.3.5;3.2.1;6.3.1
11629,4.1.1;1.17.98;1.2.7;1.2.2;1.2.99
11665,2.4.3;2.7.8;2.4.1;3.1.4;4.6.1
11697,2.1.1;3.13.2;2.8.4;2.5.1;1.17.98
11817,5.3.1;5.1.3;1.1.1;5.4.2;2.2.1
11849,1.21.4;1.17.4;1.8.98;3.1.2;1.8.4
11901,1.1.1;1.3.1;1.4.1;1.17.1;1.14.11
11901,1.1.1;1.3.1;1.4.1;1.17.1;1.14.11
11917,1.1.1;1.3.1;1.17.1;1.18.1;1.12.1
11965,3.3.2;4.2.1;3.2.1;3.1.1;5.4.99
12049,2.8.3;2.3.1;2.7.4;2.6.1;1.1.99
12077,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1
12161,1.1.1;1.1.99;1.17.1;1.4.1;5.3.1
12169,1.1.1;1.2.1;1.12.1;1.17.1;1.18.1
12253,3.2.1;2.4.1;4.2.1;2.3.1;3.1.3
12257,1.3.1;1.6.5;4.1.99;1.14.12;4.1.1
12257,1.3.1;1.6.5;4.1.99;1.14.12;4.1.1
12277,1.3.8;1.14.14;1.17.8;1.5.1;1.1.98
12297,3.5.99;4.2.1;1.5.3;1.5.1;4.3.1
12345,1.1.1;1.2.1;1.12.1;1.17.1;6.1.1
12373,3.7.1;5.5.1;3.1.1;4.2.1;5.3.3
12409,1.4.1;1.2.1;1.5.1;5.4.3;6.3.2
12485,3.1.3;5.4.2;3.1.5;3.1.4;6.5.1
12594,2.7.8;2.7.1;4.6.1;2.3.1;2.7.6
12614,1.8.4;2.8.1;1.8.1;2.7.4;1.21.4
12622,2.6.1;4.1.1;5.4.3;5.1.1;5.1.99
12654,1.1.1;1.4.1;1.17.1;1.3.1;1.12.1
12654,1.1.1;1.4.1;1.17.1;1.3.1;1.12.1
12678,1.14.99;1.14.19;1.13.11;1.13.12;1.14.13
12718,2.7.1;2.7.4;2.7.7;2.7.11;2.7.6
12726,1.1.1;1.17.1;1.12.1;1.18.1;1.4.1
12770,1.1.99;1.3.99;1.1.1;5.1.3;1.14.99
12842,2.6.1;1.4.3;5.4.3;4.3.1;1.4.1
12890,1.1.1;1.17.1;5.1.3;1.3.1;1.4.1
12906,2.7.7;2.4.1;2.7.4;3.6.1;2.7.1
12922,2.3.1;2.3.3;3.1.2;6.2.1;2.8.3
12930,2.3.3;4.1.3;2.3.1;4.2.1;4.4.1
12934,4.1.2;5.3.1;1.1.1;5.1.3;2.3.1
12954,2.7.11;2.7.1;2.7.8;2.7.4;2.7.6
13022,1.14.13;1.14.19;1.6.3;1.16.1;1.17.1
13030,1.1.3;1.11.1;1.2.3;3.2.1;1.5.3
13054,2.6.1;5.4.3;4.1.2;4.1.3;5.1.99
13114,1.6.3;1.14.13;1.17.1;1.5.1;1.7.1
13122,2.7.1;2.7.4;2.7.11;2.7.7;2.7.6
13154,1.1.1;1.17.1;1.4.1;1.12.1;2.7.1
13330,1.3.99;1.17.99;1.1.99;1.21.99;1.14.99
13502,2.1.3;6.4.1;6.3.4;3.6.5;3.6.4
13510,2.7.7;2.7.4;2.7.6;2.7.1;6.3.2
13514,1.3.1;1.12.1;1.7.1;1.3.99;1.17.1
13578,3.1.1;3.2.1;3.6.1;3.1.2;3.7.1
13634,6.3.1;6.3.2;6.3.4;6.3.5;6.2.1
13658,3.1.2;2.3.1;1.2.1;2.3.3;6.2.1
13690,2.7.7;2.7.4;3.6.1;2.7.1;2.5.1
13694,2.1.1;2.5.1;2.1.2;2.6.1;3.13.2
13706,2.4.1;2.4.2;2.7.7;3.6.1;2.7.8
13722,3.1.1;4.2.1;3.7.1;1.2.98;2.7.2
13770,1.1.1;1.17.1;1.12.1;1.2.1;1.4.1
13802,1.8.1;1.17.1;1.12.1;1.14.13;1.6.3
13822,1.14.11;1.13.11;1.14.20;1.13.12;1.1.99
13862,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1
13862,1.1.1;1.17.1;1.12.1;1.2.1;1.18.1
13894,3.6.1;2.7.1;2.7.4;2.7.7;3.6.5
13898,5.4.99;2.6.1;4.1.3;1.3.1;5.5.1
14002,2.3.1;6.2.1;3.1.2;2.3.2;2.3.3
14010,4.2.3;2.5.1;5.5.1;2.7.7;3.1.7
14102,1.14.99;1.14.19;4.2.1;1.1.99;1.14.18
14122,2.1.1;2.5.1;3.13.2;2.8.4;1.17.98
14126,2.7.4;2.8.3;2.3.1;5.4.99;2.6.1
