Reaction name,SIMMER pred
80552,2.1.1
42669,1.1.1
36256,5.5.1
56865,2.3.1
10449,1.14.20
57805,1.14.12
50565,2.3.1
33752,3.1.3
30632,2.4.1
51557,2.1.1
59013,2.1.1
19862,1.1.1
61801,6.2.1
47145,1.14.19
23141,3.2.2
15326,2.3.1
15966,3.1.4
49573,4.98.1;4.99.1
16466,
12614,1.8.4
21957,2.4.1
17862,1.14.15
25303,2.7.7
20805,1.2.1
19394,2.6.1
41949,1.2.1;1.1.1
73416,
63137,6.3.5;2.7.8
43209,2.1.1
10821,5.1.1
17390,1.1.1
13578,3.1.1
13802,1.7.1;1.14.13
14978,5.5.1
52381,2.4.3;2.4.1
16490,
46245,1.14.19
49129,2.1.1
19626,
24521,1.5.1;1.1.1
21209,3.1.3
75132,5.3.3
18378,2.7.1
20014,
17210,5.3.3
24903,3.1.4
22473,2.7.1
18970,1.17.98
16986,1.1.1;1.14.13
23581,5.3.99
22513,
17758,4.1.1
53365,1.3.1
50365,1.14.19;1.14.14
15554,3.1.4;3.1.3
17990,2.7.11
80604,5.1.1
49517,1.14.11
24786,1.14.12;1.14.13
24932,
21157,3.1.3
18562,1.3.1;1.1.1
36356,4.1.99
58053,2.3.1
34776,1.1.1
37932,5.4.4;1.13.11
28147,1.14.14
11849,1.21.4;1.8.4
12718,2.7.1
10261,7.2.2
49669,1.14.13
32172,1.14.13;1.3.1
44809,2.5.1
16862,
16110,2.7.1
54885,2.4.2
49005,1.14.13;1.3.1
12922,2.3.1
58173,4.2.3
33416,
58569,2.3.1
22797,2.7.1
24565,2.8.3
11153,1.14.13;1.1.1
62493,6.2.1
45485,4.1.1
10045,1.1.1
69537,2.7.1
34044,2.4.1
54293,2.7.7
11665,2.4.3;2.4.1
64061,1.1.1
13122,2.7.1
59237,4.2.3
84776,1.14.99;1.13.11
35812,4.2.1
23677,6.3.2
14802,2.7.2;2.7.1
78700,2.4.1
22365,1.1.1
25144,4.1.1
14946,2.4.1
14598,2.7.8
25022,2.7.1
82192,2.1.1
37052,
14102,
12654,1.1.1
63805,5.1.1
45561,5.1.1
47545,5.1.1
22353,4.1.1
35952,
16558,4.1.1
24501,2.7.7
49181,2.1.1
63837,1.13.11
23089,2.7.1
18466,1.13.11
65493,
42969,2.1.1
62017,2.4.2;2.4.1
21433,1.1.1
42393,1.1.1
35400,2.4.1;3.1.1
22321,2.4.1
25018,3.1.3
23857,1.18.1;1.6.2
26350,3.1.3
21745,
22525,1.3.99
12654,1.1.1
59629,3.4.13
61473,2.3.1
55773,6.3.3;6.3.2
27414,1.14.11
14826,1.1.1
13658,2.3.1
12485,3.1.3
57949,1.14.13
52045,2.4.1
32092,2.4.1
35796,2.4.1
23049,
51709,1.1.1
74148,2.3.1
45705,1.1.1
33976,3.2.1
13154,1.1.1
49445,2.3.1
11965,3.3.2
24005,1.3.8
31908,2.1.1
21741,1.8.4
40444,2.7.1
57513,1.14.12;1.3.1
15710,2.4.1
14630,2.7.2;2.7.1
22913,
14910,1.1.1
52165,1.14.14
48009,1.14.13
23969,1.2.1
12169,1.1.1
23789,6.2.1
22085,2.6.1
15242,1.14.14
55025,1.14.14
36824,2.7.8
24731,4.1.1
22001,1.1.1
37076,2.8.4;2.1.1
13894,3.6.1
24485,1.1.1
10793,4.1.1
28079,1.1.1
65749,1.14.11
26120,
15734,
11161,2.6.1
49097,
10317,1.14.11
34180,3.2.1
27883,3.1.4
11917,1.3.1;1.1.1
20222,6.3.4
36704,6.3.3
23465,2.4.1
24457,3.1.3
42297,2.3.1
36320,1.2.1
11213,1.3.99;5.4.4
59149,6.2.1
56693,1.14.20
41661,1.5.1;1.1.1
11697,2.1.1
81492,
13054,2.6.1
11441,1.6.5;1.14.13
17510,
21133,1.17.3;1.3.99
59777,
49045,1.14.13;1.1.1
30460,5.5.1
45073,1.14.14
14530,3.6.1;2.7.7
11029,2.7.1
20666,1.1.1
37192,3.1.4
28015,2.1.1
82256,2.3.2
25405,
24593,2.7.7
37908,1.13.11
42673,3.5.1
38296,
77112,3.1.3
22485,3.6.1
28527,4.2.1
30916,3.5.1
24469,1.6.1
28307,2.4.1
37928,4.2.1
33112,4.2.3
25348,3.1.1;2.3.2
44901,3.1.1
22033,4.1.3
13862,1.1.1
46545,1.14.19
19626,
17990,2.7.11
23445,1.1.1
29564,2.4.1
73840,6.7.1
17990,2.7.11
79232,2.5.1
58817,6.3.2
12842,2.6.1
17990,2.7.11
22377,5.4.99
32716,1.1.1
40052,
31432,4.2.3
49421,2.7.1
51049,1.14.19
28291,4.2.3
11545,3.2.2
22813,1.5.1;1.3.1
36904,2.1.1
15374,2.1.1
72700,1.3.1
79280,6.3.2;6.4.1
11817,5.3.1
27775,2.1.1
26555,
79704,3.6.1
50229,1.14.14
16526,2.7.1
24932,
38340,3.2.1
37668,2.4.1
21273,6.3.2
56453,5.5.1
38444,3.1.2;2.3.1
17402,5.5.1
50821,1.3.1;1.1.1
74092,2.7.1
20150,1.14.14
34512,2.4.1
16458,1.1.1
21933,
13502,6.3.2
35532,1.21.3
16614,2.3.1
77124,3.1.3
28199,1.1.1
23601,2.6.1
19270,6.2.1
41641,6.2.1
66717,5.4.2
14274,1.5.3
62565,1.17.99;1.14.15
17990,2.7.11
26238,4.2.3
78828,4.1.1;1.13.11
76616,1.2.1
12934,
10473,4.1.3;4.2.1
29812,7.2.2
12257,1.3.1
23821,4.2.1
51525,2.1.1
12594,2.7.8
32532,2.4.1
43165,2.4.2
50965,3.5.4
12253,3.2.1
17990,2.7.11
17442,2.6.1
50381,2.3.1
17990,2.7.11
40400,1.6.3;1.3.1
56337,1.14.14
35672,3.1.1
23449,2.7.7
10197,4.2.1
79656,
11901,1.1.1
18966,
30228,5.1.1
35580,2.7.7
20098,4.2.1
23505,4.3.2
19966,
30664,5.5.1
57045,1.3.1;1.1.1
63361,1.3.3
20614,2.8.2
10705,6.1.1
35748,4.2.3
28403,2.4.99
26559,4.2.1
31468,2.4.1
11029,2.7.1
10121,3.5.4
14726,2.5.1
75408,
70060,1.14.14
14774,1.5.1;1.14.13
19810,4.3.2;4.1.1
35488,1.14.14
22109,4.2.1
42657,3.1.1
48965,1.11.1
17990,2.7.11
23901,
19030,
18858,1.14.14
24021,3.5.1
12930,2.3.3;2.3.1
56873,3.5.1
31344,3.1.3
56909,
14262,2.3.1
15174,1.12.1
20426,6.4.1
55753,
24245,1.1.1
15054,
51713,5.1.1
41609,2.8.2
12077,1.12.1
11229,1.1.1
15314,5.1.1
63445,2.7.8
32556,4.2.3
65221,1.3.1
24601,
23113,4.1.1
80904,1.3.1;1.1.1
60049,1.14.13
24197,1.1.1
21309,5.4.99
81256,1.14.15
76504,
46189,1.17.98
40300,1.14.15
22769,4.1.99
42313,1.18.1;1.6.2
49949,1.10.3
14306,6.1.1
26463,2.1.1
12297,
50773,5.3.99
14442,2.3.1
56009,
51685,2.7.1
45125,2.7.1
81408,
12409,1.5.1
36652,2.1.1
