reactionID,predictions
10045,1.2.1;1.3.1;5.5.1;1.1.1
10049,2.5.1;2.1.1;1.3.7;2.3.1
10113,4.2.3;1.13.11;1.14.13;5.4.4
10121,4.3.1;4.2.1;4.1.99;3.5.4
10125,1.14.19;1.14.13;1.14.14;1.14.12
10193,7.2.2;7.5.2;3.6.4;5.6.2
10197,4.2.1;1.13.11;1.13.12;1.3.3
10261,1.2.99;1.17.99;1.14.99;1.5.8
10265,5.1.3;5.1.2;5.3.1;5.4.2
10317,1.14.11;7.2.4;4.1.1;1.14.20
10373,2.8.2;2.4.99;1.7.1;1.17.1
10417,5.5.1;4.1.2;4.2.1;5.4.99
10449,1.21.3;1.14.13;1.13.12;1.14.19
10473,4.1.2;5.5.1;4.1.3;2.2.1
10605,3.1.4;3.1.1;3.6.1;2.7.8
10705,6.3.2;6.2.1;2.1.3;6.3.1
10713,1.13.11;1.13.12;4.2.1;4.1.99
10717,5.4.2;5.3.99;5.1.2;3.1.7
10793,7.2.4;4.1.1;1.5.1;1.1.1
10821,5.3.1;5.1.3;5.1.1;5.3.2
10869,2.3.1;2.4.1;2.3.2;2.8.3
10901,2.6.1;2.8.3;4.5.1;2.2.1
11017,3.4.17;3.4.19;3.2.2;3.5.4
11029,2.7.1;2.8.2;3.1.1;2.4.1
11153,2.1.1;2.4.1;2.3.1;1.1.99
11161,2.2.1;2.6.1;2.8.3;4.1.2
11193,1.20.2;3.1.3;3.1.7;1.7.99
11213,4.2.1;4.1.99;5.5.1;4.1.2
11229,2.4.1;1.3.1;2.4.2;1.1.1
11285,1.1.1;1.3.1;1.2.1;1.5.1
11341,7.2.4;1.3.1;1.1.1;1.5.1
11345,2.7.7;2.7.1;2.7.8;3.1.1
11413,3.1.8;3.8.2;3.6.2;3.1.4
11417,2.7.1;2.4.1;2.4.2;2.7.7
11441,1.14.13;1.14.15;1.14.14;4.1.1
11545,3.1.2;3.5.1;2.3.2;2.3.3
11629,7.2.4;4.1.1;1.1.1;1.5.1
11665,2.7.8;3.1.4;3.6.1;3.6.2
11697,2.1.1;1.3.7;2.5.1;1.3.8
11817,5.3.3;5.1.1;4.1.3;5.3.1
11849,6.1.1;1.4.4;6.3.4;1.2.4
11901,2.1.1;2.5.1;1.4.1;1.2.1
11917,2.5.1;5.5.1;2.1.1;1.14.13
11965,3.3.2;5.5.1;5.4.99;3.1.1
12049,2.8.3;2.4.1;3.1.1;2.3.1
12077,2.1.1;1.4.1;1.21.98;1.16.1
12161,1.3.1;1.1.1;2.4.1;1.5.1
12169,1.2.1;2.4.1;1.3.1;3.1.1
12253,3.1.1;2.4.1;4.1.1;3.2.1
12257,1.2.1;2.4.1;1.1.1;1.4.1
12277,1.5.8;1.3.8;1.1.98;1.1.99
12297,4.2.1;3.3.2;5.5.1;4.1.2
12345,2.4.1;2.3.1;1.2.1;2.8.3
12373,3.5.5;3.5.1;1.13.11;3.3.2
12409,2.1.1;1.4.1;1.21.98;1.2.1
12485,3.1.3;3.1.7;3.12.1;2.6.99
12594,1.8.99;2.8.2;3.6.2;2.7.8
12614,2.3.1;2.4.1;2.8.3;2.3.2
12622,7.2.4;4.1.1;1.5.1;1.1.1
12654,1.4.1;1.21.98;1.2.1;1.1.99
12678,1.16.3;1.14.18;1.6.3;1.14.99
12718,3.1.1;2.7.1;2.8.2;2.4.1
12726,1.1.1;1.3.1;1.2.1;1.5.1
12770,1.1.99;4.2.1;1.2.99;1.3.99
12842,2.6.1;2.2.1;4.1.2;2.8.3
12890,1.3.1;1.1.1;2.4.1;1.2.1
12906,2.7.7;3.1.1;2.7.1;2.8.2
12922,2.3.2;3.1.2;2.3.3;3.1.1
12930,3.1.2;2.3.2;3.1.1;2.3.3
12934,4.1.2;4.1.3;2.1.2;4.2.1
12954,2.3.3;2.3.2;6.2.1;3.1.2
13022,1.14.19;1.14.13;1.14.14;1.14.12
13030,1.7.3;1.2.3;1.15.1;1.11.2
13054,2.6.1;2.2.1;4.1.2;2.8.3
13114,1.4.1;1.2.1;1.17.1;1.3.1
13122,3.1.1;2.4.1;2.3.2;2.3.1
13154,1.1.1;1.3.1;1.2.1;1.5.1
13330,1.3.99;1.1.99;1.5.99;1.17.99
13502,2.3.2;2.3.3;3.1.2;3.13.1
13510,2.7.7;2.5.1;3.1.1;2.7.1
13514,1.4.1;2.1.1;1.2.1;1.17.1
13578,3.1.3;2.6.99;3.1.1;3.6.1
13634,2.5.1;2.1.1;1.2.99;1.2.1
13658,2.3.2;3.1.2;3.1.1;2.3.3
13690,2.7.1;2.7.7;2.7.4;2.8.2
13694,2.1.1;1.3.7;1.3.8;2.5.1
13706,2.7.8;3.6.2;1.8.99;2.8.2
13722,3.1.1;2.5.1;4.1.1;5.5.1
13770,1.1.1;1.3.1;1.2.1;1.5.1
13802,2.1.1;2.3.1;2.4.1;1.2.1
13822,1.14.11;1.14.20;1.13.12;4.1.1
13862,1.3.1;1.1.1;2.4.1;1.5.1
13894,3.1.1;3.6.1;3.1.4;3.1.8
13898,5.5.1;3.3.2;5.4.99;4.2.3
14002,3.1.2;2.3.3;6.2.1;2.3.2
14010,2.5.1;4.2.3;3.1.1;3.1.7
14102,1.14.99;1.3.99;1.14.15;1.1.99
14122,2.1.1;2.5.1;1.3.7;2.3.1
14126,2.4.2;2.4.1;2.4.99;2.7.1
14210,2.7.7;3.6.1;2.7.8;2.7.1
14262,2.3.1;2.3.2;2.4.1;3.1.1
14274,1.1.99;1.5.99;4.3.1;4.3.99
14278,3.1.1;1.1.1;2.4.1;1.3.1
14306,6.3.2;6.2.1;6.3.1;6.1.1
14334,2.4.99;2.8.2;1.8.99;3.1.1
14410,1.13.11;1.13.12;1.13.99;1.1.3
14442,2.4.1;2.3.1;2.3.2;2.8.3
14470,2.1.1;1.4.1;1.2.1;1.8.1
14530,2.7.7;2.7.8;3.6.1;3.1.4
14582,2.1.1;1.3.7;2.4.99;2.4.1
14598,2.7.8;3.6.2;3.1.4;3.6.1
14630,2.7.1;2.8.3;2.8.2;2.4.1
14666,3.5.1;3.5.3;3.4.13;3.5.4
14726,2.3.1;2.3.2;2.4.1;2.8.3
14774,2.1.1;1.3.8;1.1.99;2.5.1
14802,2.7.1;2.8.3;2.1.3;2.7.2
14826,2.1.1;1.4.1;1.2.1;2.5.1
14902,2.5.1;4.2.3;5.5.1;3.1.1
14910,1.1.1;1.3.1;1.5.1;1.2.1
14946,3.1.1;2.4.1;2.8.2;2.4.99
14978,5.5.1;5.4.99;3.3.2;4.2.1
14998,3.1.1;3.3.2;3.5.1;5.4.99
15010,2.1.1;2.5.1;2.4.1;1.4.1
15054,2.1.2;3.5.1;3.5.4;3.4.19
15066,3.5.3;3.4.13;3.10.1;3.4.19
15078,3.5.2;3.1.2;4.1.1;3.5.1
15174,1.11.1;1.6.3;1.11.2;1.15.1
15242,1.14.14;1.14.19;1.14.12;1.14.13
15282,5.3.99;5.3.1;5.3.2;5.2.1
15314,4.3.1;3.5.4;1.4.99;3.3.2
15326,2.3.1;2.4.1;2.8.3;2.3.2
15374,2.1.1;1.3.8;2.5.1;1.3.7
15414,4.2.1;4.3.1;1.13.11;4.1.99
15498,2.6.1;2.8.3;2.2.1;2.1.3
15522,3.1.2;3.13.1;2.3.2;2.3.3
15554,3.1.3;3.1.7;2.6.99;1.15.1
15558,1.2.99;1.17.99;1.5.8;1.14.99
15566,3.5.1;3.4.13;3.1.2;3.5.2
15574,2.1.1;2.5.1;2.3.1;1.3.8
15710,2.4.99;2.4.1;1.1.1;1.3.1
15730,1.3.1;2.4.2;2.4.1;1.1.1
15734,1.8.2;1.2.99;3.12.1;1.20.99
15782,3.11.1;1.2.99;1.2.98;3.1.1
15966,3.1.1;2.4.1;4.99.1;3.1.4
15994,1.3.7;7.2.1;1.9.6;1.18.1
16022,5.3.3;5.3.2;1.1.5;4.2.1
16110,2.7.1;2.8.2;3.1.8;2.7.4
16458,1.1.1;1.3.1;1.5.1;2.4.1
16466,1.2.2;1.1.2;1.17.2;1.17.9
16490,5.4.99;2.4.2;2.4.1;3.1.1
16526,3.1.1;2.8.2;2.4.1;2.7.1
16558,2.6.1;2.2.1;1.3.98;2.8.3
16614,2.3.2;3.1.2;2.3.3;3.5.1
16842,2.1.1;2.5.1;1.3.7;2.3.1
16862,2.8.3;2.6.1;2.1.3;2.2.1
16930,1.8.99;2.3.3;2.8.2;6.2.1
16986,2.4.2;2.4.1;2.5.1;3.1.1
17010,6.3.2;2.3.2;6.2.1;2.7.7
17150,1.14.14;1.14.19;1.14.99;1.14.13
17198,1.14.11;1.14.20;1.13.12;4.1.1
17210,4.3.1;3.5.4;3.5.5;3.3.2
17258,1.14.14;1.14.19;1.14.12;1.14.13
17382,5.2.1;5.3.3;5.3.2;5.1.1
17390,1.1.1;1.3.1;1.2.1;2.4.1
