RPAIR,Score,EC,KO
RP00625,1.000,2.1.2.5 3.5.3.8,K00603 K01479 K13990
RP00330,0.441,2.1.4.1 3.5.3.7,K00613 K12255
RP00459,0.436,2.1.2.5 3.5.1.68,K00603 K01458 K13990
RP04458,0.375,2.3.1.1 2.3.1.35,K00618 K00619 K00620 K11067 K14681 K14682
RP00499,0.371,2.1.4.1,K00613
RP03821,0.348,3.5.3.23,K01484
RP00957,0.347,3.5.1.15 3.5.1.8,K01437
RP01599,0.339,3.5.3.3,K08688
RP02446,0.308,3.5.1.47,K05823
RP01870,0.307,6.3.4.5,K01940
RP00425,0.302,3.5.1.15,K01437
RP00423,0.302,2.1.3.2,K00608 K00609 K00610 K11540 K11541
