reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R05673/2.1.1A9/;	210/2.1.1A4(rev);	0.149877	0.137931	0.16129	0.159574	0.159664	0.142857	0.143564	0.150215	0.150685
R05674/2.1.1A9/;	210/2.1.1A4(rev);	0.149525	0.137931	0.174603	0.178947	0.173554	0.144578	0.138095	0.144033	0.142857
R02961/2.1.1A9/2.1.1.72;	210/2.1.1A4(rev);	0.148026	0.137931	0.16129	0.159574	0.159664	0.142857	0.143564	0.146552	0.145833
R05673(r)/2.1.1A9(rev)/;	210/2.1.1A4(rev);	0.145188	0.137931	0.142857	0.147368	0.140496	0.135802	0.143564	0.150215	0.150685
R05674(r)/2.1.1A4(rev)/;	210/2.1.1A4(rev);	0.144768	0.152542	0.15625	0.154639	0.154472	0.137725	0.138095	0.144033	0.142857
R05674(r)/2.1.1A9(rev)/;	210/2.1.1A4(rev);	0.144094	0.137931	0.15625	0.154639	0.154472	0.137725	0.138095	0.144033	0.142857
R02961(r)/2.1.1A9(rev)/2.1.1.72;	210/2.1.1A4(rev);	0.143325	0.137931	0.142857	0.147368	0.140496	0.135802	0.143564	0.146552	0.145833
R07917(r)/2.1.1A9(rev)/2.1.1.158;	210/2.1.1A4(rev);	0.130556	0.137931	0.15625	0.16	0.167939	0.154255	0.114286	0.115646	0.113889
R04560(r)/2.1.2A1(rev)/2.1.2.3;	210/2.1.1A4(rev);	0.128045	0.137931	0.206349	0.178218	0.181818	0.139037	0.105691	0.113793	0.1
R07917/2.1.1A3/2.1.1.158;	210/2.1.1A4(rev);	0.124348	0.137931	0.16129	0.145833	0.178862	0.137143	0.115556	0.111111	0.0988024
R04560/2.1.2A1/2.1.2.3;	210/2.1.1A4(rev);	0.121799	0.137931	0.206349	0.166667	0.164179	0.126984	0.101215	0.109966	0.0969529
R08239(r)/2.1.1A10(rev)/2.1.1.67;	210/2.1.1A4(rev);	0.119617	0.118644	0.125	0.123711	0.131148	0.121951	0.115942	0.112033	0.12
R07917(r)/2.1.1A3(rev)/2.1.1.158;	210/2.1.1A4(rev);	0.119348	0.137931	0.142857	0.122449	0.150794	0.137143	0.115556	0.111111	0.0988024
R08239/2.1.1A10/2.1.1.67;	210/2.1.1A4(rev);	0.117834	0.118644	0.125	0.123711	0.131148	0.108434	0.115942	0.112033	0.12
R08239(r)/2.1.1A10(rev)/2.1.1.67;	210/2.1.1A4(rev);	0.116057	0.118644	0.125	0.123711	0.131148	0.121951	0.115942	0.107438	0.108911
R08239/2.1.1A10/2.1.1.67;	210/2.1.1A4(rev);	0.114286	0.118644	0.125	0.123711	0.131148	0.108434	0.115942	0.107438	0.108911
R10498(r)/2.1.1A4(rev)/2.1.1.282;	210/2.1.1A4(rev);	0.114044	0.152542	0.181818	0.17757	0.184211	0.141631	0.107937	0.0871671	0.0819672
R08933/2.1.1A8/;	210/2.1.1A4(rev);	0.111111	0.137931	0.174603	0.173469	0.162602	0.123529	0.0813397	0.092437	0.0766423
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.108597	0.137931	0.16129	0.164948	0.193548	0.172414	0.12605	0.0838509	0.0487288
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.108597	0.137931	0.16129	0.164948	0.193548	0.172414	0.12605	0.0838509	0.0487288
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.108597	0.137931	0.16129	0.164948	0.193548	0.172414	0.12605	0.0838509	0.0487288
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.108597	0.137931	0.16129	0.164948	0.193548	0.172414	0.12605	0.0838509	0.0487288
R08933(r)/2.1.1A4(rev)/;	210/2.1.1A4(rev);	0.107451	0.152542	0.2	0.174757	0.164062	0.12069	0.0747664	0.0763052	0.0706714
R04858/2.1.1A8/2.1.1.37;	210/2.1.1A4(rev);	0.107056	0.137931	0.174603	0.145833	0.141667	0.101796	0.0913462	0.0847458	0.0912281
R06627/2.1.1A8/;	210/2.1.1A4(rev);	0.106624	0.137931	0.174603	0.173469	0.153226	0.116959	0.07109	0.092437	0.0727273
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.105026	0.137931	0.16129	0.164948	0.193548	0.172414	0.121339	0.0771605	0.0443038
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.105026	0.137931	0.142857	0.153061	0.184	0.159091	0.12605	0.0838509	0.0487288
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.105026	0.137931	0.142857	0.153061	0.184	0.159091	0.12605	0.0838509	0.0487288
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.105026	0.137931	0.142857	0.153061	0.184	0.159091	0.12605	0.0838509	0.0487288
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.105026	0.137931	0.142857	0.153061	0.184	0.159091	0.12605	0.0838509	0.0487288
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.104314	0.137931	0.16129	0.164948	0.193548	0.172414	0.121339	0.0771605	0.0421053
R11469/2.1.1A5/;	210/2.1.1A4(rev);	0.104065	0.137931	0.16129	0.14433	0.173554	0.114458	0.0707547	0.0762712	0.0827338
R06627(r)/2.1.1A4(rev)/;	210/2.1.1A4(rev);	0.103987	0.152542	0.2	0.174757	0.164062	0.114286	0.0648148	0.0763052	0.0669014
R04858(r)/2.1.1A8(rev)/2.1.1.37;	210/2.1.1A4(rev);	0.102585	0.137931	0.15625	0.122449	0.122951	0.101796	0.0913462	0.0847458	0.0912281
R08933(r)/2.1.1A8(rev)/;	210/2.1.1A4(rev);	0.102172	0.137931	0.15625	0.138614	0.153226	0.123529	0.0761905	0.0788382	0.0727273
R09569/2.1.1A5/2.1.1.164;	210/2.1.1A4(rev);	0.101617	0.137931	0.16129	0.14433	0.163934	0.126506	0.0896226	0.084	0.0572289
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.101477	0.137931	0.142857	0.153061	0.184	0.159091	0.121339	0.0771605	0.0443038
R05757/2.1.1A5/2.1.1.139;	210/2.1.1A4(rev);	0.10077	0.137931	0.16129	0.164948	0.193548	0.172414	0.116667	0.0705521	0.0377358
R05757(r)/2.1.1A5(rev)/2.1.1.139;	210/2.1.1A4(rev);	0.10077	0.137931	0.142857	0.153061	0.184	0.159091	0.121339	0.0771605	0.0421053
