reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R00449(r)/1.13.12B1(rev)/1.13.12.2;	220/1.13.11A4(rev);	0.490566	0.421053	0.4375	0.5	0.6	0.7	0.6	0.4	0.25
R00559(r)/1.13.12B1(rev)/1.13.12.1;	220/1.13.11A4(rev);	0.328125	0.421053	0.4375	0.5	0.6	0.545455	0.230769	0	0
R00679(r)/1.13.12B1(rev)/1.13.12.3;	220/1.13.11A4(rev);	0.270833	0.421053	0.4375	0.5	0.529412	0.388889	0.230769	0.111111	0.047619
R00690(r)/1.13.12B1(rev)/1.13.12.9;	220/1.13.11A4(rev);	0.253165	0.421053	0.4375	0.5	0.529412	0.277778	0.0909091	0	0
R00690(r)/1.13.12B1(rev)/1.13.12.9;	220/1.13.11A4(rev);	0.253165	0.421053	0.4375	0.5	0.529412	0.277778	0.0909091	0	0
R00449/1.13.12B1/1.13.12.2;	220/1.13.11A4(rev);	0.244094	0.421053	0.352941	0.227273	0.2	0.307692	0.230769	0.0769231	0
R00679(r)/1.13.12B1(rev)/1.13.12.3;	220/1.13.11A4(rev);	0.238579	0.421053	0.4375	0.5	0.529412	0.388889	0.185185	0.0526316	0
R00319(r)/1.13.12B1(rev)/1.13.12.4;	220/1.13.11A4(rev);	0.223301	0.35	0.4375	0.388889	0.125	0	0	0	0
R07364(r)/1.13.11A4(rev)/1.13.11.54;	220/1.13.11A4(rev);	0.216	0.4375	0.294118	0.35	0.238095	0.214286	0	0	0
R07364/1.13.11A4/1.13.11.54;	220/1.13.11A4(rev);	0.206349	0.4375	0.294118	0.285714	0.238095	0.214286	0	0	0
R00559/1.13.12B1/1.13.12.1;	220/1.13.11A4(rev);	0.180556	0.421053	0.352941	0.227273	0.2	0.214286	0	0	0
R07364/1.13.11A2/1.13.11.54;	220/1.13.11A4(rev);	0.178295	0.4375	0.294118	0.227273	0.181818	0.133333	0	0	0
R02519/1.13.11A3/1.13.11.5;	220/1.13.11A4(rev);	0.170732	0.55	0.391304	0.242424	0.128205	0.102564	0.0769231	0.0666667	0
R02519/1.13.11A8/1.13.11.5;	220/1.13.11A4(rev);	0.169355	0.5	0.391304	0.242424	0.128205	0.102564	0.0769231	0.0666667	0
R00319/1.13.12B1/1.13.12.4;	220/1.13.11A4(rev);	0.166667	0.35	0.352941	0.25	0	0	0	0	0
R02656/1.13.11A3/1.13.11.4;	220/1.13.11A4(rev);	0.146444	0.55	0.391304	0.162162	0.1	0.0833333	0.0540541	0	0
R00679/1.13.12B1/1.13.12.3;	220/1.13.11A4(rev);	0.14554	0.421053	0.352941	0.227273	0.181818	0.190476	0.103448	0.025641	0
R02656/1.13.11A8/1.13.11.4;	220/1.13.11A4(rev);	0.145228	0.5	0.391304	0.162162	0.1	0.0833333	0.0540541	0	0
