RPAIR,Score,EC,KO
RP10678,0.060,4.3.3.6,K06215 K08681
RP11089,0.044,4.2.3.26,K15087
RP11090,0.044,4.2.3.25,K15086
RP05467,0.043,4.2.3.20,K15096
RP01909,0.043,4.2.3.16,K15088
RP12982,0.042,4.2.3.48,K14175
RP15051,0.042,4.2.3.49,K15793
RP05585,0.040,4.2.3.108,K07385
RP11143,0.040,4.2.3.75,K10187 K15803
RP15063,0.040,4.2.3.55,K15794
RP15287,0.039,4.2.3.38,K14177
RP15054,0.039,4.2.3.40,K15795
RP11144,0.038,4.2.3.22,K10187 K15803
RP15747,0.031,4.2.3.130,K16188
RP11512,0.026,2.4.2.- 4.1.3.-,K01663 K02500 K02501
RP10934,0.021,3.5.-.-,K10708
