RPAIR,Score,EC,KO
RP00188,0.824,1.3.1.2,K00207
RP13155,0.712,1.3.1.2,K00207
RP00332,0.712,1.3.1.2,K00207
RP00141,0.496,1.3.5.2 1.3.98.1,K00226 K00254
RP00722,0.415,1.14.13.40,K09461
RP11166,0.384,1.3.7.8,K04112 K04113 K04114 K04115
RP03158,0.342,1.14.12.3,K00529 K03268 K05710 K16268
RP03174,0.338,1.14.12.11,K00529 K03268 K05710 K16268
RP05048,0.324,1.14.12.-,K00529 K05710 K14748 K14749
RP10201,0.311,1.14.14.1,K07412 K07415
RP15713,0.309,1.14.13.-,K03185 K06126
RP10200,0.302,1.14.14.1,K07412 K07415
RP09186,0.293,1.14.12.19,K00529 K05708 K05709 K05710
RP09352,0.293,1.14.12.19,K00529 K05708 K05709 K05710
RP01643,0.289,4.2.1.118,K09483 K15652
RP09095,0.289,4.2.1.144,K16016
RP05039,0.286,1.14.12.-,K15248 K15249 K15250 K15251
RP10228,0.286,1.14.14.1,K07415
RP01973,0.271,1.14.13.113 1.7.3.3,K00365 K16838 K16839
RP02595,0.259,4.2.1.49,K01712
RP00847,0.257,1.14.12.10,K05549 K05550 K05784
RP05038,0.248,1.14.12.-,K05549 K05550 K05784
RP11392,0.248,1.14.12.10,K05549 K05550 K05784
