RPAIR,Score,EC,KO
RP00378,0.750,2.8.3.- 6.2.1.9,K08692 K14067 K14451 K14471 K14472
RP00562,0.735,6.2.1.18,K15232 K15233
RP00032,0.713,2.8.3.- 2.8.3.15 2.8.3.5 2.8.3.6 6.2.1.4 6.2.1.5,K01027 K01028 K01029 K01031 K01032 K01899 K01900 K01902 K01903 K07543 K07544 K14471 K14472 K15569 K15570
RP00206,0.504,2.8.3.8 6.2.1.2,K01034 K01035 K01896
RP00479,0.504,3.1.2.4 6.2.1.- 6.2.1.36,K05605 K14469 K15018
RP04939,0.467,6.2.1.-,K14466 K14467
RP00117,0.455,2.8.3.1 6.2.1.13,K01026 K01905
RP04667,0.453,3.1.2.4,K05605
RP12134,0.452,2.8.3.8,K01034 K01035
RP02845,0.395,6.2.1.14,K01906
RP12225,0.389,6.2.1.-,K13776
RP03620,0.372,2.8.3.12,K01039 K01040
RP00026,0.352,2.8.3.1 2.8.3.12 2.8.3.8 3.1.2.1 6.2.1.1 6.2.1.13,K01026 K01034 K01035 K01039 K01040 K01067 K01895 K01905
RP00085,0.320,2.8.3.5 2.8.3.8 6.2.1.16,K01027 K01028 K01029 K01034 K01035 K01907
RP11525,0.268,6.2.1.-,K10526
RP03655,0.263,6.2.1.26,K01911 K14760
RP01485,0.252,6.2.1.20,K01909 K05939
RP06172,0.244,2.3.3.9,K01638
RP00116,0.236,3.5.1.1 3.5.1.38 3.5.5.4 6.3.1.1 6.3.5.4,K01424 K01914 K01953 K05597
RP05100,0.234,2.8.3.12,K01039 K01040
RP10732,0.226,2.3.1.182,K09011
