RPAIR,Score,EC,KO
RP00277,1.000,1.1.99.21,K08261
RP00429,0.744,1.1.1.21,K00011
RP01758,0.744,1.1.1.21,K00011
RP01826,0.711,1.1.1.56,K00039
RP00616,0.711,1.1.1.10,K03331
RP01827,0.711,1.1.1.9,K05351
RP05199,0.711,1.1.1.11,K00007
RP00362,0.709,1.1.1.21,K00011
RP01507,0.709,1.1.1.21 1.1.1.307,K00011
RP00231,0.614,1.1.1.11 1.1.1.67,K00007 K00045
RP00692,0.614,1.1.1.14 1.1.1.15,K00008
RP02304,0.489,1.1.1.58,K00041
RP02228,0.489,1.1.1.57,K00040
RP05164,0.433,1.1.1.251,K00094
RP05203,0.433,1.1.1.140,K00068
RP02421,0.433,1.1.1.17,K00009
RP01654,0.316,2.2.1.1,K00615
