RPAIR,Score,EC,KO
RP02152,0.188,4.2.2.2 4.2.2.9,K01728
RP01159,0.112,5.1.3.18,K10046
RP13643,0.096,1.1.1.- 5.1.3.-,K12451
RP05296,0.094,1.1.1.271,K02377
RP01154,0.087,5.3.1.5,K01805
RP05664,0.087,5.1.3.13,K01790
RP14200,0.087,1.1.1.-,K12451
RP05266,0.087,,K03335
RP15613,0.086,5.3.99.-,K06606
RP02454,0.082,5.3.1.9,K01810 K06859 K13810 K15916
RP14213,0.082,5.3.1.6,K01808
RP02940,0.082,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.082,5.3.1.26,K01819
RP01780,0.082,5.3.1.8,K01809 K15916 K16011
RP01891,0.077,5.3.1.12,K01812
RP01545,0.077,5.3.1.12,K01812
RP10987,0.076,,K12449
RP01736,0.076,5.3.1.4,K01804
RP01508,0.076,5.3.1.5,K01805
RP15844,0.073,1.1.3.8,K00103
RP00554,0.073,1.3.2.3 1.3.3.12,K00225 K05276
RP10990,0.073,1.1.1.305,K10011
RP02087,0.072,5.3.99.5,K01832
RP15190,0.071,4.2.1.115,K15894
RP15452,0.065,5.3.3.18,K15866
RP09043,0.064,1.14.13.22,K03379
RP05593,0.063,,K13315
RP14034,0.063,,K13323
RP05594,0.063,,K13327
RP05592,0.062,,K13314 K16435
RP13558,0.061,4.2.3.124,K13546
RP14720,0.058,1.14.14.1,K07411
