RPAIR,Score,EC,KO
RP00468,0.685,2.5.1.44,K00808
RP13022,0.602,2.5.1.16,K00797
RP00148,0.600,1.5.3.14 1.5.99.6,K00316
RP01843,0.521,1.5.3.17 2.5.1.16,K00797 K13367
RP02564,0.479,1.5.3.16 1.5.3.17 2.5.1.16 2.5.1.22,K00797 K00802 K12259 K13367
RP12575,0.419,2.1.1.43 2.1.1.59 2.1.1.60,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11427 K11428 K11429 K11431 K11433 K14959 K15588
RP14318,0.416,1.5.3.13 1.5.3.17,K00308 K13367
RP14783,0.399,1.5.3.13 1.5.3.17,K00308 K13367
RP15847,0.382,1.14.11.27,K10276
RP12450,0.375,2.1.1.43 2.1.1.59 2.1.1.60,K06101 K09186 K09187 K09188 K09189 K11419 K11420 K11421 K11422 K11423 K11424 K11425 K11427 K11428 K11429 K11431 K11433 K14959 K15588
RP14325,0.318,1.5.1.43,K13746
RP01332,0.258,2.1.1.53,K05353
RP14327,0.254,1.5.1.43,K13746
RP12428,0.222,6.3.4.10 6.3.4.11 6.3.4.15 6.3.4.9,K01942 K01947 K03524
RP00602,0.213,1.5.1.10 1.5.1.9,K00292 K00293 K14157
