RPAIR,Score,EC,KO
RP00335,1.000,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00508,0.828,3.4.13.18 3.4.13.20 6.3.2.11,K05604 K08660 K14755
RP00245,0.735,3.4.13.20 3.4.13.5 6.3.2.11,K05604 K14755
RP00824,0.407,2.3.2.4 6.3.2.2,K00682 K01919 K11204 K11205
RP00611,0.402,2.3.2.2 2.3.2.4,K00681 K00682
RP03793,0.402,2.3.2.2,K00681
RP03587,0.394,2.3.2.2,K00681
RP04539,0.394,2.3.2.2,K00681
RP02591,0.375,2.3.1.87,K00669
RP15337,0.357,6.3.2.-,K05827
RP15346,0.354,,K05831
RP00279,0.345,6.3.2.11,K14755
RP01172,0.343,6.3.2.11,K14755
RP01331,0.324,6.3.2.4,K01921
RP02448,0.303,3.5.1.18,K01439
