RPAIR,Score,EC,KO
RP04440,1.000,4.2.1.107,K12405
RP04444,0.950,4.2.1.107,K12405
RP13731,0.897,1.17.99.3,K10214
RP13730,0.856,1.17.99.3,K10214
RP01522,0.636,1.3.1.72,K09828
RP05303,0.619,1.3.1.72,K09828
RP11469,0.582,1.3.1.72,K09828
RP11541,0.549,1.3.1.72,K09828
RP11340,0.543,1.3.1.72,K09828
RP11276,0.535,1.3.1.72,K09828
RP11342,0.528,1.3.1.72,K09828
RP03316,0.486,1.3.1.72,K09828
RP13721,0.483,5.1.99.4,K01796
RP13720,0.475,5.1.99.4,K01796
RP04068,0.331,2.1.1.41,K00559
RP11351,0.317,2.1.1.41,K00559
RP12167,0.317,4.2.1.17 4.2.1.74,K10527
