RPAIR,Score,EC,KO
RP01416,1.000,4.1.3.40,K03181
RP09038,0.888,4.2.99.21,K04781 K04782
RP11177,0.790,4.1.3.38,K02619 K03342
RP01215,0.706,4.1.3.27,K01656 K01657 K01658 K13497 K13501 K13503
RP01643,0.465,4.2.1.118,K09483 K15652
RP14031,0.464,4.1.99.-,K11782
RP01561,0.458,1.3.1.28,K00216
RP04842,0.372,1.3.1.58,K10620
RP09095,0.363,4.2.1.144,K16016
RP11334,0.339,1.3.1.19,K16269
RP03242,0.338,1.14.12.7,K07519
RP01114,0.335,1.3.1.19,K16269
RP03714,0.330,1.3.1.19,K16269
RP00847,0.327,1.14.12.10,K05549 K05550 K05784
RP03656,0.326,4.2.1.113,K02549 K14759
RP05038,0.322,1.14.12.-,K05549 K05550 K05784
RP11392,0.322,1.14.12.10,K05549 K05550 K05784
RP00141,0.321,1.3.5.2 1.3.98.1,K00226 K00254
RP11395,0.321,1.14.12.10,K05549 K05550 K05784
RP04951,0.320,1.3.1.19,K16269
RP00828,0.318,1.14.12.-,K05549 K05550 K05784
RP11397,0.318,1.14.12.10,K05549 K05550 K05784
RP11394,0.318,1.14.12.10,K05549 K05550 K05784
RP05272,0.318,1.14.12.-,K05549 K05550 K05784
RP09576,0.309,1.3.1.87,K05711
RP09313,0.309,1.3.1.87,K05711
RP11393,0.303,1.14.12.10,K05549 K05550 K05784
