RPAIR,Score,EC,KO
RP13558,0.067,4.2.3.124,K13546
RP01571,0.055,2.7.1.16 2.7.1.47,K00853 K00875
RP01831,0.055,2.7.1.53,K00880
RP02217,0.055,2.7.1.16,K00853
RP01652,0.055,2.7.1.17,K00854
RP10933,0.028,5.5.1.4,K01858
RP00421,0.027,2.5.1.56 4.1.3.3,K01639 K01654
RP13167,0.026,5.-.-.-,K06726
RP15465,0.026,2.5.1.97,K15898
RP04074,0.025,2.5.1.56 2.5.1.57,K01654 K05304
RP01348,0.024,1.13.99.1,K00469
RP14193,0.023,5.4.99.30,K13379
RP01734,0.022,1.1.1.46,K13873
RP00430,0.021,1.1.1.120 1.1.1.48,K00035
RP11272,0.021,1.1.1.122 1.1.1.316,K00064
RP10987,0.021,,K12449
