RPAIR,Score,EC,KO
RP10933,0.104,5.5.1.4,K01858
RP01159,0.060,5.1.3.18,K10046
RP10987,0.056,,K12449
RP13548,0.049,1.21.-.-,K11784
RP11162,0.046,1.14.13.136,K13257
RP11791,0.046,1.14.13.136,K13257
RP14605,0.046,1.14.13.-,K15966
RP12118,0.045,1.14.13.136,K13257
RP02454,0.044,5.3.1.9,K01810 K06859 K13810 K15916
RP02869,0.044,5.3.1.26,K01819
RP14213,0.044,5.3.1.6,K01808
RP02940,0.044,5.3.1.9,K01810 K06859 K13810 K15916
RP01780,0.044,5.3.1.8,K01809 K15916 K16011
RP05664,0.044,5.1.3.13,K01790
RP13643,0.044,1.1.1.- 5.1.3.-,K12451
RP05599,0.040,2.1.1.-,K13317
RP10990,0.038,1.1.1.305,K10011
RP13558,0.036,4.2.3.124,K13546
RP01154,0.033,5.3.1.5,K01805
