RPAIR,Score,EC,KO
RP05236,1.000,1.14.13.1 1.14.13.135,K00480
RP01776,0.572,1.14.16.4,K00502
RP02138,0.565,1.14.16.-,K03393
RP09275,0.557,1.14.13.89,K13260
RP09387,0.544,1.14.13.89,K13260
RP03241,0.542,1.14.14.1,K00493 K07408 K07409 K07410 K14338
RP09291,0.541,,K14586
RP02681,0.526,1.14.13.53 1.14.13.89,K13260
RP09039,0.520,1.14.13.89,K13260
RP14568,0.510,1.14.14.-,K14630
RP15250,0.476,2.1.1.163,K03183
RP11687,0.463,1.14.-.-,K14253
RP09044,0.461,1.14.13.21 1.14.13.88,K05280 K13083
RP09029,0.458,1.14.13.21 1.14.13.88,K05280 K13083
RP16163,0.448,1.14.13.88,K13083
RP16159,0.437,1.14.13.88,K13083
RP00543,0.436,1.14.12.1,K00529 K05599 K05600 K05710 K11311 K16319 K16320
RP01248,0.436,1.14.12.13,K08686
RP11829,0.436,1.14.13.89,K13260
RP01120,0.433,1.14.13.1,K00480
RP09286,0.425,1.14.13.1,K00480
RP09393,0.412,1.14.13.1,K00480
RP09641,0.398,1.14.13.1,K00480
RP03032,0.388,1.14.13.114,K14974
RP05044,0.383,1.14.12.-,K14599 K14600
RP05020,0.383,1.14.12.22,K15751 K15752 K15753
RP00586,0.374,4.1.99.1 4.2.1.122 4.2.1.20,K01667 K01695 K01696 K06001
RP09497,0.370,2.1.1.-,K15963
RP01123,0.362,4.1.1.46,K14333
RP02140,0.350,4.1.2.8 4.2.1.20,K01695 K01696 K06001 K13222
RP01377,0.340,4.1.1.61,K01612
RP14289,0.337,2.1.1.-,K13604
RP01649,0.321,4.1.1.55,K04102
RP11614,0.320,4.1.1.-,K03182 K03186
RP04981,0.315,4.1.1.55,K04102
RP14446,0.314,2.1.1.-,K14251
RP14551,0.311,,K15063
