reactionsA/ECA	reactionsB/ECB	Tanimoto_FBI_Scores	 TL0	TL1	TL2	TL3	TL4	TL5	TL6	TL7
R04717(r)/2.1.1A4(rev)/2.1.1.123;	1362/2.1.1A4(rev);	1	1	1	1	1	1	1	1	1
R04717(r)/2.1.1A10(rev)/2.1.1.123;	1362/2.1.1A4(rev);	0.921127	0.857143	0.882353	0.833333	0.9375	0.957447	0.938462	0.918919	0.926829
R00649(r)/2.1.1A4(rev)/2.1.1.12;	1362/2.1.1A4(rev);	0.879656	1	1	1	1	0.875	0.815385	0.797297	0.886076
R00650(r)/2.1.1A10(rev)/2.1.1.10;	1362/2.1.1A4(rev);	0.835735	0.857143	0.875	0.863636	0.935484	0.833333	0.753846	0.791667	0.886076
R00649(r)/2.1.1A10(rev)/2.1.1.12;	1362/2.1.1A4(rev);	0.831933	0.857143	0.882353	0.833333	0.9375	0.836735	0.761194	0.773333	0.886076
R04717(r)/2.1.1A10(rev)/2.1.1.123;	1362/2.1.1A4(rev);	0.828418	0.857143	0.882353	0.833333	0.9375	0.957447	0.938462	0.820513	0.645833
R02572(r)/2.1.1A4(rev)/2.1.1.96;	1362/2.1.1A4(rev);	0.795322	1	0.875	0.818182	0.709677	0.717391	0.714286	0.788732	0.886076
R11546(r)/2.1.1A10(rev)/2.1.1.334;	1362/2.1.1A4(rev);	0.774854	0.857143	0.75	0.681818	0.709677	0.717391	0.714286	0.788732	0.886076
R02572(r)/2.1.1A10(rev)/2.1.1.96;	1362/2.1.1A4(rev);	0.773913	0.857143	0.764706	0.666667	0.709677	0.717391	0.714286	0.788732	0.886076
R00650/2.1.1A10/2.1.1.10;	1362/2.1.1A4(rev);	0.769444	0.857143	0.875	0.863636	0.935484	0.795918	0.701493	0.697368	0.752941
R01153(r)/2.1.1A9(rev)/2.1.1.53;	1362/2.1.1A4(rev);	0.746518	0.625	0.578947	0.64	0.757576	0.714286	0.681818	0.777778	0.886076
R00650(r)/2.1.1A10(rev)/2.1.1.10;	1362/2.1.1A4(rev);	0.745205	0.857143	0.875	0.863636	0.935484	0.833333	0.753846	0.697368	0.602151
R00649(r)/2.1.1A10(rev)/2.1.1.12;	1362/2.1.1A4(rev);	0.744	0.857143	0.882353	0.833333	0.9375	0.836735	0.761194	0.683544	0.602151
R02808(r)/2.1.1A9(rev)/2.1.1.49;	1362/2.1.1A4(rev);	0.738506	0.5	0.473684	0.608696	0.709677	0.717391	0.714286	0.788732	0.886076
R02572/2.1.1A4/2.1.1.96;	1362/2.1.1A4(rev);	0.724719	1	0.875	0.818182	0.709677	0.680851	0.661538	0.671053	0.752941
R00367(r)/2.1.1A9(rev)/2.1.1.156,2.1.1.162,2.1.1.20;	1362/2.1.1A4(rev);	0.722992	0.625	0.578947	0.482759	0.611111	0.6875	0.714286	0.788732	0.886076
R01349(r)/2.1.1A5(rev)/2.1.1.15;	1362/2.1.1A4(rev);	0.719444	0.625	0.391304	0.482759	0.666667	0.717391	0.714286	0.788732	0.886076
R05756(r)/2.1.1A2(rev)/2.1.1.137;	1362/2.1.1A4(rev);	0.71547	0.555556	0.391304	0.451613	0.709677	0.717391	0.714286	0.788732	0.886076
R07243(r)/2.1.1A4(rev)/2.1.1.156,2.1.1.157,2.1.1.162;	1362/2.1.1A4(rev);	0.706989	0.75	0.52381	0.4375	0.578947	0.634615	0.714286	0.788732	0.886076
R11546/2.1.1A10/2.1.1.334;	1362/2.1.1A4(rev);	0.705056	0.857143	0.75	0.681818	0.709677	0.680851	0.661538	0.671053	0.752941
R07243(r)/2.1.1A9(rev)/2.1.1.156,2.1.1.157,2.1.1.162;	1362/2.1.1A4(rev);	0.701613	0.625	0.52381	0.4375	0.578947	0.634615	0.714286	0.788732	0.886076
R02037(r)/2.1.1A9(rev)/2.1.1.103;	1362/2.1.1A4(rev);	0.694149	0.625	0.578947	0.518519	0.611111	0.6	0.642857	0.756757	0.886076
R09543(r)/2.1.1A5(rev)/2.1.1.197;	1362/2.1.1A4(rev);	0.689295	0.625	0.52381	0.551724	0.575	0.578947	0.652174	0.777778	0.886076
R11798(r)/2.1.1A9(rev)/2.1.1.344;	1362/2.1.1A4(rev);	0.688946	0.625	0.578947	0.64	0.757576	0.686275	0.608108	0.674699	0.795455
R03875,R03938,R04062,R04145(r)/2.1.1A9(rev)/2.1.1.43,2.1.1.59,2.1.1.60;	1362/2.1.1A4(rev);	0.688144	0.625	0.578947	0.64	0.757576	0.68	0.642857	0.682927	0.752688
R03938,R04062,R04145(r)/2.1.1A9(rev)/2.1.1.43,2.1.1.59,2.1.1.60;	1362/2.1.1A4(rev);	0.688144	0.625	0.578947	0.64	0.757576	0.68	0.642857	0.682927	0.752688
R04062,R04145(r)/2.1.1A9(rev)/2.1.1.59,2.1.1.60;	1362/2.1.1A4(rev);	0.688144	0.625	0.578947	0.64	0.757576	0.68	0.642857	0.682927	0.752688
