RPAIR,Score,EC,KO
RP14178,0.130,1.14.13.-,K15506
RP15738,0.120,4.3.99.3,K10026
RP05258,0.117,1.13.11.-,K11945
RP14400,0.097,1.14.12.12,K14578 K14579 K14580 K14581
RP05425,0.094,1.13.11.-,K11943 K11944
RP11933,0.089,1.14.12.12,K14578 K14579 K14580 K14581
RP04334,0.086,1.14.21.4,K13391
RP03745,0.084,1.13.11.56,K14583
RP14448,0.083,1.14.-.-,K14252
RP05075,0.080,1.14.-.-,K14252
RP12780,0.078,1.11.1.21 1.11.1.6,K03781 K03782
RP02273,0.075,1.13.11.27,K00457
RP09615,0.072,1.14.12.12,K14578 K14579 K14580 K14581
RP02645,0.071,1.14.12.12,K14578 K14579 K14580 K14581
RP09630,0.070,1.14.12.12,K14578 K14579 K14580 K14581
RP11424,0.070,1.14.12.12,K14578 K14579 K14580 K14581
RP13549,0.063,1.14.-.-,K11785
RP03120,0.061,4.1.1.48,K01609 K01656 K13498 K13501
RP00265,0.055,1.14.12.18,K00529 K05710 K08689 K15750
RP11674,0.054,1.14.12.18,K00529 K05710 K08689 K15750
RP05033,0.053,1.14.12.12,K14578 K14579 K14580 K14581
RP15691,0.052,4.1.1.90,K10106
RP09303,0.052,2.5.1.-,K02548
RP04742,0.050,4.1.1.90,K10106
RP04643,0.048,1.14.11.19,K05277
RP03909,0.048,1.14.11.19,K05277
RP04644,0.048,1.14.11.19,K05277
RP14086,0.047,1.14.12.20,K13071
RP11693,0.047,1.14.12.-,K14599 K14600
