RPAIR,Score,EC,KO
RP00128,0.028,1.2.1.3 1.2.1.4 1.2.1.5,K00128 K00129 K00149 K14085
RP00551,0.028,1.2.1.3 1.2.1.5,K00128 K00149 K14085
RP04888,0.028,1.2.1.3,K00128
RP01438,0.028,1.2.1.21,K07248
RP00524,0.028,1.2.1.3,K00128 K00149 K14085
RP01167,0.027,1.2.1.19 1.2.1.3 1.2.1.5,K00128 K00129 K00149 K14085
RP04839,0.027,1.2.1.3,K00128
RP11680,0.027,1.2.1.3,K00128
RP00283,0.027,1.2.1.22 1.2.1.23,K07248
RP01515,0.027,1.2.1.22,K07248
RP01731,0.026,1.2.1.3 1.2.7.5,K00128 K00149 K03738 K14085
RP00327,0.026,1.2.1.- 1.2.1.19 1.2.1.3,K00128 K00137 K00149 K12254 K14085
RP00608,0.025,1.2.1.16 1.2.1.24 1.2.1.79,K00135 K00139
RP00717,0.025,1.2.1.3 1.2.3.1,K00128 K00149 K00157 K14085
RP02817,0.024,1.2.1.54,K12254
RP04654,0.024,1.2.1.3,K00128 K00149 K14085
RP15394,0.024,1.2.1.-,K15786
RP02182,0.024,1.2.1.20,K14269
RP16071,0.024,,K16873
RP04453,0.024,1.5.1.12,K00294 K13821
RP04465,0.024,1.2.1.26 1.2.1.3,K00128 K13877
RP03506,0.023,1.2.1.32,K10217
RP00500,0.023,1.2.1.31,K00143 K14085
RP04696,0.023,1.2.1.4 1.2.1.63,K14519
RP02478,0.023,1.2.1.32,K10217
RP04655,0.023,1.5.1.12 1.5.99.8,K00294 K00318 K13821
RP11812,0.023,1.2.1.-,K13774 K13775
RP11837,0.023,1.2.1.-,K13774 K13775
RP11975,0.022,1.2.1.-,K09472
RP04950,0.022,1.2.1.32,K10217
RP00218,0.022,1.2.1.8,K00130 K14085
RP15430,0.022,1.17.1.7,K02618
RP16078,0.022,,K16873
RP02912,0.021,1.2.1.3 1.2.1.47,K00128 K00149 K14085
RP03691,0.021,1.2.1.3,K00128 K00149 K14085
RP01340,0.021,1.1.1.23,K00013 K14152
RP01264,0.021,1.2.1.9 1.2.7.5 1.2.7.6,K00131 K03738 K11389
RP04604,0.021,1.2.1.5,K00129
RP13146,0.020,1.2.1.5,K00129
RP04653,0.020,1.2.1.71,K06447
RP16075,0.020,,K16873
RP01783,0.020,1.2.1.72,K03472
RP00754,0.020,1.1.1.312 1.2.1.60,K00151 K10219
RP02618,0.020,1.2.1.- 1.2.1.65,K00152
RP05270,0.020,1.2.1.28 1.2.1.7,K00141
RP00650,0.020,1.2.1.39 1.2.1.5,K00129 K00146
RP09365,0.020,1.2.3.14,K09842
RP00851,0.019,1.2.1.68,K12355
RP00337,0.019,1.2.1.28,K00141
RP11181,0.019,1.2.1.28 1.2.1.64,K00141
RP05271,0.019,1.2.1.28 1.2.1.7,K00141
RP00614,0.018,1.2.1.36 1.2.3.1,K00157 K07249
RP00346,0.018,1.2.3.1,K00157
RP13197,0.018,1.2.1.36 1.2.3.1,K00157 K07249
RP01709,0.018,1.2.3.1 1.2.3.8,K00157
RP00797,0.018,1.2.1.5,K00129
RP00659,0.018,1.2.1.29 1.2.1.5,K00129
RP00626,0.018,1.2.1.29 1.2.1.5 1.2.1.53,K00129
RP04891,0.018,1.2.1.28 1.2.1.7,K00141
RP00202,0.018,1.2.1.28 1.2.1.64,K00141
RP13226,0.018,1.2.1.5,K00129
RP05524,0.018,1.2.1.3,K00128
RP00798,0.018,1.2.1.5,K00129
RP00796,0.018,1.2.1.5,K00129
RP11156,0.018,1.2.1.68,K12355
RP02637,0.016,1.2.1.3,K00128 K00149 K14085
RP04837,0.015,1.2.1.29,K10618
RP00240,0.013,1.2.1.3 1.2.3.7,K00128 K00149 K11817 K14085
RP00799,0.013,1.2.1.3 1.2.3.1,K00128 K00149 K00157 K14085
RP04146,0.012,1.14.13.15 1.2.1.3,K00128 K00149 K00488 K14085
RP13244,0.011,1.2.3.1,K00157
RP03118,0.011,1.14.13.15,K00488
RP05257,0.011,1.2.1.-,K11947
RP15247,0.009,1.14.99.44,K10210
