RPAIR,Score,EC,KO
RP04090,1.000,3.1.1.47,K01062 K16794 K16795
RP10847,0.971,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP02464,0.756,3.1.1.5,K06130 K14621 K14676
RP10846,0.651,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP00252,0.648,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP03030,0.616,3.1.1.5,K06130 K14621 K14676
RP00449,0.529,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP02462,0.430,3.1.1.5,K06128 K06129 K14621 K14676
RP10983,0.421,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP14317,0.415,3.1.1.-,K13535
RP10102,0.406,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP13421,0.394,3.1.1.32,K01058 K16817 K16818
RP01427,0.373,3.1.1.4,K01047 K01058 K14621 K14674 K16342 K16343 K16817
RP03028,0.305,3.1.1.5,K06128 K14621 K14676
