RPAIR,Score,EC,KO
RP02222,1.000,1.14.11.22,K13077
RP03205,0.964,1.14.11.22,K13077
RP11807,0.943,1.14.11.22,K13077
RP09075,0.884,1.14.11.22,K13077
RP02779,0.864,1.14.11.23,K05278
RP02010,0.837,1.14.11.23,K05278
RP11805,0.823,1.14.11.23,K05278
RP09066,0.783,1.3.1.77,K08695
RP09283,0.773,1.14.11.23,K05278
RP09069,0.760,1.3.1.77,K08695
RP03909,0.735,1.14.11.19,K05277
RP04643,0.715,1.14.11.19,K05277
RP09071,0.708,1.3.1.77,K08695
RP04644,0.667,1.14.11.19,K05277
RP09388,0.360,4.2.1.105,K13258
RP11818,0.350,4.2.1.105,K13258
RP09084,0.339,1.3.1.45,K05281
RP02597,0.338,1.3.1.45,K05281
RP12114,0.320,1.3.1.45,K05281
RP12115,0.320,1.3.1.45,K05281
RP11248,0.320,4.2.1.105,K13258
