reactionID,predictions
R06382,1.16.1;1.8.1;1.1.1;1.3.1
R02869,2.1.1;2.5.1;4.4.1;2.3.3
R10000,2.1.1;2.5.1;2.3.3;2.3.1
R00045,1.14.18;1.10.3;1.6.3;1.14.13
R04662,2.4.1;3.2.1;5.1.3;2.4.2
R02353,1.8.1;1.1.1;1.16.1;1.3.1
R06804,2.4.1;2.4.2;3.6.1;2.7.8
R09628,2.5.1;5.5.1;4.2.3;3.1.3
R09672,3.2.1;5.4.1;4.2.2;3.1.1
R10253,2.3.1;3.1.1;2.8.3;3.1.2
R04249,-;1.14.13;1.11.1;1.13.12
R11784,2.7.7;2.4.2;2.7.1;6.1.1
R11899,4.4.1;4.1.99;2.5.1;4.5.1
R07672,5.1.3;5.3.1;2.4.1;3.2.1
R03275,5.4.3;3.4.11;3.4.13;5.4.99
R02433,2.8.3;2.1.3;2.3.1;3.1.2
R05748,1.11.1;1.16.1;1.11.2;1.8.1
R07619,3.6.1;3.1.3;2.7.1;3.5.4
R06310,3.1.2;2.3.1;2.8.3;3.1.1
R03407,1.1.1;1.3.1;1.16.1;1.8.1
R04459,2.4.1;2.7.8;2.4.2;3.6.1
R04564,3.1.1;2.3.1;2.7.1;3.1.2
R04682,1.16.1;1.8.1;1.1.1;1.3.1
R13232,5.5.1;2.5.1;4.2.3;3.1.3
R01418,3.5.1;3.2.2;3.5.3;3.5.4
R02003,2.5.1;5.3.99;4.4.1;2.2.1
R09227,1.14.13;1.6.3;1.8.1;1.1.1
R07190,4.99.1;1.14.14;5.4.4;1.17.3
R10622,3.1.3;3.6.1;3.1.7;4.2.3
R12425,1.7.2;5.1.99;3.4.17;3.5.3
R03197,4.1.1;2.7.11;3.7.1;2.2.1
R05595,4.2.1;4.4.1;2.3.1;5.4.4
R06400,1.6.3;1.14.13;1.16.1;1.8.1
R05436,1.7.1;1.8.1;1.14.12;1.6.2
R04209,4.1.1;2.7.11;2.2.1;3.7.1
R02887,3.2.1;2.4.1;5.1.3;5.4.2
R12791,2.3.1;3.1.2;3.1.1;4.4.1
R06346,1.14.11;1.3.8;1.1.5;1.3.99
R09565,1.13.11;3.3.2;1.14.99;1.13.99
R07238,2.1.1;2.3.1;2.3.3;2.5.1
R02509,3.4.19;3.5.1;4.3.3;3.4.17
R02268,5.3.99;4.2.2;5.4.99;2.5.1
R07150,1.1.1;1.3.1;1.8.1;1.5.1
R05680,1.1.1;1.3.1;2.3.1;1.14.13
R07779,1.14.13;1.6.3;1.1.1;1.3.1
R00405,2.7.1;2.7.7;6.2.1;2.4.2
R02263,4.1.2;5.4.4;4.2.1;1.14.14
R10770,6.2.1;2.8.3;2.3.1;3.1.2
R05334,1.4.3;1.5.3;1.1.3;1.2.3
R05646,2.7.1;2.4.2;2.4.1;3.6.1
R04857,3.5.3;3.2.2;3.5.1;3.4.19
R02849,2.7.1;3.1.3;3.6.1;2.7.6
R12953,1.14.13;1.6.3;1.14.14;4.99.1
R06637,2.3.1;2.7.8;2.4.1;2.7.1
R11855,2.5.1;4.2.99;5.3.99;5.5.1
R00385,1.8.1;1.1.1;1.5.1;1.3.1
R01055,4.2.1;4.4.1;5.4.4;1.14.14
R06930,1.14.13;1.6.3;1.14.12;1.14.14
R10452,2.1.1;2.5.1;2.3.3;4.4.1
R02923,1.4.3;1.13.12;1.1.3;1.5.3
R05684,1.1.1;1.3.1;1.8.1;2.3.1
R11797,2.1.1;2.3.1;2.3.3;2.5.1
R10832,2.4.1;2.4.2;3.6.1;3.1.3
R10740,6.3.4;2.1.3;2.7.2;6.3.5
R03549,1.1.3;1.1.5;1.21.3;1.14.18
R01416,3.5.3;3.5.2;3.2.2;3.5.1
R07035,1.11.1;1.16.1;1.8.1;1.11.2
R05227,7.5.2;2.7.1;2.7.6;6.3.5
R03386,1.14.13;1.6.3;1.14.12;1.14.14
R13346,5.5.1;1.21.3;3.1.1;1.1.3
R00608,1.13.11;1.14.99;1.1.3;1.2.3
R03880,2.4.1;2.4.2;3.2.2;2.3.2
R06643,2.3.1;3.1.1;4.2.1;4.4.1
R06528,3.6.1;3.1.3;2.4.2;2.7.7
R10206,1.14.14;1.13.12;4.99.1;1.14.13
R04577,2.4.1;3.2.1;2.4.2;2.7.8
R12011,2.1.1;2.5.1;2.3.3;2.3.1
R09106,2.3.1;3.1.1;3.1.2;2.8.3
R05689,1.8.1;1.16.1;1.1.1;1.3.1
R11874,1.5.99;1.5.3;1.5.8;1.4.3
R05678,1.16.1;1.8.1;1.1.1;1.8.4
R11152,1.1.1;1.3.1;1.8.1;1.16.1
R01695,1.1.3;1.21.3;1.2.3;1.14.18
R05588,2.8.3;2.1.3;3.1.2;2.3.1
R08437,2.1.1;2.5.1;2.3.1;4.4.1
R04438,2.6.1;5.3.1;2.7.2;1.1.99
R09426,2.4.1;3.2.1;5.1.3;2.4.2
R00719,3.6.4;7.4.2;7.5.2;3.A.1
R03241,2.7.4;2.7.1;2.1.1;2.4.2
R11228,1.14.15;4.99.1;2.3.3;5.1.3
R04994,2.1.1;2.3.1;3.1.1;4.4.1
R05865,3.7.1;4.1.1;4.1.3;3.1.1
R09556,4.1.2;5.3.1;2.2.1;5.4.4
R10287,5.4.3;5.1.1;4.3.1;3.4.11
R02851,2.6.1;1.4.99;1.4.1;2.3.1
R11161,1.14.14;4.99.1;5.4.4;1.14.13
R01777,2.3.1;3.1.1;2.8.3;3.1.2
R11284,1.1.3;1.21.3;1.2.3;1.14.18
R11602,2.5.1;5.3.99;5.5.1;4.4.1
R02059,3.5.1;3.4.19;3.2.2;3.1.1
R03702,3.5.1;3.1.1;3.4.19;3.2.2
R08227,3.5.2;1.3.3;1.3.99;1.3.5
R00384,1.8.1;1.1.1;1.3.1;1.5.1
R08035,-;3.6.1;3.1.3;5.1.3
R04726,2.3.1;3.1.2;3.1.1;2.8.3
R13319,2.7.7;2.4.2;6.1.1;2.7.1
R02821,2.1.1;4.4.1;2.5.1;3.5.1
R03306,1.14.12;1.14.13;1.6.2;1.1.1
R03200,5.4.99;5.4.3;5.4.1;5.5.1
R03220,1.3.3;1.3.99;3.5.2;1.3.8
R05289,1.2.1;1.5.1;1.1.1;1.3.1
R02569,4.4.1;3.5.1;4.2.1;3.4.11
R08895,3.5.1;3.4.19;3.2.2;3.1.1
R11272,2.4.1;2.4.2;3.6.1;3.1.3
R03369,1.14.13;1.6.3;1.14.14;1.14.18
R11869,5.5.1;5.3.3;5.4.99;2.5.1
R06177,2.5.1;5.3.99;4.4.1;2.2.1
R08327,1.6.3;1.14.13;1.14.14;1.14.18
R06149,2.4.2;3.2.2;3.6.1;4.2.2
R12107,1.8.1;1.16.1;1.3.1;1.1.1
R08220,3.1.1;2.3.1;3.5.1;3.1.2
R12050,2.5.1;5.3.99;5.5.1;4.4.1
R00897,2.5.1;4.4.1;5.3.99;4.2.1
R06914,1.1.1;1.8.1;1.3.1;1.16.1
R11106,1.14.14;4.99.1;1.14.13;5.4.4
R09453,1.14.13;1.1.1;1.6.3;1.3.1
R10861,1.8.1;1.1.1;1.3.1;1.16.1
R02684,1.8.1;1.16.1;1.1.1;1.3.1
